ZoneID,LONG,LAT
3500,-122.6399994,47.729599
3479,-122.6620026,47.7598991
3476,-122.6930008,47.7723007
3475,-122.6650009,47.8049011
3480,-122.6449966,47.7849998
3489,-122.6039963,47.7579002
3482,-122.6050034,47.7901993
3474,-122.6230011,47.8302002
3484,-122.5630035,47.7902985
3472,-122.5690002,47.8115005
3469,-122.5579987,47.8539009
3468,-122.5719986,47.9080009
3467,-122.5329971,47.9023018
3471,-122.5009995,47.8075981
3487,-122.5370026,47.7641983
3486,-122.4850006,47.7633018
3669,-122.663002,47.4743996
3488,-122.5650024,47.7561989
3505,-122.5550003,47.7336006
3504,-122.5830002,47.7284012
3503,-122.6039963,47.7321014
3652,-122.7190018,47.5129013
3506,-122.5790024,47.7080994
3507,-122.6190033,47.7146988
3682,-122.5429993,47.7025986
3684,-122.5319977,47.6945992
3685,-122.5159988,47.6907005
3686,-122.5130005,47.6627998
3689,-122.5439987,47.6556015
3688,-122.5739975,47.6590996
3695,-122.5469971,47.6348991
3696,-122.5680008,47.6371002
3700,-122.5169983,47.584301
3699,-122.5149994,47.6097984
3694,-122.5230026,47.6246986
3693,-122.5230026,47.6320992
3692,-122.5240021,47.6409988
3691,-122.5059967,47.6296997
3690,-122.5110016,47.6413994
3632,-122.7070007,47.5270996
3634,-122.762001,47.5056
3653,-122.75,47.4930992
3651,-122.685997,47.5122986
3654,-122.6940002,47.4911995
3650,-122.6689987,47.5252991
3671,-122.7590027,47.4322014
3670,-122.7040024,47.4570999
3672,-122.711998,47.4236984
3673,-122.6780014,47.425499
3681,-122.6490021,47.4161987
3668,-122.6409988,47.4645004
3679,-122.5670013,47.4109993
3680,-122.6149979,47.4119987
3678,-122.5749969,47.4266014
3677,-122.5410004,47.4449005
3676,-122.5589981,47.4441986
3667,-122.5979996,47.4580002
3675,-122.598999,47.4394989
3666,-122.6080017,47.4775009
3665,-122.6200027,47.4981995
3661,-122.5309982,47.4925003
3663,-122.5589981,47.4684982
3664,-122.5820007,47.4915009
3659,-122.5660019,47.5180016
3660,-122.5240021,47.5167007
3635,-122.5579987,47.5806007
3637,-122.5530014,47.5597
3639,-122.5589981,47.5449982
3638,-122.5469971,47.5475998
3640,-122.586998,47.5405998
3641,-122.6050034,47.5387001
3643,-122.6149979,47.5419006
3644,-122.6240005,47.5404015
3658,-122.6029968,47.5143013
3642,-122.6019974,47.5284004
3657,-122.6210022,47.5133018
3656,-122.6350021,47.5121002
3645,-122.6259995,47.5261002
3649,-122.651001,47.5219002
3655,-122.6470032,47.5135002
3648,-122.6480026,47.5330009
3646,-122.6380005,47.5399017
3647,-122.6419983,47.5293007
3587,-122.6110001,47.5797005
3545,-122.6259995,47.6110992
3521,-122.7639999,47.6431999
3614,-122.6490021,47.5689011
3616,-122.651001,47.5646019
3497,-122.6869965,47.7173996
3477,-122.6600037,47.7938995
3483,-122.5910034,47.7794991
3470,-122.526001,47.8566017
3485,-122.5110016,47.8005981
3683,-122.5579987,47.6892014
3697,-122.5619965,47.6030006
3481,-122.6179962,47.7700996
3473,-122.5889969,47.8498001
3674,-122.6500015,47.4387016
3662,-122.5559998,47.4968987
3636,-122.5820007,47.5611992
2583,-122.3789978,47.8137016
2636,-122.3789978,47.8079987
2581,-122.3450012,47.8264008
2250,-122.1869965,48.0032005
2259,-122.1949997,47.9987984
2261,-122.1869965,47.9944
2253,-122.2040024,48.0018005
2271,-122.2099991,47.9898987
2273,-122.2129974,47.9856987
2262,-122.177002,47.9833984
2289,-122.1849976,47.9804001
2285,-122.197998,47.9804993
2286,-122.1989975,47.9779015
2282,-122.2070007,47.978199
2293,-122.1989975,47.9730988
2299,-122.2139969,47.9742012
2276,-122.2149963,47.9786987
2301,-122.2190018,47.9743004
2330,-122.1969986,47.9538994
2315,-122.2419968,47.952301
2316,-122.2340012,47.9496994
2655,-122.2949982,47.7887001
2637,-122.3809967,47.8089981
2584,-122.375,47.8129997
2625,-122.3259964,47.7975006
2292,-122.1940002,47.9743996
2089,-122.3779984,48.2686005
2090,-122.3420029,48.282299
2091,-122.3079987,48.2784996
2092,-122.262001,48.2829018
2093,-122.1949997,48.2700996
2100,-122.362999,48.2442017
2099,-122.336998,48.2420006
2098,-122.336998,48.260601
2096,-122.3050003,48.2607994
2097,-122.3099976,48.2454987
2095,-122.2679977,48.2509003
2094,-122.2300034,48.2585983
2135,-122.3600006,48.1727982
2101,-122.3160019,48.1996002
2102,-122.2939987,48.2291985
2104,-122.25,48.2038994
2103,-122.2399979,48.2262993
2107,-122.1200027,48.2504005
2137,-122.3649979,48.1352005
2138,-122.3399963,48.1362991
2136,-122.3499985,48.1595001
2134,-122.3219986,48.1561012
2133,-122.3160019,48.1706009
2132,-122.2809982,48.1772003
2139,-122.2949982,48.1394005
2140,-122.2710037,48.1421013
2131,-122.2610016,48.1655998
2142,-122.2369995,48.1332016
2143,-122.2050018,48.1391983
2130,-122.2050018,48.1661987
2124,-122.1529999,48.1962013
2125,-122.1689987,48.1781998
2129,-122.1869965,48.1601982
2123,-122.1279984,48.1579018
2120,-122.1050034,48.155201
2122,-122.1360016,48.1758995
2119,-122.1210022,48.1777
2121,-122.1389999,48.1852989
2114,-122.0690002,48.1559982
2116,-122.1110001,48.1829987
2118,-122.125,48.1950989
2117,-122.1259995,48.2010002
2112,-122.086998,48.2130013
2113,-122.0589981,48.1957016
2111,-122.0579987,48.2128983
2108,-121.9889984,48.2545013
2110,-121.9970016,48.1386986
2109,-121.6179962,48.2486992
2178,-122.3320007,48.0988007
2177,-122.3050003,48.097599
2176,-122.2710037,48.098999
2174,-122.2369995,48.1113014
2173,-122.2060013,48.0943985
2171,-122.2040024,48.1124001
2168,-122.1809998,48.1049995
2166,-122.1699982,48.1082993
2165,-122.177002,48.1156998
2146,-122.1760025,48.1282005
2145,-122.177002,48.1469994
2147,-122.1539993,48.145401
2148,-122.1569977,48.1222992
2158,-122.1559982,48.1027985
2149,-122.1269989,48.1217995
2150,-122.1009979,48.1306
2151,-122.0540009,48.1083984
2152,-121.9970016,48.1036987
2214,-121.9710007,48.0811005
2154,-122.0019989,48.0890999
2155,-122.0899963,48.0924988
2156,-122.1220016,48.0856018
2179,-122.2860031,48.0658989
2180,-122.2699966,48.0526009
2181,-122.2440033,48.0457993
2182,-122.2220001,48.0499992
2183,-122.2350006,48.0351982
2184,-122.2009964,48.0629005
2185,-122.1900024,48.0621986
2172,-122.1900024,48.0881004
2169,-122.1790009,48.0918999
2167,-122.1689987,48.0924988
2162,-122.1610031,48.0890007
2159,-122.1480026,48.0882988
2170,-122.1809998,48.0794983
2164,-122.1699982,48.0816002
2163,-122.1610031,48.0806007
2160,-122.1470032,48.0825005
2161,-122.1480026,48.0774002
2157,-122.1289978,48.0751991
2186,-122.1809998,48.0677986
2190,-122.1719971,48.0721016
2191,-122.1719971,48.0648003
2195,-122.1610031,48.0686989
2198,-122.1480026,48.0686989
2203,-122.1269989,48.0662994
2208,-122.1159973,48.0643997
2210,-122.0790024,48.0591011
2213,-122.0400009,48.0621986
2187,-122.1819992,48.0565987
2188,-122.1790009,48.0565987
2189,-122.1800003,48.0499992
2194,-122.1709976,48.0498009
2193,-122.1719971,48.0541
2192,-122.1729965,48.0587997
2201,-122.1600037,48.0499001
2197,-122.163002,48.0558014
2196,-122.1650009,48.0583
2202,-122.1470032,48.0396004
2200,-122.1480026,48.0498009
2199,-122.1490021,48.0573006
2204,-122.1330032,48.0579987
2205,-122.1360016,48.0481987
2206,-122.1360016,48.039299
2365,-121.7919998,47.8456993
2207,-122.1259995,48.0491982
2209,-122.1149979,48.0447998
2211,-122.1029968,48.0387001
2212,-122.0759964,48.0401993
2249,-122.1660004,48.0107994
2255,-122.2180023,47.9954987
2258,-122.2040024,47.9943008
2260,-122.1949997,47.9942017
2257,-122.2050018,47.9984016
2252,-122.2009964,48.0082016
2251,-122.1930008,48.0047989
2265,-122.185997,47.9897003
2264,-122.1819992,47.9841003
2248,-122.1419983,48.0267982
2240,-122.1269989,48.0275993
2241,-122.1200027,48.014801
2239,-122.1149979,48.0289001
2235,-122.0999985,48.0220985
2231,-122.0810013,48.0201988
2227,-122.0709991,48.0228996
2221,-122.0589981,48.0269012
2219,-122.0419998,48.0293999
2443,-121.9110031,47.8297997
2236,-122.1039963,48.0054016
2242,-122.1119995,48.0065002
2141,-122.237999,48.1481018
2247,-122.1230011,47.9849014
2246,-122.1080017,47.9855003
2245,-122.1159973,47.9934006
2243,-122.1210022,47.9981995
2244,-122.1080017,47.9981003
2238,-122.1009979,47.9892006
2237,-122.1019974,47.9954987
2233,-122.0930023,47.9981995
2234,-122.0910034,47.9861984
2230,-122.0780029,47.9812012
2229,-122.072998,47.9949989
2225,-122.0579987,47.9813995
2224,-122.0619965,48.0045013
2223,-122.0459976,47.9973984
2347,-122.0759964,47.9552994
2220,-122.0400009,48.0126991
2222,-122.0569992,48.014801
2228,-122.072998,48.0135994
2232,-122.0879974,48.0157013
2217,-122.0019989,48.0493011
2216,-121.9580002,47.9990997
2215,-121.927002,48.0875015
2364,-121.4980011,47.8280983
2304,-122.2990036,47.9473991
2303,-122.2730026,47.9550018
2275,-122.2190018,47.9804001
2302,-122.2360001,47.9612999
2274,-122.2160034,47.9859009
2272,-122.2099991,47.9841003
2269,-122.2050018,47.9897995
2267,-122.1949997,47.9896011
2270,-122.2050018,47.9840012
2268,-122.1959991,47.9841003
2266,-122.1869965,47.9845009
2277,-122.2129974,47.980999
2278,-122.2129974,47.9780998
2279,-122.2099991,47.980999
2281,-122.2070007,47.9808006
2280,-122.2099991,47.978199
2284,-122.2040024,47.9776993
2283,-122.2040024,47.9807014
2288,-122.1930008,47.9779015
2287,-122.1920013,47.9804001
2290,-122.1869965,47.978199
2297,-122.2099991,47.9729004
2295,-122.2050018,47.9729004
2294,-122.1989975,47.9687996
2291,-122.1959991,47.9670982
2296,-122.2050018,47.9664001
2298,-122.2089996,47.9659004
2300,-122.2139969,47.9667015
2318,-122.2160034,47.9575005
2322,-122.2099991,47.9550018
2325,-122.2030029,47.9567986
2331,-122.1930008,47.9331017
2332,-122.1800003,47.9515991
2333,-122.1650009,47.9602013
2334,-122.1330032,47.9519005
2339,-122.1090012,47.9626007
2340,-122.1100006,47.9497986
2338,-122.1210022,47.9678001
2344,-122.0979996,47.9658012
2346,-122.0879974,47.9608994
2348,-122.0839996,47.9464989
2345,-122.0780029,47.9746017
2358,-122.0619965,47.9443016
2359,-122.0230026,47.9492989
2360,-121.9889984,47.9485016
2361,-121.9290009,47.9370995
2362,-121.8860016,47.9177017
2363,-121.6940002,47.8605995
2305,-122.3079987,47.9357986
2309,-122.2699966,47.9283981
2308,-122.2779999,47.9501991
2310,-122.2659988,47.9463005
2312,-122.2519989,47.9499016
2311,-122.2549973,47.9310989
2314,-122.2399979,47.9301987
2313,-122.2490005,47.9393997
2317,-122.2340012,47.9408989
2319,-122.2229996,47.9453011
2323,-122.2129974,47.9412994
2326,-122.2030029,47.9431992
2320,-122.2229996,47.9392014
2321,-122.2269974,47.9305992
2324,-122.2180023,47.9295006
2328,-122.2129974,47.9239006
2327,-122.2070007,47.9319992
2329,-122.2009964,47.9304008
2383,-122.1969986,47.9207001
2405,-122.3079987,47.9150009
2404,-122.2959976,47.9179001
2403,-122.2809982,47.9118004
2406,-122.310997,47.9031982
2408,-122.3119965,47.8851013
2409,-122.3040009,47.8909988
2411,-122.2910004,47.8807983
2410,-122.2919998,47.8928986
2407,-122.2959976,47.8997002
2412,-122.2819977,47.8772011
2413,-122.2720032,47.8796005
2414,-122.2649994,47.8895988
2418,-122.2600021,47.8829994
2417,-122.2519989,47.8874016
2481,-122.2440033,47.8785019
2419,-122.2429962,47.8861008
2416,-122.2470016,47.8933983
2421,-122.2330017,47.8865013
2420,-122.2340012,47.8927994
2422,-122.2229996,47.8941002
2395,-122.2310028,47.9020004
2396,-122.2440033,47.9000015
2400,-122.2529984,47.9009018
2415,-122.2580032,47.8941002
2402,-122.2580032,47.9043999
2398,-122.2490005,47.9193993
2399,-122.2460022,47.9113998
2397,-122.2360001,47.9189987
2394,-122.2310028,47.9131012
2391,-122.2170029,47.9168015
2392,-122.2149963,47.9095001
2393,-122.2180023,47.9023018
2423,-122.2259979,47.8848
2477,-122.2310028,47.8778
2474,-122.2170029,47.8764992
2425,-122.2129974,47.8834
2427,-122.2030029,47.8853989
2424,-122.2129974,47.8922997
2390,-122.2099991,47.9014015
2388,-122.1999969,47.9118996
2384,-122.1869965,47.9129982
2389,-122.2030029,47.9025993
2426,-122.1999969,47.8955002
2428,-122.1920013,47.8852005
2431,-122.1800003,47.8835983
2432,-122.1689987,47.8838997
2430,-122.1800003,47.8894997
2386,-122.1660004,47.8955002
2433,-122.1569977,47.8889008
2429,-122.1800003,47.8956985
2387,-122.1910019,47.9001007
2385,-122.1809998,47.9033012
2382,-122.1600037,47.9119987
2335,-122.163002,47.9315987
2336,-122.137001,47.9343987
2341,-122.1100006,47.9359016
2343,-122.112999,47.9239006
2381,-122.1230011,47.8945999
2434,-122.1529999,47.8811989
2435,-122.1259995,47.8726006
2436,-122.1039963,47.8670998
2369,-121.9300003,47.8889008
2380,-122.098999,47.8802986
2379,-122.0999985,47.9065018
2354,-122.1029968,47.914299
2352,-122.1029968,47.9213982
2350,-122.0950012,47.9280014
2342,-122.1050034,47.9420013
2349,-122.0940018,47.9385986
2351,-122.0839996,47.9319
2353,-122.0920029,47.9199982
2355,-122.0940018,47.9143982
2357,-122.0910034,47.9110985
2356,-122.0839996,47.9193001
2438,-122.0630035,47.8712006
2378,-122.0709991,47.8904991
2377,-122.0699997,47.9091988
2439,-122.0179977,47.8650017
2440,-121.9990005,47.8595009
2441,-121.9810028,47.8571014
2373,-121.9779968,47.8665009
2371,-121.9649963,47.8656006
2372,-121.9810028,47.8844986
2376,-121.9970016,47.8734016
2375,-122.0029984,47.8991013
2374,-122.0500031,47.9224014
2370,-121.9599991,47.9063988
2368,-121.9240036,47.8611984
2367,-121.8990021,47.8800011
2366,-121.8190002,47.8674011
2500,-122.3199997,47.8723984
2501,-122.3219986,47.8613014
2499,-122.3089981,47.8586998
2496,-122.2990036,47.8548012
2494,-122.288002,47.8600006
2495,-122.2969971,47.8614006
2498,-122.3079987,47.8683014
2497,-122.3010025,47.8745003
2493,-122.2929993,47.8665009
2492,-122.2860031,47.8699989
2491,-122.288002,47.853199
2489,-122.2770004,47.8541985
2487,-122.2699966,47.8562012
2485,-122.2580032,47.8586998
2490,-122.2829971,47.860199
2488,-122.2779999,47.8625984
2486,-122.2720032,47.8700981
2484,-122.262001,47.8681984
2483,-122.2529984,47.8665009
2482,-122.2529984,47.8741989
2479,-122.2440033,47.8576012
2480,-122.2350006,47.8534012
2476,-122.2229996,47.8544998
2478,-122.237999,47.8697014
2475,-122.2229996,47.8651009
2469,-122.2160034,47.8642006
2467,-122.1949997,47.8572006
2468,-122.2060013,47.8597984
2466,-122.2080002,47.8722992
2465,-122.1940002,47.8711014
2460,-122.1780014,47.8708
2462,-122.177002,47.8595009
2461,-122.1729965,47.8666
2456,-122.1620026,47.8608017
2454,-122.163002,47.8714981
2453,-122.1520004,47.8683014
2455,-122.1449966,47.8591003
2504,-122.3450012,47.8409004
2582,-122.3600006,47.8264008
2580,-122.3310013,47.8258018
2579,-122.3219986,47.8241005
2578,-122.3170013,47.8238983
2577,-122.3119965,47.8263016
2511,-122.3099976,47.8324013
2509,-122.3170013,47.8334007
2506,-122.3239975,47.8330002
2505,-122.3320007,47.8381996
2503,-122.3259964,47.8457985
2502,-122.3219986,47.8504982
2507,-122.3089981,47.8484001
2512,-122.2990036,47.8484001
2508,-122.3130035,47.8426018
2513,-122.3000031,47.8432999
2510,-122.3059998,47.8372993
2514,-122.2959976,47.8396988
2576,-122.3089981,47.8238983
2575,-122.3000031,47.8240013
2574,-122.2949982,47.8236008
2573,-122.2900009,47.8237991
2572,-122.2839966,47.8237991
2571,-122.2799988,47.8246994
2515,-122.2990036,47.8316994
2518,-122.2900009,47.8316002
2517,-122.2860031,47.8381996
2516,-122.288002,47.8468018
2519,-122.2770004,47.8442993
2520,-122.276001,47.8347015
2570,-122.2740021,47.8288994
2569,-122.2659988,47.8228989
2523,-122.2669983,47.8322983
2522,-122.262001,47.8423996
2521,-122.2699966,47.8465004
2524,-122.2529984,47.844101
2525,-122.2539978,47.832901
2568,-122.2440033,47.8238983
2526,-122.2419968,47.8406982
2531,-122.2160034,47.8205986
2536,-122.1969986,47.8227005
2527,-122.2310028,47.8412018
2530,-122.2149963,47.8326988
2471,-122.2099991,47.8497009
2473,-122.2089996,47.8381996
2534,-122.2060013,47.830101
2535,-122.1959991,47.8306999
2472,-122.1910019,47.8395004
2470,-122.1959991,47.8493996
2463,-122.1800003,47.8512001
2464,-122.1760025,47.8395996
2538,-122.1780014,47.8278008
2459,-122.1620026,47.8384018
2540,-122.1460037,47.8203011
2539,-122.1689987,47.8140984
2537,-122.197998,47.8165016
2533,-122.2089996,47.8153992
2529,-122.2259979,47.8149986
2457,-122.1569977,47.8483009
2458,-122.1419983,47.8387985
2452,-122.125,47.8415985
2451,-122.125,47.8571014
2448,-122.1100006,47.8534012
2437,-122.0970001,47.8574982
2449,-122.1110001,47.8446007
2450,-122.1179962,47.8373985
2447,-122.0979996,47.8382988
2541,-122.1200027,47.8227997
2543,-122.1019974,47.8265991
2544,-122.1060028,47.8147011
2545,-122.0849991,47.8216019
2546,-122.0709991,47.825901
2550,-122.060997,47.8070984
2549,-122.0270004,47.7919006
2548,-121.9830017,47.8260994
2547,-122.0169983,47.831501
2446,-122.0210037,47.8431015
2445,-122.0009995,47.8462982
2444,-121.9810028,47.8498993
2442,-121.9670029,47.8553009
2638,-122.3860016,47.8083992
2639,-122.387001,47.7985001
2640,-122.3840027,47.7845001
2641,-122.3720016,47.7855988
2642,-122.3600006,47.7844009
2633,-122.362999,47.7952003
2631,-122.3570023,47.8028984
2630,-122.3550034,47.8079987
2585,-122.3610001,47.8161011
2586,-122.3420029,47.8137016
2587,-122.3280029,47.8163986
2589,-122.3219986,47.8171005
2588,-122.3290024,47.8087997
2628,-122.3410034,47.803299
2627,-122.3320007,47.8044014
2624,-122.3249969,47.8036995
2594,-122.3079987,47.8107986
2590,-122.3160019,47.8168983
2592,-122.3069992,47.8188019
2593,-122.3099976,47.8156013
2597,-122.2969971,47.8088989
2619,-122.3000031,47.7949982
2620,-122.3069992,47.8028984
2622,-122.3190002,47.8028984
2632,-122.3529968,47.7960014
2629,-122.3399963,47.796299
2626,-122.3330002,47.7957993
2623,-122.3190002,47.7958984
2621,-122.310997,47.7951012
2644,-122.3460007,47.7829018
2643,-122.3519974,47.7899017
2645,-122.3420029,47.7897987
2646,-122.336998,47.7891998
2647,-122.3399963,47.7815018
2648,-122.3270035,47.7839012
2649,-122.3239975,47.7891998
2651,-122.3130035,47.7803001
2650,-122.3119965,47.7881012
2653,-122.3059998,47.7803993
2654,-122.3000031,47.7811012
2656,-122.2939987,47.7809982
2659,-122.2789993,47.7817001
2657,-122.2839966,47.7881012
2658,-122.2770004,47.7881012
2617,-122.2890015,47.7971992
2600,-122.2860031,47.8089981
2598,-122.288002,47.8185997
2599,-122.2770004,47.8176994
2602,-122.2639999,47.8176003
2604,-122.2570038,47.8130989
2605,-122.2470016,47.8154984
2601,-122.276001,47.8111
2603,-122.2649994,47.8112984
2613,-122.2600021,47.8026009
2616,-122.276001,47.7977982
2614,-122.2630005,47.7947006
2660,-122.2689972,47.7882004
2661,-122.2659988,47.7817001
2662,-122.2549973,47.7831001
2664,-122.2470016,47.7792015
2663,-122.2480011,47.7859993
2612,-122.2519989,47.7955017
2610,-122.2470016,47.8050995
2606,-122.237999,47.8129005
2607,-122.2399979,47.8072014
2567,-122.2340012,47.8176003
2608,-122.2200012,47.7938004
2609,-122.2320023,47.7985992
2665,-122.237999,47.7835999
2666,-122.2249985,47.785099
2667,-122.211998,47.7851982
2668,-122.2030029,47.7823982
2566,-122.2149963,47.8005981
2564,-122.2040024,47.7951012
2565,-122.1930008,47.7849998
2561,-122.1790009,47.7829018
2558,-122.1500015,47.7839012
2557,-122.1650009,47.8019981
2560,-122.177002,47.7981987
2556,-122.1429977,47.7789993
2555,-122.1259995,47.7854996
2401,-122.2669983,47.914299
2554,-122.1240005,47.7999992
2532,-122.2190018,47.8132019
2553,-122.0999985,47.7910995
2552,-122.0930023,47.8036003
2551,-122.0630035,47.7874985
2542,-122.1289978,47.8103981
2591,-122.3199997,47.8097
2618,-122.2979965,47.8023987
2615,-122.2720032,47.8078995
2562,-122.1869965,47.8088989
2563,-122.1849976,47.7971001
2559,-122.1650009,47.7835007
2611,-122.2409973,47.7971992
2153,-121.9720001,48.0866013
2652,-122.3050003,47.7874985
2256,-122.2109985,47.9961014
2263,-122.1809998,47.9888992
2106,-122.1729965,48.2102013
2126,-122.1460037,48.1652985
2128,-122.1790009,48.1580009
2307,-122.2959976,47.9283981
2596,-122.2979965,47.8137016
2634,-122.3740005,47.8082008
2105,-122.1780014,48.2313995
2127,-122.1579971,48.1707001
2635,-122.3730011,47.7997017
2595,-122.2969971,47.8191986
2254,-122.2109985,48.0056
2306,-122.2990036,47.9421005
2528,-122.2310028,47.8237991
2337,-122.1210022,47.9743996
2175,-122.2529984,48.0649986
2115,-122.1119995,48.1939011
2226,-122.0449982,47.9726982
2218,-122,47.9788017
2669,-122.7710037,47.3964005
2670,-122.7369995,47.3963013
2671,-122.6839981,47.3928986
2672,-122.6520004,47.3893013
2673,-122.7870026,47.3768997
2674,-122.7320023,47.3829994
2675,-122.7139969,47.3805008
2676,-122.6849976,47.3824005
2677,-122.6729965,47.3759995
2678,-122.7819977,47.3543015
2679,-122.7369995,47.3664017
2680,-122.7149963,47.3535995
2681,-122.7770004,47.3252983
2682,-122.7610016,47.3190994
2683,-122.7429962,47.3218002
2684,-122.7809982,47.2752991
2685,-122.7639999,47.2756004
2686,-122.8010025,47.2406998
2687,-122.7580032,47.2663002
2688,-122.7750015,47.2312012
2689,-122.7450027,47.2402
2690,-122.7730026,47.1926003
2691,-122.7519989,47.1865997
2692,-122.6589966,47.1990013
2693,-122.6900024,47.1688995
2694,-122.6289978,47.3941002
2695,-122.6230011,47.3939018
2696,-122.5979996,47.3941002
2697,-122.5800018,47.3964996
2698,-122.564003,47.3709984
2699,-122.5439987,47.3755989
2700,-122.5839996,47.3764992
2701,-122.6029968,47.3805008
2702,-122.612999,47.3815994
2703,-122.6220016,47.3857994
2704,-122.6259995,47.3597984
2705,-122.6050034,47.3699989
2706,-122.6019974,47.3616982
2707,-122.5999985,47.3527985
2708,-122.5839996,47.3534012
2709,-122.5699997,47.3408012
2710,-122.5910034,47.3414001
2711,-122.586998,47.3325996
2713,-122.6110001,47.3392982
2714,-122.6320038,47.3420982
2715,-122.6569977,47.3431015
2716,-122.6529999,47.3247986
2717,-122.6350021,47.3121986
2718,-122.6169968,47.3236008
2719,-122.6050034,47.3250008
2720,-122.5970001,47.3219986
2721,-122.5920029,47.3256989
2722,-122.5839996,47.3296013
2723,-122.5810013,47.3264999
2724,-122.5839996,47.3199997
2725,-122.5770035,47.3205986
2726,-122.5670013,47.3064995
2727,-122.5759964,47.3121986
2728,-122.5800018,47.3098984
2729,-122.5830002,47.3098984
2730,-122.5960007,47.3120995
2731,-122.6070023,47.3133011
2732,-122.6460037,47.2985992
2733,-122.6699982,47.3175011
2734,-122.6809998,47.2924004
2735,-122.6449966,47.2859001
2736,-122.6259995,47.2961998
2737,-122.6050034,47.3002014
2738,-122.5830002,47.3011017
2739,-122.5759964,47.2980003
