GEOID,Supermarket,Pharmacy,School,restaurant
53033004500,0.39461864,0.402673323,0.182512154,0.226364249
53033004600,0.531989482,0.476614833,0.354548265,0.195479999
53033004700,0.191948957,0.125509184,0.226234502,0.127893848
53033004800,0.423581902,0.505928841,0.259939885,0.219114737
53033004900,0.188614185,0.595559332,0.101915015,0.141093569
53033005000,0.276421505,0.175845482,0.109042906,0.108339624
53033005100,0.21582193,0.152134347,0.169452029,0.166304465
53033005200,0.302959001,0.209253925,0.195200958,0.143253256
53033005301,0.154873439,0.154194966,0.138114968,0.087978582
53033005302,0.125117378,0.144869177,0.101629246,0.063713322
53033005400,0.42093464,0.481418287,0.205702986,0.112580707
53033005600,0.424319164,0.304678973,0.399078347,0.299307786
53033005700,0.333760688,0.562006358,0.269572357,0.592772747
53033005801,0.400628901,0.764297697,0.309167146,0.39772475
53033005802,0.203368765,0.850621563,0.414615123,0.786727367
53033005900,0.454816761,0.729327206,0.270893049,0.421177317
53033006000,0.444758577,0.552693102,0.170992142,0.198425525
53033006100,0.423547323,0.324874309,0.171109616,0.152966376
53033006200,0.912280545,0.668486071,0.473354735,0.398720134
53033006300,1.59630912,0.312533539,0.23319204,0.281097191
53033006400,0.55845785,0.517470998,0.264716328,0.312421119
53033006500,0.397534597,0.326765934,0.114239072,0.263721094
53033006600,0.338418522,0.297659114,0.23563072,0.168919523
53033006700,0.465982775,0.456335803,0.199482232,0.293023671
53033006800,0.083698824,0.11445866,0.309394817,0.122743112
53033006900,0.352910831,0.433060898,0.279371121,0.416021474
53033007000,0.265077424,0.231111161,0.135406874,0.136438805
53033007100,0.20383153,0.128920589,0.367147043,0.115737051
53033007200,0.155752156,0.149487529,0.141179315,0.133676461
53033007300,0.179509743,0.141280722,0.10329505,0.166118656
53033007401,0.259908788,0.208627608,0.058863056,0.019508066
53033007402,0.075294552,0.153665946,0.125857084,0.145016134
53033007500,0.165469603,0.134224655,0.161419255,0.117509247
53033007600,0.16177365,0.180830283,0.120590326,0.096865686
53033007700,0.462051118,0.297649064,0.30744542,0.222488225
53033007800,0.684277264,0.642418017,0.272942031,0.241469717
53033007900,0.159157817,0.086276081,0.143999686,0.189122519
53033008001,0.192011787,0.173939438,0.130014646,0.084377191
53033008002,0.141828545,0.172102536,0.131468566,0.049008296
53033008100,0.154990759,0.098828891,0.077505316,0.052311997
53033008200,0.175715874,0.087078752,0.092173246,0.074783378
53033008300,0.115687809,0.083845243,0.108416705,0.129705619
53033008400,0.111947711,0.182023837,0.115307902,0.07370104
53033008500,0.217783461,0.045714425,0.097535261,0.16490791
53033008600,0.210245018,0.201414853,0.104338883,0.130442755
53033008700,0.492598892,0.422405735,0.171752956,0.287159585
53033008800,0.345876563,0.535459651,0.178703403,0.220751909
53033008900,0.863480554,0.382212066,0.245325494,0.475368122
53033009000,0.451262691,0.195201511,0.140193897,0.171199275
53033009100,0.074245344,0.077134412,0.079391158,0.025852988
53033009200,0.244870478,0.127778374,0.065197585,0.078598632
53033009300,0.468819181,0.281610375,0.238501152,0.230132571
53033009400,0.597528514,0.29795009,0.245826079,0.482799897
53033009500,0.52610835,0.393426302,0.254469177,0.220971332
53033009600,0.339346076,0.318330587,0.512085413,0.30053615
53033009701,1.106365876,1.07203996,0.255676812,0.069661754
53033009702,0.683830781,0.655418256,0.282864001,1.518676202
53033009800,0.376567766,0.360754382,0.090478883,0.160403195
53033009900,0.63643401,0.272544021,0.37941957,0.448687989
53033010001,0.482673755,0.39218316,0.318144895,0.212704876
53033010002,0.249097111,0.504974664,0.572164598,0.314734995
53033010100,0.283202326,0.311986494,0.327974362,0.212582636
53033010200,0.218848683,0.582419855,0.581359005,0.199270417
53033010300,0.302670657,0.31797872,0.212216293,0.180335555
53033010401,0.430593404,0.728966779,0.25247029,0.391489782
53033010402,0.471778302,0.629118767,0.309681118,0.375887078
53033010500,0.27013966,0.172521055,0.176125439,0.160260311
53033010600,0.690469533,0.415332795,0.192772881,0.311611435
53033010701,1.015192615,0.673560059,0.200117822,0.490979441
53033010702,0.799623102,0.220149315,0.366311656,0.543946422
53033010800,1.043624682,0.559091294,0.297711593,0.404498832
53033010900,1.210853144,0.400426443,0.186859632,0.20228832
53033011001,0.284169904,0.274602204,0.385201073,0.157741481
53033011002,0.652009476,0.629166685,0.598746333,0.567278892
53033011101,0.188775887,0.317211139,0.596812576,0.223598184
53033011102,0.443605229,0.55120226,0.658791015,0.27728099
53033011200,0.541192276,0.647873321,0.168256932,0.650859133
53033011300,0.688602555,0.631788313,0.576767104,0.380115559
53033011401,0.563161522,0.556259915,0.215962355,0.330464381
53033011402,0.315720435,0.283240301,0.400248703,0.252614747
53033011500,0.677824971,0.656445358,0.297165473,0.157760615
53033011600,0.920526121,0.869663547,0.319101357,0.361381935
53033011700,0.707785002,0.645156058,0.292585513,0.481440081
53033011800,0.386100486,0.333501476,0.22232828,0.255043819
53033011900,1.139335743,0.998392259,0.692902015,0.616157934
53033012000,0.707378967,0.703911393,0.231138457,0.566650826
53033012100,1.047827553,1.046111268,0.366363957,1.116630269
53033020100,0.919986119,0.887989136,0.507931014,0.193406724
53033020200,0.485349727,0.485338406,0.142079701,0.292873717
53033020300,0.449704876,0.344333673,0.235817533,0.315371053
53033020401,0.663387235,0.465127205,0.534943078,0.37364399
53033020402,1.02272128,0.73106693,0.324167741,0.521224488
53033020500,0.26625556,0.314706133,0.221702067,0.244942381
53033020600,0.671343608,0.662551715,0.447976204,0.604193806
53033020700,0.2744103,0.310420393,0.236605603,0.258940048
53033020800,0.332862569,0.291565326,0.416352339,0.314106499
53033020900,0.174559343,0.180652746,0.520269371,0.151446339
53033021000,0.538923652,0.453450028,0.365227198,0.401120922
53033021100,0.485398418,0.364052219,0.240465294,0.411312162
53033021300,0.785056217,0.291994241,0.402861843,0.168834318
53033021400,0.602931502,0.599543223,0.282749526,0.462777658
53033021500,0.882447992,0.804947772,0.430599878,0.573084758
53033021600,0.782051726,0.637570217,0.180360074,0.560976776
53033021700,0.499714169,0.576276003,0.473988703,0.428105981
53033021802,0.888145574,0.567703359,0.097117741,0.500315773
53033021803,0.406503038,0.379561234,0.233325055,0.257814746
53033021804,0.485866091,0.413339187,0.146570441,0.433221031
53033021903,0.317256601,0.215429567,0.233321265,0.361338951
53033021904,0.705280343,0.570784751,0.589266381,0.677184783
53033021905,0.457807269,0.418564417,0.34198438,0.369669256
53033021906,0.705402963,0.383038173,0.396483883,0.39876917
53033022001,0.778472985,0.746165062,0.504913537,0.639955721
53033022003,0.40442462,0.379371379,0.407870531,0.446663609
53033022005,0.267194444,0.247434767,0.088162326,0.255810118
53033022006,0.755735474,0.379486865,0.478588625,0.339040987
53033022101,0.740987704,0.735782652,0.361886079,0.44682273
53033022102,0.872005256,0.930821049,0.480827673,0.849334846
53033022201,0.72674498,0.730448886,0.211550524,0.736795012
53033022202,0.472055268,0.397307302,0.423913756,0.428687279
53033022203,1.21995339,0.678143975,0.67893133,0.300134604
53033022300,0.778456023,0.797299575,0.962236167,0.969743353
53033022400,0.602757511,0.579706458,0.274134211,0.426273075
53033022500,0.396540629,0.357687313,0.27358162,0.266222458
53033022603,0.629612138,0.522772927,0.532294384,0.366134416
53033022604,0.428365959,0.35069601,0.176051733,0.29075553
53033022605,0.75863958,0.463944487,0.514576165,0.412459952
53033022606,1.07208396,0.609015991,0.413266744,0.592696622
53033022701,0.507425399,0.500335319,0.222592313,0.211180842
53033022702,0.543351253,0.531101179,0.200930027,0.4255801
53033022703,1.021488883,0.483929683,0.277653505,0.643906505
53033022801,0.878371011,0.795825112,0.752409752,0.507224693
53033022802,0.769724329,0.783151126,0.677948566,0.477829866
53033022803,1.159800794,1.019477671,0.894508212,0.351566198
53033022901,0.808498084,0.636874714,0.48254019,0.567328377
53033022902,1.408001019,1.365080008,0.263607304,0.862319295
53033023000,0.911582379,0.984506767,0.458794851,0.812587014
53033023100,0.960808899,0.999758281,0.727642743,0.689850229
53033023201,0.246674618,0.23116972,0.433472618,0.195210011
53033023202,0.094054525,0.203175972,0.40145775,0.038725155
53033023300,0.712516144,0.697458631,0.309289345,0.456126769
53033023401,0.542961748,0.523848771,0.219494627,0.40198798
53033023403,0.874764582,0.812156492,1.062270669,0.611957048
53033023404,1.23702427,1.559199057,0.607227628,1.460443127
53033023500,0.777027172,0.741595132,0.269912449,0.720570271
53033023601,0.484277799,0.525412719,0.185666891,0.412910908
53033023603,0.454526396,0.307338518,0.248889492,0.341369204
53033023604,0.417798105,0.398312096,0.223958567,0.387550133
53033023700,0.771527615,0.690862339,0.369532093,0.437777842
53033023801,0.826191073,0.773512373,0.263243287,0.676871941
53033023803,0.102972303,0.184480194,0.15251316,0.047262259
53033023804,0.354404461,0.242104454,0.208927159,0.170940886
53033023900,1.142557284,0.89324668,0.481776391,0.726444838
53033024000,0.33094406,0.349502985,0.410335998,0.318214888
53033024100,0.907105387,0.909775042,0.398253869,0.897618684
53033024200,1.310813158,1.31839292,0.48092162,1.36735895
53033024300,0.34928852,0.321617038,0.397525113,0.277138849
53033024400,1.106634209,0.377203215,0.408746447,1.112791941
53033024500,1.3823578,0.981504443,0.431818611,1.4143046
53033024601,0.767717646,0.730410563,0.363645123,0.791842601
53033024602,0.564430535,0.56020107,0.41059198,0.559468072
53033024701,0.351161449,0.919728829,0.633729673,0.353627526
53033024702,0.926069072,1.023791103,0.358121169,0.509703098
53033024800,0.38161825,0.367864108,0.143363551,0.341906627
53033024901,1.046499075,1.03479459,0.256125783,0.984643768
53033024902,1.761663267,0.836162594,0.516649858,0.87808555
53033024903,1.275889563,1.098798201,1.102584173,0.794814311
53033025001,0.459867587,0.736141974,0.741904593,0.439486688
53033025003,0.779163034,0.98761566,0.598887679,0.956820511
53033025005,0.657931445,0.704199287,1.050188808,0.435846427
53033025006,1.574225734,2.362654563,0.840379342,1.083216145
53033025101,0.453514461,0.816006898,0.269486388,0.353293063
53033025102,0.41186413,0.443510059,0.287556026,0.36582444
53033025200,0.699897446,0.772632491,0.387058665,0.599302488
53033025301,0.922825584,0.963887558,0.483310923,0.459980867
53033025302,0.628244082,0.532112393,0.217414494,0.169055352
53033025400,0.421045577,0.476130367,0.349093708,0.368617512
53033025500,0.431756879,0.353411726,0.333530664,0.303905702
53033025601,0.575093977,0.588553585,0.514504223,0.617961137
53033025602,0.715371544,0.72439639,0.893154787,0.665510631
53033025701,1.158451129,0.763694054,0.394581758,0.989133644
53033025702,1.023962682,1.055959269,0.714975875,0.914425004
53033025803,0.938323491,0.399283857,0.532079039,0.868177206
53033025804,1.452344448,0.704383196,0.282393738,1.199612174
53033025805,0.838547363,0.479504292,0.225041958,0.517428343
53033025806,0.625419842,0.457675726,0.377260812,0.580678958
53033026001,1.609641422,1.537676176,0.542581058,0.527208754
53033026002,0.60568687,0.528212523,0.392053546,0.528870901
53033026100,1.409083375,1.130210861,0.396768942,0.534568486
53033026200,0.634117692,0.8099992,0.214808173,0.509366932
53033026300,1.221237788,0.612205151,0.987147938,0.985877389
53033026400,0.822622233,0.561441981,0.444789077,0.483468232
53033026500,0.634644246,0.676923102,0.40548122,0.577438861
53033026600,0.170928943,0.220723011,0.211730059,0.37517264
53033026700,0.52061423,0.854527322,0.391060524,0.466645586
53033026801,0.592160221,0.793149333,0.311741619,0.475678135
53033026802,0.396097478,0.65697749,0.270402458,0.425251246
53033027000,0.733104315,0.860541659,0.688280339,0.45801242
53033027100,1.231538428,0.455785798,0.952684008,0.472984597
53033027200,0.789539652,0.334180529,0.490601609,0.450558289
53033027300,0.553816857,0.356525966,0.354070899,0.411405576
53033027400,0.621028201,0.630492753,0.256271694,0.445034026
53033027500,0.38388665,0.315144357,0.282337129,0.301142546
53033027600,0.806913483,0.437909189,0.447081463,0.253343096
53033027702,3.678640108,3.746287424,2.245133984,2.380905756
53033027800,1.505907482,1.200788457,0.996584498,1.185162181
53033027900,0.574680651,0.319708808,0.277203071,0.319221157
53033028000,0.362356597,0.384595118,0.176736221,0.333436175
53033028100,0.171727966,0.632816949,0.115153281,0.179948692
53033028200,0.337372538,0.563890344,0.270800817,0.344430797
53033028300,0.52523698,0.53886777,0.561713313,0.462582075
53033028402,0.347844132,0.484566742,0.368224674,0.383842654
53033028403,0.757987828,0.561475413,0.358976866,0.286328204
53033028500,0.366956724,0.413207247,0.349516378,0.396676401
53033028600,0.347125189,0.347125189,0.36674462,0.343181992
53033028700,0.50847964,1.221150647,0.372333476,0.510814996
53033028801,0.673688925,0.934451105,0.560038182,0.533218982
53033028802,0.567328883,0.510234728,0.750146327,0.477787086
53033028901,0.37703513,0.467131566,0.22989062,0.175931756
53033028902,0.648768819,0.414526124,0.174992443,0.271568768
53033029001,1.268346848,0.732384627,0.353762851,0.785919348
53033029004,0.557013853,0.300812199,0.128596792,0.314806592
53033029101,0.659747057,0.559780787,0.391287674,0.412092617
53033029102,0.749472155,0.9229398,0.289791873,0.806636134
53033029203,0.4264712,0.362538432,0.263795911,0.279368901
53033029204,0.60858691,0.581344015,0.444042315,0.575849198
53033029205,0.597291075,0.482505963,0.410791803,0.251701149
53033029206,0.607047975,0.64940655,0.367098259,0.525380191
53033029303,0.488349621,0.438652452,0.357748186,0.481379064
53033029304,0.863481722,0.683694469,0.441642603,0.723522135
53033029305,0.520800815,0.627256138,0.332417917,0.594432119
53033029306,0.597541939,0.503838693,0.264672133,0.549983332
53033029307,1.452655193,1.285509118,0.152451401,1.260604215
53033029403,0.369702759,0.380607328,0.316621896,0.293889989
53033029405,0.890113469,0.883442922,0.211152297,0.876313109
53033029406,0.880742095,1.344525188,0.316599255,0.859992961
53033029407,0.418601475,0.534537737,0.488807593,0.376313734
53033029408,0.439009312,0.750280564,0.296067794,0.427687061
53033029502,0.706377912,0.933607161,0.228707122,0.504165309
53033029503,0.301387366,0.317959051,0.226743014,0.274128658
53033029504,0.284256079,0.415306243,0.263040437,0.257687505
53033029601,0.713842945,0.658545761,0.358950051,0.474170123
53033029602,1.158600013,1.004110331,0.535550878,0.653934467
53033029700,0.492761515,0.423357187,0.460141177,0.410200287
53033029801,0.562837243,0.51553616,0.273125111,0.476060026
53033029802,0.948149298,1.031035961,0.21561138,1.404141744
53033029901,1.333578903,1.309263122,0.28021575,1.246399395
53033029902,1.798828388,1.580853098,0.351974459,0.934001001
53033030003,0.490663508,0.380734273,0.268971784,0.28164046
53033030004,0.434404652,0.431811817,0.324540264,0.310893738
53033030005,0.391822793,0.45519376,0.226883247,0.5252024
53033030006,0.171589816,0.341414681,0.149042344,0.168467642
53033030100,1.138011345,1.148323956,0.283103626,0.659499486
53033030201,1.288319375,0.889320427,0.244207851,1.159630524
53033030202,0.485852031,0.459674637,0.247920045,0.439369788
53033030304,0.982756644,1.278427859,0.520519937,0.770246082
53033030305,1.494362073,1.397290438,0.190085989,1.355866348
53033030306,1.230775711,1.162127866,0.464466688,1.070181402
53033030308,0.598812867,0.466431254,0.203592445,0.457066256
53033030309,0.75148125,0.588510499,0.386631013,0.431520545
53033030310,0.47280147,0.647570814,0.236124219,0.498308407
53033030311,0.60342544,0.538934818,0.246504414,0.466843145
53033030312,0.388648386,0.418867883,0.612875165,0.448413321
53033030313,0.213900185,0.441306571,0.200130083,0.204216694
53033030314,0.411130434,0.33705519,0.453693264,0.381502107
53033030401,1.110382812,1.010336678,0.557030936,0.910965631
53033030403,1.153465767,1.061697609,0.41079696,0.877181996
53033030404,1.61419206,1.073655753,0.368781247,0.950333637
53033030501,0.947208431,0.746901262,0.472085253,0.603617146
53033030503,0.807572968,0.468185513,0.368367386,0.379672508
53033030504,0.392458977,0.402740741,0.280118306,0.327151585
53033030600,0.488920063,0.475700937,0.204002868,0.233211002
53033030700,0.525034985,0.421795342,0.233525877,0.222461688
53033030801,0.338171873,0.298648181,0.181857524,0.291740171
53033030802,1.068408336,0.522677075,0.335551711,0.596294832
53033030901,1.138862321,1.204913569,0.869956901,0.589433928
53033030902,0.914636251,1.056547146,0.591770055,0.536650145
53033031000,0.959792852,1.005161411,0.539777036,0.832052318
53033031100,1.441758515,0.818124142,0.456319424,0.430856351
53033031202,3.860834875,3.412807308,1.505135525,2.230030929
53033031204,3.175335528,3.072159611,0.94524655,2.299949705
53033031205,0.761176928,1.680751791,0.391407561,0.640526897
53033031206,0.838637713,1.709397378,0.625518345,0.597345922
53033031301,1.553627955,1.327515398,0.88075322,1.552593967
53033031302,0.463865023,0.553559593,0.17714812,0.684216719
53033031400,0.338246474,0.433598236,0.198189443,0.220921555
53033031501,4.613614751,4.711816211,1.762001643,3.684945374
53033031502,1.669739527,1.769788433,1.362274384,1.057422428
53033031601,2.571630845,2.478303568,0.538234676,1.249289402
53033031603,2.103762879,2.102995061,0.717596531,0.703148701
53033031604,0.729901022,0.729901022,0.064418377,0.422404337
53033031605,2.305390836,2.291914544,0.597139245,1.225704957
53033031703,0.807300236,1.085084505,0.410647885,0.652252722
53033031704,1.067811749,1.022154573,1.133791709,1.04612033
53033031705,1.235098943,1.188480496,0.201368945,0.473111717
53033031706,0.373701972,0.376759165,0.305821236,0.11545221
53033031800,1.485602401,1.950946534,1.075155438,1.44579728
53033031903,2.148783624,2.175729542,0.677209828,0.923097845
53033031904,4.440295103,4.276962437,0.523520957,3.124779575
53033031906,2.722777704,2.711130584,0.835385204,2.330331234
53033031907,0.946684824,0.964461906,0.49792587,0.610047488
53033031909,0.740692035,0.641040537,0.379523169,0.475007929
53033032002,2.733878924,2.69118487,1.4929789,2.396897548
53033032003,1.77132005,1.783469122,0.797227955,1.643050064
53033032005,1.225909844,1.05201907,0.346305402,0.866079967
53033032006,1.532881498,1.261587077,0.661210312,0.692469266
53033032007,1.408302007,1.343161512,1.395971576,1.221155535
53033032008,1.452206826,1.368142209,0.797557465,0.583056822
53033032010,0.159148131,0.159148131,0.198484691,0.170644065
53033032011,0.822732902,0.762877419,0.449718844,0.714388352
53033032102,4.727846529,4.46782141,1.353593657,3.900426232
53033032103,0.224476458,0.408898434,0.11967808,0.159577195
53033032104,1.172415307,1.190572051,0.550590225,0.744738031
53033032203,1.232102439,1.317991619,0.580487796,0.808922046
53033032207,0.767475265,0.732962573,0.691677588,0.694634783
53033032208,0.492025888,0.466136149,0.452626314,0.540272392
53033032210,0.981439021,1.021171951,0.521177284,0.364628913
53033032211,0.496651164,0.447328281,0.232682366,0.511668663
53033032212,0.65191019,0.062234182,0.436391317,0.545612605
53033032213,1.27071653,1.27071653,0.562346502,1.304400143
53033032214,0.555074891,0.722099878,0.246998066,0.554105038
53033032215,1.653603197,1.694144506,0.659573198,1.678516038
53033032307,0.869342506,0.85780665,0.692930358,0.859896354
53033032309,0.161798578,0.218753012,0.174267668,0.145316471
53033032311,1.879590291,1.776869641,0.659001697,1.782051696
53033032313,0.608108335,0.813412495,0.241507971,0.537550832
53033032315,2.431738188,2.430766019,1.78382178,2.318871982
53033032316,1.689442146,1.786307405,0.577533075,1.672062812
53033032317,1.131886625,1.13469912,0.475660458,1.078619543
53033032318,0.717163584,0.718937548,0.478695368,0.817504968
53033032319,0.267087371,0.198800442,0.262617223,0.180212655
53033032320,1.711073076,1.392344753,0.69598959,0.836795586
53033032321,1.247943433,1.855240144,0.588695712,1.038099978
53033032322,1.485350248,2.060293308,1.158054214,1.416425943
53033032323,0.698654494,1.471778423,0.271315478,0.761356319
53033032324,0.601264818,0.574350193,0.348271632,0.488961927
53033032325,0.838085047,0.8421959,0.267654093,0.839370553
53033032326,1.651007024,1.869637683,0.760246401,1.594622326
53033032327,1.016974416,1.10053524,0.915118642,0.915875702
53033032328,1.270500459,1.191079762,0.487132384,2.46799756
53033032329,1.051056588,1.047760726,0.453760129,0.759930398
53033032401,1.235170938,1.113159063,0.935583729,1.044971483
53033032500,4.805877662,5.162365769,0.882967863,0.938081857
53033032601,0.8517582,3.018988991,0.689128061,0.819941674
53033032602,0.725235269,0.715722272,0.465180246,0.504054246
53033032702,1.337097537,2.253351426,1.356373122,0.76970624
53033032703,0.353319409,0.316519761,0.124626215,0.25487345
53033032704,0.334532712,0.341083491,0.223857947,0.323535446
53033032800,1.654311901,8.619075337,1.293454601,1.233024361
53033990100,1.349753141,1.315479173,0.8407435,0.817487544
53035080101,0.620977499,0.637498246,0.396572749,0.650639727
53035080102,0.213409752,0.371008907,0.293715578,0.282019909
53035080200,0.423749959,0.428325103,0.454551528,0.235157556
53035080300,0.640041873,0.449784452,0.233173405,0.349853027
53035080400,1.232940796,0.883219315,0.331565999,0.432925906
53035080500,0.945742198,0.318826221,0.103488415,0.234545564
53035080600,0.569304627,0.548191079,0.363385214,0.365491943
53035080700,0.94382452,0.828848301,0.322039051,0.726829993
53035080900,0.870154393,0.988907651,0.29600697,0.531981017
53035081000,0.531019991,0.75090574,0.264008497,0.301226048
53035081100,0.208021448,0.303189663,0.153007365,0.128595883
53035081200,0.474540486,0.552447698,0.036494977,0.147301828
53035090101,4.418843213,4.402603069,2.77268656,1.374532517
53035090102,2.762495474,2.905160227,1.766679522,0.969752158
53035090201,1.310255828,1.384610997,0.736978279,1.181272527
53035090202,2.571937781,2.585885897,0.956385145,1.453046751
53035090300,0.786385349,0.498812342,0.625682225,0.540151786
53035090400,1.569516893,1.210530075,0.696020125,1.096862708
53035090501,0.30768035,0.319104027,0.297962024,0.169295099
53035090502,0.569409586,0.503918022,0.299341066,0.544903308
53035090700,3.257425596,3.159230934,2.258870513,1.640901943
53035090800,2.873416976,2.872985267,0.875188158,1.724340311
53035090900,0.326428273,0.315741904,0.203709524,0.332071641
53035091000,1.221495288,1.964889034,0.950675872,0.897828508
53035091100,2.662220371,1.983035224,0.985517554,1.128415167
53035091201,0.542357972,0.63539382,0.198247578,0.47096173
53035091203,1.181878405,0.692175048,0.491849468,0.719341757
53035091204,0.681119238,0.750195478,0.345633993,0.816521013
53035091301,2.55234323,6.392266478,1.460955985,1.923439828
53035091302,2.151697115,2.237195894,0.868033611,1.287237624
53035091400,1.117543808,0.878598196,0.666201212,0.834502624
53035091500,0.753358413,1.358758006,0.332359722,1.521281525
53035091600,0.54055333,0.84844549,0.277476669,0.834788717
53035091700,1.092925298,0.992220272,0.379676971,0.641340002
53035091800,1.147481032,1.128106465,1.177678685,0.784571699
53035091900,0.640076329,0.727341423,0.260853988,0.642103468
53035092000,7.65366848,7.852845839,3.163409301,2.364166832
53035092100,1.904252846,2.233878187,1.445657465,1.2222809
53035092200,0.821180208,0.60054269,0.239616889,0.626800204
53035092300,0.421969023,0.412549865,0.545774831,0.426371183
53035092400,1.069244477,0.834145808,0.570924945,0.665043919
53035092500,0.830630587,0.898436821,0.760843543,0.751111077
53035092600,2.652610312,2.333589674,2.504851255,0.800776807
53035092701,3.750417035,3.561385011,1.682738881,3.07034927
53035092704,4.307602331,3.717669296,0.865721176,3.685691072
53035092801,1.553623,1.693915948,1.005602459,1.494600509
53035092802,4.040632421,4.060212473,0.8742751,3.99897919
53035092803,3.471867864,3.270309765,1.295571119,3.125589334
53035092901,5.346738306,3.183328444,2.509940803,1.953500001
53035092902,4.135018133,2.867131017,0.563160056,0.587457193
53035940100,1.042031532,3.13650369,0.784345314,0.98039945
53053060200,0.561895813,0.611123738,0.38921722,0.400145924
53053060300,0.822360956,1.122232985,0.47090876,0.345066413
53053060400,0.714894834,0.947080351,0.355075343,0.327429591
53053060500,0.428357637,0.459399541,0.329250546,0.203626937
53053060600,0.4037088,0.42937015,0.180465077,0.280098869
53053060700,0.326508185,0.321957283,0.303051772,0.250665139
53053060800,0.519194224,0.478522713,0.303979572,0.40462109
53053060903,0.69202213,0.401112408,0.252289572,0.412210977
53053060904,0.365058041,0.482226081,0.265832848,0.474285713
53053060905,0.546681891,0.507202233,0.437445389,0.565524861
53053060906,0.361063839,0.349137625,0.217878869,0.338279662
53053061001,0.722957018,0.884901925,0.52363051,0.543708685
53053061002,0.251468213,0.368435763,0.215039491,0.247349165
53053061100,0.42230736,0.295150087,0.217136789,0.326198891
53053061200,0.404591845,0.365381584,0.341059035,0.318065195
53053061300,0.299788794,0.182903029,0.182588467,0.275428994
53053061400,0.313278402,0.090786661,0.133134343,0.165431914
53053061500,0.177367493,0.159193777,0.161932001,0.113074785
53053061601,0.288289387,0.191740116,0.120102169,0.088734052
53053061602,0.200664822,0.342056002,0.09445416,0.170729415
53053061700,0.478311201,0.383370591,0.291429962,0.368795575
53053061800,0.340054865,0.311788273,0.254911868,0.33128242
53053061900,0.401517119,0.15851779,0.340007309,0.289322183
53053062000,0.370870082,0.6148075,0.279587918,0.302594178
53053062300,0.671189805,0.602569162,0.281822546,0.534261047
53053062400,0.509976211,0.317127247,0.181753955,0.229016742
53053062500,0.357055641,0.372736805,0.244339246,0.361856129
53053062600,0.684663494,0.970256048,0.190306579,0.298922061
53053062801,0.625827348,0.897667147,0.366458563,0.367519191
53053062900,0.466339219,0.845131607,0.355446736,0.297158626
53053063000,0.380508903,1.433566347,0.17010519,0.383159911
53053063100,0.391344034,0.509216461,0.366499848,0.334555936
53053063200,0.398256903,0.312834859,0.332040154,0.42428668
53053063300,0.618498267,0.719161501,0.347027692,0.570918379
53053063400,0.45490106,0.397868779,0.398057205,0.311950334
53053063501,0.549564086,0.669937616,0.374642971,0.286801707
