GEOID10,parks
53033000100,0.148066514632
53033000200,0.174962209504
53033000300,0.216468216356
53033000401,0.112118752305
53033000402,0.205764910751
53033000500,0.179084184545
53033000600,0.157374639859
53033000700,0.11933760184
53033000800,0.131302560202
53033000900,0.079707375377
53033001000,0.141503416138
53033001100,0.156474003766
53033001200,0.124930666732
53033001300,0.128674389661
53033001400,0.120734739785
53033001500,0.093455766679
53033001600,0.0943908067701
53033001701,0.101884027363
53033001702,0.212806501349
53033001800,0.210808775285
53033001900,0.24396621514
53033002000,0.173328371555
53033002100,0.234746438157
53033002200,0.114243256194
53033002400,0.20077448405
53033002500,0.116128442998
53033002600,0.187659769346
53033002700,0.180612761324
53033002800,0.288346100878
53033002900,0.242672567805
53033003000,0.184759839321
53033003100,0.212440233933
53033003200,0.151151166139
53033003300,0.127334780441
53033003400,0.27542807773
53033003500,0.181790977264
53033003600,0.107977989284
53033003800,0.30173211765
53033003900,0.163345607072
53033004000,0.106012961481
53033004100,0.162900748087
53033004200,0.14970517337
53033004301,0.0832060597182
53033004302,0.0606136299699
53033004400,0.145454600965
53033004500,0.152142844679
53033004600,0.103635287382
53033004700,0.168014649574
53033004800,0.110736946787
53033004900,0.139075869279
53033005000,0.147478282485
53033005100,0.135992330867
53033005200,0.108778307134
53033005301,0.202220190867
53033005302,0.108801106098
53033005400,0.154870846731
53033005600,0.110878246574
53033005700,0.121045144913
53033005801,0.14042515941
53033005802,0.0740248959496
53033005900,0.183939455806
53033006000,0.0647016621164
53033006100,0.0727663008162
53033006200,0.0841449597263
53033006300,0.194680201961
53033006400,0.139836922071
53033006500,0.110496675117
53033006600,0.0903064959444
53033006700,0.0715262544997
53033006800,0.00562946089005
53033006900,0.0476012157361
53033007000,0.103271249362
53033007100,0.158840453269
53033007200,0.0927766492974
53033007300,0.125030950258
53033007401,0.0810002692041
53033007402,0.106217454889
53033007500,0.10350229539
53033007600,0.0969077266107
53033007700,0.104526876568
53033007800,0.0834700491436
53033007900,0.11025604337
53033008001,0.0870930043185
53033008002,0.0915286973474
53033008100,0.0944042746288
53033008200,0.0825740494
53033008300,0.0474221471864
53033008400,0.105148024681
53033008500,0.109246642283
53033008600,0.104948774815
53033008700,0.118390721101
53033008800,0.124128626205
53033008900,0.092754657485
53033009000,0.0739383208997
53033009100,0.0232871807243
53033009200,0.0567495934532
53033009300,0.125390097846
53033009400,0.0965341747297
53033009500,0.0742165211981
53033009600,0.0872205785048
53033009701,0.101175129124
