geoid10,Sum_acres_res,Sum_acres_sf8_7,prct_sf,CNTY,TRACT,BG,Total_pop,White_non_Hisp,Black_non_Hisp,AIAN_non_Hisp,API_non_Hisp,Other_2_non_Hisp,Hispanic_or_Latino,Total_Minority,pWhite_non_Hisp,pBlack_non_Hisp,pAIAN_non_Hisp,pAPI_non_Hisp,pOther_2__non_Hisp,pHispanic_or_Latino,pTotal_Minority,White__Black,White_AIAN,White__API,White__Other_2_,White__Hispanic,White__Minority,Black__AIAN,Black__API,Black__Other_2_,Black__Hispanic,AIAN__Asian,AIAN__Other_2_,AIAN__Hispanic,API__Other_2_,API__Hispanic,Other_2___Hispanic
5.3061E+11,157.7346399,0.043751213,0.000277372,61,41901,3,2569,1420,22,9,265,173,680,1149,0.0005,0.0001,0.0003,0.0005,0.0007,0.0017,0.0008,4.3745,2.2081,0.7176,-1.6304,-11.246,-2.3947,-2.1664,-3.657,-6.0049,-15.6205,-1.4905,-3.8385,-13.4541,-2.348,-11.9636,-9.6156
5.3061E+11,45.55403229,,0,61,41903,1,1958,830,48,0,21,318,741,1128,0.0003,0.0002,0,0,0.0013,0.0018,0.0008,0.9974,3.1276,2.7605,-9.705,-14.9581,-4.4764,2.1302,1.7631,-10.7024,-15.9555,-0.3672,-12.8326,-18.0857,-12.4655,-17.7186,-5.2531
5.3061E+11,102.6533761,3.745649052,0.036488318,61,41903,2,2262,826,84,0,382,173,797,1436,0.0003,0.0004,0,0.0007,0.0007,0.0019,0.001,-0.6153,3.1125,-3.5664,-3.8687,-16.34,-6.5677,3.7279,-2.9511,-3.2534,-15.7246,-6.679,-6.9813,-19.4525,-0.3023,-12.7736,-12.4713
5.3061E+11,139.800203,54.19581104,0.387666183,61,41903,3,1982,1125,95,28,293,62,379,857,0.0004,0.0004,0.001,0.0005,0.0003,0.0009,0.0006,0.0232,-5.5383,-0.8836,1.7373,-5.0111,-1.5379,-5.5615,-0.9068,1.7141,-5.0343,4.6547,7.2756,0.5272,2.6209,-4.1275,-6.7484
5.3061E+11,58.67671079,9.229351092,0.157291555,61,41903,4,1708,1268,103,13,104,15,205,440,0.0005,0.0005,0.0005,0.0002,0.0001,0.0005,0.0003,0.207,0.2385,2.9597,4.1728,-0.2254,1.812,0.0315,2.7528,3.9658,-0.4324,2.7212,3.9343,-0.4639,1.213,-3.1851,-4.3982
5.3061E+11,139.7129708,6.723693846,0.048125051,61,41904,1,2389,620,114,0,72,60,1523,1769,0.0002,0.0005,0,0.0001,0.0002,0.0037,0.0012,-2.723,2.3363,1.0774,-0.085,-34.8359,-9.5888,5.0593,3.8004,2.638,-32.1129,-1.2589,-2.4212,-37.1722,-1.1624,-35.9133,-34.7509
5.3061E+11,85.05094274,54.99804645,0.646648287,61,41904,2,1825,927,144,17,116,13,608,898,0.0003,0.0006,0.0006,0.0002,0.0001,0.0015,0.0006,-2.8975,-2.4432,1.465,2.9685,-11.3464,-2.5604,0.4543,4.3625,5.8661,-8.4489,3.9082,5.4118,-8.9032,1.5036,-12.8114,-14.315
5.3061E+11,119.8142803,67.74826813,0.565444019,61,41904,3,1356,818,82,8,43,18,387,538,0.0003,0.0004,0.0003,0.0001,0.0001,0.0009,0.0004,-0.5567,0.2888,2.3306,2.356,-6.3632,-0.5443,0.8456,2.8873,2.9128,-5.8065,2.0418,2.0672,-6.652,0.0254,-8.6938,-8.7192
5.3061E+11,114.9070883,57.13173833,0.497199426,61,41905,1,1676,775,158,5,411,66,261,901,0.0003,0.0007,0.0002,0.0007,0.0003,0.0006,0.0006,-4.0916,1.1744,-4.2656,0.257,-3.4499,-3.1534,5.266,-0.174,4.3486,0.6417,-5.44,-0.9174,-4.6243,4.5226,0.8157,-3.7069
5.3061E+11,132.2453935,60.81080162,0.459833042,61,41905,2,1293,714,87,3,371,36,82,579,0.0003,0.0004,0.0001,0.0006,0.0001,0.0002,0.0004,-1.1705,1.6429,-3.7961,1.2378,0.6891,-1.2126,2.8134,-2.6256,2.4083,1.8596,-5.439,-0.4052,-0.9538,5.0339,4.4852,-0.5486
5.3061E+11,76.80612576,13.64095349,0.177602416,61,41905,3,2133,615,114,16,367,0,1021,1518,0.0002,0.0005,0.0006,0.0006,0,0.0025,0.001,-2.7418,-3.2697,-4.0992,2.3175,-22.6023,-7.9156,-0.5279,-1.3574,5.0593,-19.8605,-0.8295,5.5872,-19.3326,6.4167,-18.5031,-24.9198
5.3061E+11,110.2623165,104.3036301,0.945958995,61,41905,4,1059,1002,0,0,57,0,0,57,0.0004,0,0,0.0001,0,0,0,3.7758,3.7758,2.7792,3.7758,3.7758,3.3915,0,-0.9966,0,0,-0.9966,0,0,0.9966,0.9966,0
5.3061E+11,279.995002,229.6019602,0.820021638,61,42001,1,1549,1116,29,0,197,126,81,433,0.0004,0.0001,0,0.0003,0.0005,0.0002,0.0003,2.9183,4.2053,0.761,-0.8793,2.2283,1.2864,1.287,-2.1574,-3.7976,-0.69,-3.4444,-5.0846,-1.977,-1.6402,1.4674,3.1076
5.3061E+11,201.8665203,173.3760621,0.858864867,61,42001,2,1588,1119,0,0,47,0,422,469,0.0004,0,0,0.0001,0,0.001,0.0003,4.2166,4.2166,3.3949,4.2166,-6.0832,1.0551,0,-0.8218,0,-10.2998,-0.8218,0,-10.2998,0.8218,-9.4781,-10.2998
5.3061E+11,233.0152814,206.4614263,0.886042431,61,42001,3,2025,1539,0,0,370,75,41,486,0.0006,0,0,0.0006,0.0003,0.0001,0.0003,5.7993,5.7993,-0.6699,2.7727,4.7986,2.5231,0,-6.4691,-3.0266,-1.0007,-6.4691,-3.0266,-1.0007,3.4426,5.4684,2.0259
5.3061E+11,245.0902449,226.4194738,0.923820831,61,42001,4,1136,911,0,0,148,60,17,225,0.0003,0,0,0.0003,0.0002,0,0.0002,3.4328,3.4328,0.8452,1.0116,3.0179,1.9161,0,-2.5877,-2.4212,-0.4149,-2.5877,-2.4212,-0.4149,0.1664,2.1727,2.0063
5.3061E+11,189.1274019,185.5687408,0.981183789,61,42003,1,1269,952,20,0,128,83,86,317,0.0004,0.0001,0,0.0002,0.0003,0.0002,0.0002,2.6998,3.5873,1.3494,0.238,1.4883,1.4504,0.8876,-1.3504,-2.4618,-1.2114,-2.238,-3.3494,-2.099,-1.1114,0.139,1.2504
5.3061E+11,461.7499009,459.4491493,0.995017321,61,42003,2,1581,1277,11,0,149,78,66,304,0.0005,0,0,0.0003,0.0003,0.0002,0.0002,4.3238,4.812,2.2069,1.6644,3.2011,2.7627,0.4882,-2.117,-2.6594,-1.1227,-2.6051,-3.1476,-1.6109,-0.5425,0.9943,1.5367
5.3061E+11,179.1172542,51.61909477,0.288186054,61,42004,1,1926,1241,37,0,488,116,44,685,0.0005,0.0002,0,0.0009,0.0005,0.0001,0.0005,3.0343,4.6764,-3.8559,-0.0047,3.6024,0.0587,1.6421,-6.8902,-3.039,0.5681,-8.5323,-4.6811,-1.0739,3.8512,7.4584,3.6072
5.3061E+11,174.6959081,,0,61,42004,2,879,682,27,0,138,32,0,197,0.0003,0.0001,0,0.0002,0.0001,0,0.0001,1.3717,2.5699,0.1571,1.2786,2.5699,1.2419,1.1983,-1.2146,-0.0931,1.1983,-2.4128,-1.2913,0,1.1215,2.4128,1.2913
5.3061E+11,189.9589347,1.631762869,0.008590082,61,42004,3,1618,1027,192,0,236,136,27,591,0.0004,0.0009,0,0.0004,0.0005,0.0001,0.0004,-4.6509,3.87,-0.2563,-1.6182,3.211,-0.114,8.5209,4.3946,3.0327,7.8619,-4.1263,-5.4882,-0.659,-1.3619,3.4673,4.8292
5.3061E+11,370.4057513,174.2764816,0.470501554,61,42005,1,2042,1139,17,0,618,122,146,903,0.0004,0.0001,0,0.0011,0.0005,0.0004,0.0006,3.5375,4.292,-6.5132,-0.6312,0.7285,-1.7952,0.7545,-10.0508,-4.1688,-2.809,-10.8052,-4.9232,-3.5635,5.882,7.2418,1.3598
5.3061E+11,350.6216531,345.8037336,0.986258922,61,42005,2,2012,1295,0,0,597,113,7,717,0.0005,0,0,0.001,0.0005,0,0.0005,4.8798,4.8798,-5.5582,0.3198,4.709,0.0465,0,-10.438,-4.56,-0.1709,-10.438,-4.56,-0.1709,5.878,10.2672,4.3892
5.3061E+11,333.3484991,305.3710628,0.91607151,61,42005,3,1387,1030,0,0,210,135,12,357,0.0004,0,0,0.0004,0.0005,0,0.0002,3.8813,3.8813,0.2096,-1.5665,3.5884,1.4747,0,-3.6717,-5.4478,-0.2929,-3.6717,-5.4478,-0.2929,-1.7761,3.3788,5.1549
5.3061E+11,177.2965213,12.6017035,0.071076992,61,42006,1,1126,621,16,0,306,103,80,505,0.0002,0.0001,0,0.0005,0.0004,0.0002,0.0003,1.63,2.3401,-3.0101,-1.8164,0.3875,-1.0642,0.7101,-4.6401,-3.4464,-1.2425,-5.3502,-4.1565,-1.9526,1.1937,3.3976,2.2039
5.3061E+11,180.9414071,,0,61,42006,2,1596,785,268,0,345,0,198,811,0.0003,0.0012,0,0.0006,0,0.0005,0.0005,-8.9357,2.9581,-3.074,2.9581,-1.8746,-2.509,11.8938,5.8617,11.8938,7.0611,-6.032,0,-4.8326,6.032,1.1994,-4.8326
5.3061E+11,60.03665328,,0,61,42006,3,1934,1002,0,113,698,59,62,932,0.0004,0,0.0039,0.0012,0.0002,0.0002,0.0006,3.7758,-35.6837,-8.4282,1.3949,2.2625,-2.507,-39.4594,-12.2039,-2.3809,-1.5132,27.2555,37.0785,37.9462,9.8231,10.6907,0.8676
5.30611E+11,147.3019275,132.484986,0.899411082,61,50101,1,1477,1139,43,0,119,72,104,338,0.0004,0.0002,0,0.0002,0.0003,0.0003,0.0002,2.3837,4.292,2.2114,1.3865,1.7537,2.0135,1.9083,-0.1723,-0.9972,-0.63,-2.0806,-2.9055,-2.5383,-0.8249,-0.4577,0.3671
5.30611E+11,369.0555227,358.9155756,0.972524603,61,50101,2,1615,1218,67,0,156,99,75,397,0.0005,0.0003,0,0.0003,0.0004,0.0002,0.0003,1.6162,4.5897,1.8622,0.5946,2.7592,1.9135,2.9734,0.2459,-1.0216,1.1429,-2.7275,-3.9951,-1.8305,-1.2675,0.897,2.1645
5.30611E+11,134.6778345,0.490220824,0.003639952,61,50102,1,1167,668,74,0,269,66,90,499,0.0003,0.0003,0,0.0005,0.0003,0.0002,0.0003,-0.7669,2.5172,-2.1861,-0.1462,0.3205,-0.8467,3.2841,-1.4191,0.6207,1.0875,-4.7032,-2.6634,-2.1966,2.0399,2.5066,0.4667
5.30611E+11,88.60364136,,0,61,50102,2,2467,1394,113,0,243,110,607,1073,0.0005,0.0005,0,0.0004,0.0004,0.0015,0.0007,0.238,5.2529,1.0042,0.8139,-9.5623,-1.9803,5.0149,0.7663,0.576,-9.8003,-4.2487,-4.439,-14.8152,-0.1903,-10.5665,-10.3762
5.30611E+11,185.068415,0.139934581,0.000756124,61,50102,3,2568,1272,253,0,535,116,392,1296,0.0005,0.0011,0,0.0009,0.0005,0.001,0.0009,-6.4349,4.7932,-4.5609,0.1121,-4.7745,-3.9433,11.2281,1.874,6.547,1.6605,-9.354,-4.6811,-9.5676,4.6729,-0.2136,-4.8865
5.30611E+11,214.8582036,214.8582036,1,61,50200,1,875,698,0,0,53,59,65,177,0.0003,0,0,0.0001,0.0002,0.0002,0.0001,2.6302,2.6302,1.7036,0.2493,1.0437,1.437,0,-0.9267,-2.3809,-1.5865,-0.9267,-2.3809,-1.5865,-1.4542,-0.6598,0.7944
5.30611E+11,200.3708521,200.3708521,1,61,50200,2,1114,971,0,0,35,58,50,143,0.0004,0,0,0.0001,0.0002,0.0001,0.0001,3.6589,3.6589,3.047,1.3184,2.4386,2.695,0,-0.6119,-2.3405,-1.2204,-0.6119,-2.3405,-1.2204,-1.7286,-0.6084,1.1202
5.30611E+11,286.9739747,286.9739747,1,61,50200,3,922,721,0,0,150,51,0,201,0.0003,0,0,0.0003,0.0002,0,0.0001,2.7169,2.7169,0.0943,0.6588,2.7169,1.3619,0,-2.6226,-2.0581,0,-2.6226,-2.0581,0,0.5646,2.6226,2.0581
5.30611E+11,179.7433477,177.2144756,0.985930649,61,50200,4,1175,864,62,5,113,86,45,311,0.0003,0.0003,0.0002,0.0002,0.0003,0.0001,0.0002,0.5042,1.5097,1.28,-0.2147,2.1574,1.1593,1.0056,0.7758,-0.7189,1.6532,-0.2297,-1.7245,0.6477,-1.4947,0.8774,2.3721
5.30611E+11,268.8678499,268.8678499,1,61,50300,1,1382,1256,0,0,16,90,20,126,0.0005,0,0,0,0.0004,0,0.0001,4.7329,4.7329,4.4531,1.101,4.2447,3.8835,0,-0.2797,-3.6319,-0.4881,-0.2797,-3.6319,-0.4881,-3.3521,-0.2084,3.1437
5.30611E+11,176.684737,157.0125409,0.888659335,61,50300,2,1897,1747,23,0,79,0,48,150,0.0007,0.0001,0,0.0001,0,0.0001,0.0001,5.5623,6.5831,5.2018,6.5831,5.4115,5.5719,1.0207,-0.3605,1.0207,-0.1508,-1.3812,0,-1.1715,1.3812,0.2097,-1.1715
5.30611E+11,214.2401845,214.2401845,1,61,50300,3,998,892,13,0,62,17,14,106,0.0003,0.0001,0,0.0001,0.0001,0,0.0001,2.7843,3.3613,2.2772,2.6752,3.0196,2.6467,0.5769,-0.5071,-0.1091,0.2352,-1.084,-0.686,-0.3417,0.398,0.7423,0.3443
5.30611E+11,223.4656147,218.7776039,0.979021333,61,50300,4,1314,1140,0,14,145,0,15,174,0.0004,0,0.0005,0.0003,0,0,0.0001,4.2958,-0.593,1.7606,4.2958,3.9297,3.1228,-4.8888,-2.5352,0,-0.3661,2.3536,4.8888,4.5227,2.5352,2.1691,-0.3661
5.30611E+11,103.233253,74.89260422,0.725469769,61,50401,1,1620,1212,141,0,94,48,125,408,0.0005,0.0006,0,0.0002,0.0002,0.0003,0.0003,-1.6905,4.5671,2.9236,2.6301,1.5162,1.8167,6.2575,4.614,4.3205,3.2066,-1.6435,-1.937,-3.0509,-0.2935,-1.4074,-1.1139
5.30611E+11,41.81623958,3.144768304,0.075204474,61,50401,2,795,314,0,0,168,0,313,481,0.0001,0,0,0.0003,0,0.0008,0.0003,1.1832,1.1832,-1.7541,1.1832,-6.4562,-2.0593,0,-2.9373,0,-7.6395,-2.9373,0,-7.6395,2.9373,-4.7021,-7.6395
5.30611E+11,115.8722053,93.25374914,0.804798259,61,50401,3,1029,961,25,16,0,27,0,68,0.0004,0.0001,0.0006,0,0.0001,0,0,2.5118,-1.9659,3.6213,2.5317,3.6213,3.1629,-4.4777,1.1095,0.0199,1.1095,5.5872,4.4976,5.5872,-1.0896,0,1.0896
5.30611E+11,272.3063236,272.3063236,1,61,50401,4,1655,1396,0,0,190,69,0,259,0.0005,0,0,0.0003,0.0003,0,0.0002,5.2604,5.2604,1.9384,2.476,5.2604,3.5145,0,-3.322,-2.7844,0,-3.322,-2.7844,0,0.5376,3.322,2.7844
5.30611E+11,147.8927377,144.6724001,0.978225181,61,50401,5,1009,923,0,0,67,0,19,86,0.0003,0,0,0.0001,0,0,0.0001,3.4781,3.4781,2.3066,3.4781,3.0143,2.8983,0,-1.1714,0,-0.4637,-1.1714,0,-0.4637,1.1714,0.7077,-0.4637
5.30611E+11,102.0023954,90.67757717,0.888974978,61,50401,6,966,776,0,19,20,13,138,190,0.0003,0,0.0007,0,0.0001,0.0003,0.0001,2.9241,-3.7106,2.5745,2.3995,-0.4441,1.6433,-6.6348,-0.3497,-0.5246,-3.3682,6.2851,6.1102,3.2666,-0.1749,-3.0185,-2.8436
5.30611E+11,127.2724372,25.31488181,0.198903096,61,50402,1,1407,1025,17,27,146,102,90,382,0.0004,0.0001,0.0009,0.0003,0.0004,0.0002,0.0003,3.108,-5.5659,1.3097,-0.2537,1.6658,1.2873,-8.6739,-1.7982,-3.3617,-1.4422,6.8757,5.3122,7.2317,-1.5634,0.356,1.9195
5.30611E+11,198.8356021,191.5783545,0.963501267,61,50402,2,1861,1596,37,0,161,56,11,265,0.0006,0.0002,0,0.0003,0.0002,0,0.0002,4.372,6.0141,3.1991,3.7542,5.7456,4.2277,1.6421,-1.1729,-0.6178,1.3736,-2.815,-2.2598,-0.2685,0.5551,2.5465,1.9914
5.30611E+11,139.6968864,139.6968864,1,61,50402,3,1458,1379,0,0,79,0,0,79,0.0005,0,0,0.0001,0,0,0.0001,5.1964,5.1964,3.8151,5.1964,5.1964,4.6638,0,-1.3812,0,0,-1.3812,0,0,1.3812,1.3812,0
5.30611E+11,139.8991064,133.5924938,0.95492028,61,50402,4,1120,835,0,0,125,140,20,285,0.0003,0,0,0.0002,0.0006,0,0.0002,3.1465,3.1465,0.9609,-2.5031,2.6583,1.2252,0,-2.1855,-5.6496,-0.4881,-2.1855,-5.6496,-0.4881,-3.4641,1.6974,5.1614
5.30611E+11,146.6192264,125.7676483,0.857784149,61,50500,1,974,831,0,0,66,27,50,143,0.0003,0,0,0.0001,0.0001,0.0001,0.0001,3.1314,3.1314,1.9774,2.0418,1.911,2.1674,0,-1.154,-1.0896,-1.2204,-1.154,-1.0896,-1.2204,0.0644,-0.0664,-0.1308
5.30611E+11,174.2493732,167.5478717,0.961540743,61,50500,2,1649,1449,0,0,154,29,17,200,0.0005,0,0,0.0003,0.0001,0,0.0001,5.4602,5.4602,2.7676,4.2899,5.0452,4.1119,0,-2.6926,-1.1703,-0.4149,-2.6926,-1.1703,-0.4149,1.5223,2.2776,0.7553
5.30611E+11,150.8510108,115.913751,0.768398901,61,50500,3,1157,991,2,0,105,33,26,166,0.0004,0,0,0.0002,0.0001,0.0001,0.0001,3.6455,3.7343,1.8985,2.4026,3.0997,2.6153,0.0888,-1.7471,-1.2429,-0.5458,-1.8358,-1.3317,-0.6346,0.5042,1.2013,0.6971
5.30611E+11,152.4378335,8.166399319,0.053571998,61,50500,4,1764,1399,0,0,70,66,229,365,0.0005,0,0,0.0001,0.0003,0.0006,0.0002,5.2717,5.2717,4.0478,2.6084,-0.3175,2.8112,0,-1.2239,-2.6634,-5.5893,-1.2239,-2.6634,-5.5893,-1.4395,-4.3654,-2.9259
5.30611E+11,97.52938874,48.03440585,0.492512118,61,50500,5,1450,1235,0,13,28,110,64,215,0.0005,0,0.0005,0,0.0004,0.0002,0.0001,4.6538,0.1142,4.1642,0.2148,3.0917,3.2044,-4.5396,-0.4896,-4.439,-1.5621,4.05,0.1006,2.9775,-3.9494,-1.0725,2.8769
5.30611E+11,618.9935613,567.4179872,0.916678335,61,50600,1,1102,941,0,0,124,20,17,161,0.0004,0,0,0.0002,0.0001,0,0.0001,3.5459,3.5459,1.3779,2.7388,3.131,2.4606,0,-2.168,-0.8071,-0.4149,-2.168,-0.8071,-0.4149,1.361,1.7531,0.3922
5.30611E+11,189.7279995,189.7279995,1,61,50700,1,764,764,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,2.8789,2.8789,2.8789,2.8789,2.8789,2.8789,0,0,0,0,0,0,0,0,0,0
5.30611E+11,168.9843217,168.9285665,0.999670057,61,50700,2,1050,1014,0,0,0,0,36,36,0.0004,0,0,0,0,0.0001,0,3.821,3.821,3.821,3.821,2.9423,3.5783,0,0,0,-0.8787,0,0,-0.8787,0,-0.8787,-0.8787
5.30611E+11,159.6360398,136.296475,0.853795141,61,50700,3,1188,748,0,0,122,184,134,440,0.0003,0,0,0.0002,0.0007,0.0003,0.0003,2.8186,2.8186,0.6856,-4.6065,-0.4519,-0.1475,0,-2.1331,-7.4252,-3.2706,-2.1331,-7.4252,-3.2706,-5.2921,-1.1375,4.1546
5.30611E+11,66.39220017,49.54466526,0.746242256,61,50700,4,753,395,0,0,162,23,173,358,0.0001,0,0,0.0003,0.0001,0.0004,0.0002,1.4884,1.4884,-1.344,0.5603,-2.734,-0.9249,0,-2.8324,-0.9281,-4.2224,-2.8324,-0.9281,-4.2224,1.9043,-1.39,-3.2943
5.30611E+11,163.649931,124.6437412,0.761648602,61,50700,5,2586,1326,88,0,463,70,639,1260,0.0005,0.0004,0,0.0008,0.0003,0.0016,0.0008,1.0912,4.9967,-3.0985,2.1719,-10.5995,-3.4972,3.9054,-4.1898,1.0806,-11.6908,-8.0952,-2.8248,-15.5962,5.2704,-7.501,-12.7714
5.30611E+11,164.2721456,9.054065144,0.055116253,61,50800,1,1203,966,0,40,136,33,28,237,0.0004,0,0.0014,0.0002,0.0001,0.0001,0.0002,3.6401,-10.3278,1.2623,2.3084,2.9567,2.0425,-13.9679,-2.3778,-1.3317,-0.6834,11.5901,12.6363,13.2845,1.0462,1.6944,0.6483
5.30611E+11,125.1140257,33.81479097,0.270271784,61,50800,2,1636,1296,0,0,87,0,253,340,0.0005,0,0,0.0002,0,0.0006,0.0002,4.8836,4.8836,3.3625,4.8836,-1.2914,2.5916,0,-1.5211,0,-6.175,-1.5211,0,-6.175,1.5211,-4.6539,-6.175
5.30611E+11,123.0342738,24.75243343,0.201183237,61,50800,3,1070,774,133,0,110,53,0,296,0.0003,0.0006,0,0.0002,0.0002,0,0.0002,-2.9859,2.9166,0.9933,0.7778,2.9166,0.9212,5.9025,3.9792,3.7637,5.9025,-1.9233,-2.1388,0,-0.2155,1.9233,2.1388
5.30611E+11,192.5242718,177.9881268,0.924497078,61,50800,4,1531,997,0,0,238,196,100,534,0.0004,0,0,0.0004,0.0008,0.0002,0.0004,3.7569,3.7569,-0.4043,-4.1525,1.3162,0.1572,0,-4.1612,-7.9094,-2.4407,-4.1612,-7.9094,-2.4407,-3.7482,1.7205,5.4687
5.30611E+11,130.3946475,0.490017652,0.003757958,61,50800,5,1364,1119,21,14,0,44,166,245,0.0004,0.0001,0.0005,0,0.0002,0.0004,0.0002,3.2847,-0.6721,4.2166,2.4411,0.165,2.5651,-3.9568,0.932,-0.8436,-3.1196,4.8888,3.1132,0.8372,-1.7756,-4.0516,-2.276
5.30611E+11,100.6775854,31.98945748,0.317741604,61,50900,1,1495,687,56,0,133,219,400,808,0.0003,0.0002,0,0.0002,0.0009,0.001,0.0005,0.1035,2.5888,0.2634,-6.2488,-7.1741,-2.8581,2.4853,0.1599,-6.3523,-7.2776,-2.3254,-8.8376,-9.7629,-6.5122,-7.4375,-0.9253
5.30611E+11,141.3385408,119.8949755,0.848282251,61,50900,2,1395,883,65,0,282,141,24,512,0.0003,0.0003,0,0.0005,0.0006,0.0001,0.0003,0.4427,3.3273,-1.6032,-2.3626,2.7416,-0.1241,2.8847,-2.0459,-2.8053,2.2989,-4.9305,-5.6899,-0.5858,-0.7594,4.3448,5.1042
5.30611E+11,135.7205574,69.93579756,0.51529259,61,50900,3,929,534,0,28,84,72,211,395,0.0002,0,0.001,0.0001,0.0003,0.0005,0.0003,2.0122,-7.7653,0.5436,-0.8933,-3.1377,-0.6505,-9.7776,-1.4687,-2.9055,-5.1499,8.3089,6.8721,4.6276,-1.4368,-3.6813,-2.2444
5.30611E+11,112.8562702,111.7801978,0.990465107,61,51000,1,1932,848,413,0,220,83,368,1084,0.0003,0.0018,0,0.0004,0.0003,0.0009,0.0007,-15.1334,3.1955,-0.6511,-0.1539,-5.7864,-4.1119,18.3288,14.4823,14.9794,9.347,-3.8465,-3.3494,-8.9819,0.4971,-5.1353,-5.6325
5.30611E+11,97.61768932,97.61768932,1,61,51000,2,1345,967,103,0,128,72,75,378,0.0004,0.0005,0,0.0002,0.0003,0.0002,0.0003,-0.9272,3.6439,1.4059,0.7384,1.8133,1.0957,4.5711,2.3331,1.6656,2.7406,-2.238,-2.9055,-1.8305,-0.6675,0.4074,1.075
5.30611E+11,94.92448175,94.92448175,1,61,51000,3,1065,829,64,2,80,64,26,236,0.0003,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.2836,2.4255,1.7251,0.5412,2.4893,1.5329,2.1419,1.4416,0.2576,2.2057,-0.7003,-1.8843,0.0638,-1.1839,0.7641,1.9481
5.30611E+11,93.61589199,93.61589199,1,61,51100,1,1017,718,0,0,197,51,51,299,0.0003,0,0,0.0003,0.0002,0.0001,0.0002,2.7056,2.7056,-0.7388,0.6475,1.4608,0.69,0,-3.4444,-2.0581,-1.2448,-3.4444,-2.0581,-1.2448,1.3863,2.1996,0.8133
5.30611E+11,114.5765216,68.87901943,0.601161725,61,51100,2,1546,1176,46,16,124,80,104,370,0.0004,0.0002,0.0006,0.0002,0.0003,0.0003,0.0002,2.39,-1.1558,2.2634,1.2031,1.8931,1.9372,-3.5457,-0.1266,-1.1869,-0.4969,3.4191,2.3588,3.0488,-1.0603,-0.3703,0.69
5.30611E+11,100.0033858,78.78364318,0.787809758,61,51100,3,1267,792,13,0,292,35,135,475,0.0003,0.0001,0,0.0005,0.0001,0.0003,0.0003,2.4075,2.9844,-2.1209,1.572,-0.3105,-0.2176,0.5769,-4.5284,-0.8355,-2.718,-5.1054,-1.4124,-3.295,3.693,1.8104,-1.8826
5.30611E+11,75.04086923,72.88427535,0.971261075,61,51200,1,1156,535,85,13,258,28,237,621,0.0002,0.0004,0.0005,0.0005,0.0001,0.0006,0.0004,-1.7563,-2.5236,-2.4949,0.8861,-3.7685,-2.1702,-0.7673,-0.7386,2.6424,-2.0122,0.0287,3.4097,-1.2449,3.381,-1.2736,-4.6546
5.30611E+11,99.26783824,99.26783824,1,61,51200,2,1255,942,20,0,81,68,144,313,0.0004,0.0001,0,0.0001,0.0003,0.0004,0.0002,2.6621,3.5497,2.1334,0.8056,0.035,1.4397,0.8876,-0.5286,-1.8565,-2.627,-1.4162,-2.7441,-3.5146,-1.3279,-2.0984,-0.7706
5.30611E+11,83.74470726,82.19550518,0.981500896,61,51200,3,1004,581,49,0,220,8,146,423,0.0002,0.0002,0,0.0004,0,0.0004,0.0003,0.0147,2.1893,-1.6572,1.8665,-1.3741,-0.6622,2.1746,-1.6719,1.8518,-1.3888,-3.8465,-0.3228,-3.5635,3.5237,0.2831,-3.2406
5.30611E+11,83.38644289,82.85497529,0.993626451,61,51200,4,1364,826,60,0,235,84,159,538,0.0003,0.0003,0,0.0004,0.0003,0.0004,0.0004,0.4498,3.1125,-0.9962,-0.2772,-0.7682,-0.5142,2.6628,-1.446,-0.727,-1.218,-4.1088,-3.3897,-3.8807,0.719,0.228,-0.491
5.30611E+11,141.9640621,139.7247258,0.984226034,61,51300,1,1506,876,80,0,406,144,0,630,0.0003,0.0004,0,0.0007,0.0006,0,0.0004,-0.2494,3.301,-3.7976,-2.51,3.301,-0.9459,3.5504,-3.5482,-2.2606,3.5504,-7.0986,-5.811,0,1.2876,7.0986,5.811
5.30611E+11,97.00481684,96.20923549,0.991798538,61,51300,2,1251,550,9,48,355,82,207,701,0.0002,0,0.0017,0.0006,0.0003,0.0005,0.0005,1.6731,-14.689,-4.1344,-1.2365,-2.9798,-2.653,-16.3621,-5.8075,-2.9096,-4.6529,10.5547,13.4525,11.7092,2.8978,1.1546,-1.7433
5.30611E+11,86.81378359,46.94050827,0.540703404,61,51300,3,1627,1028,184,0,138,164,113,599,0.0004,0.0008,0,0.0002,0.0007,0.0003,0.0004,-4.2921,3.8737,1.4609,-2.7444,1.1157,-0.1642,8.1659,5.7531,1.5478,5.4079,-2.4128,-6.6181,-2.758,-4.2053,-0.3452,3.8601
5.30611E+11,83.49977229,81.55914629,0.976758907,61,51300,4,1019,637,18,7,0,94,263,382,0.0002,0.0001,0.0002,0,0.0004,0.0006,0.0003,1.6015,-0.044,2.4004,-1.3929,-4.0187,-0.1748,-1.6456,0.7988,-2.9945,-5.6203,2.4444,-1.3489,-3.9747,-3.7933,-6.4191,-2.6258
5.30611E+11,34.08736678,33.62899377,0.986552994,61,51300,5,1074,763,221,0,25,4,61,311,0.0003,0.001,0,0,0,0.0001,0.0002,-6.9328,2.8752,2.438,2.7137,1.3863,0.7787,9.8079,9.3708,9.6465,8.3191,-0.4371,-0.1614,-1.4888,0.2757,-1.0517,-1.3274
