geoid10,Sum_acres_res,Sum_acres_sf8_7,prct_sf,CNTY,TRACT,BG,Total_pop,White_non_Hisp,Black_non_Hisp,AIAN_non_Hisp,API_non_Hisp,Other_2_non_Hisp,Hispanic_or_Latino,Total_Minority,pWhite_non_Hisp,pBlack_non_Hisp,pAIAN_non_Hisp,pAPI_non_Hisp,pOther_2__non_Hisp,pHispanic_or_Latino,pTotal_Minority,White__Black,White_AIAN,White__API,White__Other_2_,White__Hispanic,White__Minority,Black__AIAN,Black__API,Black__Other_2_,Black__Hispanic,AIAN__Asian,AIAN__Other_2_,AIAN__Hispanic,API__Other_2_,API__Hispanic,Other_2___Hispanic
5.3033E+11,182.7821822,182.7821822,1,33,24100,4,1227,930,0,0,233,33,31,297,0.0004,0,0,0.0004,0.0001,0.0001,0.0002,3.5044,3.5044,-0.5694,2.1728,2.7478,1.5023,0,-4.0738,-1.3317,-0.7566,-4.0738,-1.3317,-0.7566,2.7421,3.3172,0.5751
5.3033E+11,395.35922,395.35922,1,33,24200,1,1789,1216,24,0,368,109,72,573,0.0005,0.0001,0,0.0006,0.0004,0.0002,0.0004,3.517,4.5822,-1.852,0.1836,2.8248,0.7195,1.0651,-5.3691,-3.3335,-0.6922,-6.4342,-4.3986,-1.7573,2.0356,4.6769,2.6413
5.3033E+11,355.1081738,355.1081738,1,33,24200,2,1471,946,11,0,416,52,46,525,0.0004,0,0,0.0007,0.0002,0.0001,0.0004,3.0766,3.5647,-3.7087,1.4663,2.442,0.0256,0.4882,-6.7852,-1.6102,-0.6346,-7.2734,-2.0984,-1.1227,5.175,6.1507,0.9757
5.3033E+11,250.2738406,245.4944988,0.98090355,33,24300,1,1792,1261,0,0,411,100,20,531,0.0005,0,0,0.0007,0.0004,0,0.0004,4.7517,4.7517,-2.4343,0.7163,4.2636,1.1722,0,-7.186,-4.0354,-0.4881,-7.186,-4.0354,-0.4881,3.1506,6.6978,3.5473
5.3033E+11,151.7124849,89.48922343,0.58986064,33,24300,2,2459,1898,108,0,310,103,40,561,0.0007,0.0005,0,0.0005,0.0004,0.0001,0.0004,2.3591,7.1521,1.732,2.9956,6.1758,3.3703,4.793,-0.6271,0.6365,3.8167,-5.4201,-4.1565,-0.9763,1.2636,4.4438,3.1802
5.3033E+11,187.2903628,187.2654905,0.999867199,33,24300,3,1493,1056,97,0,273,62,5,437,0.0004,0.0004,0,0.0005,0.0003,0,0.0003,-0.3256,3.9792,-0.7939,1.4773,3.8572,1.0334,4.3048,-0.4683,1.8029,4.1828,-4.7732,-2.502,-0.122,2.2712,4.6511,2.3799
5.3033E+11,154.8395711,97.23465206,0.627970301,33,24300,4,1966,1514,14,0,230,165,43,452,0.0006,0.0001,0,0.0004,0.0007,0.0001,0.0003,5.0838,5.7051,1.6837,-0.9533,4.6556,2.6581,0.6213,-3.4,-6.0371,-0.4282,-4.0214,-6.6584,-1.0495,-2.6371,2.9718,5.6089
5.3033E+11,156.6582552,154.9843252,0.989314767,33,24300,5,1298,810,0,0,394,73,21,488,0.0003,0,0,0.0007,0.0003,0.0001,0.0003,3.0523,3.0523,-3.8365,0.1064,2.5397,-0.2374,0,-6.8888,-2.9459,-0.5126,-6.8888,-2.9459,-0.5126,3.9429,6.3762,2.4333
5.3033E+11,148.1294694,144.4562444,0.975202604,33,24400,1,1216,829,12,0,345,0,30,387,0.0003,0.0001,0,0.0006,0,0.0001,0.0003,2.5913,3.1239,-2.9082,3.1239,2.3916,0.515,0.5326,-5.4995,0.5326,-0.1997,-6.032,0,-0.7322,6.032,5.2998,-0.7322
5.3033E+11,164.8459539,114.1788801,0.69263987,33,24400,2,1892,1074,10,0,503,52,253,818,0.0004,0,0,0.0009,0.0002,0.0006,0.0006,3.6033,4.0471,-4.7475,1.9487,-2.128,-1.4672,0.4438,-8.3507,-1.6546,-5.7312,-8.7945,-2.0984,-6.175,6.6961,2.6195,-4.0766
5.3033E+11,414.621504,414.621504,1,33,24500,1,2504,1799,0,9,430,121,145,705,0.0007,0,0.0003,0.0008,0.0005,0.0004,0.0005,6.779,3.6362,-0.7392,1.8962,3.24,2.0265,-3.1428,-7.5182,-4.8829,-3.539,-4.3754,-1.7401,-0.3963,2.6353,3.9791,1.3438
5.3033E+11,247.7929196,247.7929196,1,33,24500,2,1307,961,17,0,168,76,85,346,0.0004,0.0001,0,0.0003,0.0003,0.0002,0.0002,2.8668,3.6213,0.6839,0.5543,1.5466,1.2888,0.7545,-2.1829,-2.3125,-1.3202,-2.9373,-3.0669,-2.0746,-0.1296,0.8627,0.9923
5.3033E+11,263.7592993,263.7592993,1,33,24500,3,1322,879,0,0,372,71,0,443,0.0003,0,0,0.0007,0.0003,0,0.0003,3.3123,3.3123,-3.1918,0.4471,3.3123,0.3259,0,-6.5041,-2.8651,0,-6.5041,-2.8651,0,3.639,6.5041,2.8651
5.3033E+11,379.360187,379.360187,1,33,24601,1,1471,1064,29,0,253,112,13,407,0.0004,0.0001,0,0.0004,0.0005,0,0.0003,2.7224,4.0094,-0.4141,-0.5103,3.6921,1.2657,1.287,-3.1365,-3.2327,0.9697,-4.4235,-4.5197,-0.3173,-0.0962,4.1062,4.2024
5.3033E+11,298.2668793,298.264184,0.999990963,33,24601,2,1462,1310,0,0,118,9,25,152,0.0005,0,0,0.0002,0,0.0001,0.0001,4.9364,4.9364,2.8732,4.5732,4.3262,3.9117,0,-2.0631,-0.3632,-0.6102,-2.0631,-0.3632,-0.6102,1.6999,1.453,-0.247
5.3033E+11,289.9185591,289.9185591,1,33,24601,3,1597,1152,1,1,370,72,1,445,0.0004,0,0,0.0006,0.0003,0,0.0003,4.2966,3.9918,-2.1282,1.4355,4.3166,1.3412,-0.3048,-6.4248,-2.8611,0.02,-6.1199,-2.5563,0.3248,3.5636,6.4447,2.8811
5.3033E+11,212.9425202,199.0582699,0.934798131,33,24602,1,1023,740,0,0,257,16,10,283,0.0003,0,0,0.0004,0.0001,0,0.0002,2.7885,2.7885,-1.7049,2.1428,2.5444,0.8807,0,-4.4934,-0.6457,-0.2441,-4.4934,-0.6457,-0.2441,3.8478,4.2494,0.4016
5.3033E+11,337.2642246,337.2642246,1,33,24602,2,2201,1500,0,12,469,83,137,701,0.0006,0,0.0004,0.0008,0.0003,0.0003,0.0005,5.6523,1.4619,-2.5477,2.3029,2.3085,0.9268,-4.1904,-8.2001,-3.3494,-3.3438,-4.0097,0.841,0.8466,4.8507,4.8563,0.0056
5.3033E+11,153.5050356,153.5050356,1,33,24602,3,672,568,7,0,67,16,14,104,0.0002,0,0,0.0001,0.0001,0,0.0001,1.8297,2.1403,0.9689,1.4947,1.7986,1.4393,0.3107,-0.8608,-0.335,-0.031,-1.1714,-0.6457,-0.3417,0.5258,0.8297,0.304
5.3033E+11,350.8712037,310.3996766,0.884654179,33,24701,1,1095,576,69,0,328,48,74,519,0.0002,0.0003,0,0.0006,0.0002,0.0002,0.0003,-0.8917,2.1705,-3.5643,0.2335,0.3644,-1.3281,3.0622,-2.6726,1.1252,1.2561,-5.7348,-1.937,-1.8061,3.7978,3.9287,0.1309
5.3033E+11,192.8542093,160.5993616,0.832750097,33,24701,2,1860,758,208,0,685,76,133,1102,0.0003,0.0009,0,0.0012,0.0003,0.0003,0.0007,-6.3747,2.8563,-9.1203,-0.2106,-0.3898,-4.5724,9.231,-2.7457,6.1641,5.9848,-11.9767,-3.0669,-3.2462,8.9097,8.7305,-0.1792
5.3033E+11,133.1324485,129.8635962,0.975446614,33,24701,3,1036,529,0,0,371,44,92,507,0.0002,0,0,0.0006,0.0002,0.0002,0.0003,1.9934,1.9934,-4.4932,0.2178,-0.2521,-1.4244,0,-6.4866,-1.7756,-2.2455,-6.4866,-1.7756,-2.2455,4.711,4.2412,-0.4699
5.3033E+11,423.7524894,398.3364941,0.940021603,33,24702,1,1892,1126,24,0,559,168,15,766,0.0004,0.0001,0,0.001,0.0007,0,0.0005,3.1779,4.243,-5.5306,-2.5365,3.8769,-0.9207,1.0651,-8.7085,-5.7144,0.699,-9.7736,-6.7795,-0.3661,2.9942,9.4075,6.4134
5.3033E+11,143.1561273,138.4018187,0.966789346,33,24702,2,1370,735,95,0,318,36,186,635,0.0003,0.0004,0,0.0006,0.0001,0.0005,0.0004,-1.4464,2.7696,-2.7903,1.3169,-1.7701,-1.511,4.2161,-1.3439,2.7633,-0.3237,-5.56,-1.4527,-4.5397,4.1072,1.0202,-3.087
5.3033E+11,328.0900001,328.0900001,1,33,24702,3,2082,1265,158,0,586,56,17,817,0.0005,0.0007,0,0.001,0.0002,0,0.0006,-2.2452,4.7668,-5.4789,2.507,4.3519,-0.7407,7.012,-3.2337,4.7522,6.5971,-10.2457,-2.2598,-0.4149,7.9859,9.8308,1.8449
5.3033E+11,229.4504917,191.6429667,0.835225783,33,24702,4,1233,662,0,0,480,80,11,571,0.0002,0,0,0.0008,0.0003,0,0.0004,2.4946,2.4946,-5.8978,-0.7338,2.2261,-1.3546,0,-8.3924,-3.2283,-0.2685,-8.3924,-3.2283,-0.2685,5.1641,8.1239,2.9599
5.3033E+11,234.687867,148.9435242,0.634645183,33,24702,5,1093,677,88,0,299,0,29,416,0.0003,0.0004,0,0.0005,0,0.0001,0.0003,-1.3543,2.5511,-2.6767,2.5511,1.8433,-0.2532,3.9054,-1.3223,3.9054,3.1976,-5.2278,0,-0.7078,5.2278,4.52,-0.7078
5.3033E+11,221.5145214,170.7043378,0.77062369,33,24800,1,1153,527,205,0,297,13,111,626,0.0002,0.0009,0,0.0005,0.0001,0.0003,0.0004,-7.112,1.9859,-3.2069,1.4612,-0.7233,-2.2341,9.0978,3.9051,8.5732,6.3886,-5.1928,-0.5246,-2.7092,4.6682,2.4836,-2.1846
5.3033E+11,348.8795398,272.3281548,0.780579323,33,24800,2,2405,1208,52,0,645,282,218,1197,0.0005,0.0002,0,0.0011,0.0011,0.0005,0.0008,2.2443,4.552,-6.7253,-6.8279,-0.7688,-3.5171,2.3077,-8.9695,-9.0721,-3.013,-11.2773,-11.3799,-5.3208,-0.1026,5.9565,6.0591
5.3033E+11,326.3807234,119.3064499,0.3655438,33,24800,3,2372,629,76,41,823,412,391,1743,0.0002,0.0003,0.0014,0.0014,0.0017,0.001,0.0012,-1.0027,-11.9469,-12.0193,-14.2557,-7.173,-9.3796,-10.9443,-11.0166,-13.253,-6.1704,-0.0723,-2.3088,4.7739,-2.2364,4.8463,7.0827
5.3033E+11,182.9890027,182.0005494,0.994598291,33,24901,1,1132,394,0,7,705,26,0,738,0.0001,0,0.0002,0.0012,0.0001,0,0.0005,1.4847,-0.9597,-10.8417,0.4355,1.4847,-3.4903,-2.4444,-12.3263,-1.0492,0,-9.8819,1.3952,2.4444,11.2771,12.3263,1.0492
5.3033E+11,216.8451322,216.8451322,1,33,24901,2,1706,802,5,13,795,80,11,904,0.0003,0,0.0005,0.0014,0.0003,0,0.0006,2.8002,-1.5175,-10.8778,-0.2062,2.7536,-3.0719,-4.3177,-13.678,-3.0064,-0.0466,-9.3603,1.3112,4.2711,10.6716,13.6314,2.9599
5.3033E+11,167.2654071,167.2654071,1,33,24901,3,1125,444,0,0,681,0,0,681,0.0002,0,0,0.0012,0,0,0.0005,1.6731,1.6731,-10.2336,1.6731,1.6731,-2.9176,0,-11.9067,0,0,-11.9067,0,0,11.9067,11.9067,0
5.3033E+11,219.6043027,210.1636388,0.95701057,33,24901,4,1267,463,12,0,660,72,60,804,0.0002,0.0001,0,0.0012,0.0003,0.0001,0.0005,1.2121,1.7447,-9.7949,-1.1608,0.2803,-3.6752,0.5326,-11.007,-2.3729,-0.9319,-11.5396,-2.9055,-1.4644,8.6341,10.0751,1.4411
5.3033E+11,150.1606483,150.1606483,1,33,24902,1,1189,494,31,0,500,94,70,695,0.0002,0.0001,0,0.0009,0.0004,0.0002,0.0005,0.4857,1.8615,-6.8806,-1.9318,0.153,-2.8236,1.3758,-7.3663,-2.4175,-0.3327,-8.7421,-3.7933,-1.7085,4.9488,7.0336,2.0848
5.3033E+11,214.38315,214.38315,1,33,24902,2,1648,854,23,0,591,120,60,794,0.0003,0.0001,0,0.001,0.0005,0.0001,0.0005,2.1973,3.2181,-7.1151,-1.6244,1.7536,-2.1344,1.0207,-9.3124,-3.8218,-0.4437,-10.3331,-4.8425,-1.4644,5.4906,8.8687,3.3781
5.3033E+11,137.0657016,137.0657016,1,33,24902,3,1331,727,43,0,358,124,79,604,0.0003,0.0002,0,0.0006,0.0005,0.0002,0.0004,0.8312,2.7395,-3.5198,-2.2644,0.8113,-1.3321,1.9083,-4.351,-3.0956,-0.0198,-6.2593,-5.0039,-1.9282,1.2554,4.3312,3.0757
5.3033E+11,300.2236641,279.3493253,0.930470708,33,24903,1,1946,855,0,0,982,45,64,1091,0.0003,0,0,0.0017,0.0002,0.0002,0.0007,3.2218,3.2218,-13.9476,1.4059,1.6598,-4.1327,0,-17.1695,-1.8159,-1.5621,-17.1695,-1.8159,-1.5621,15.3535,15.6074,0.2539
5.3033E+11,411.9940698,411.9940698,1,33,24903,2,2019,923,0,0,912,96,88,1096,0.0003,0,0,0.0016,0.0004,0.0002,0.0007,3.4781,3.4781,-12.4675,-0.3959,1.3302,-3.9102,0,-15.9456,-3.874,-2.1478,-15.9456,-3.874,-2.1478,12.0716,13.7977,1.7262
5.3033E+11,191.1391776,191.0341387,0.999450459,33,24903,3,1319,525,0,0,794,0,0,794,0.0002,0,0,0.0014,0,0,0.0005,1.9783,1.9783,-11.9041,1.9783,1.9783,-3.3741,0,-13.8824,0,0,-13.8824,0,0,13.8824,13.8824,0
5.3033E+11,314.4284722,313.4381034,0.996850257,33,24903,4,1446,649,5,31,655,84,22,797,0.0002,0,0.0011,0.0011,0.0003,0.0001,0.0005,2.2237,-8.3796,-9.0066,-0.9442,1.9086,-2.9271,-10.6033,-11.2302,-3.1678,-0.3151,-0.627,7.4354,10.2882,8.0624,10.9152,2.8528
5.3033E+11,239.2757725,239.2757725,1,33,25001,1,1022,555,24,0,359,17,67,467,0.0002,0.0001,0,0.0006,0.0001,0.0002,0.0003,1.0262,2.0914,-4.1855,1.4053,0.4561,-1.0567,1.0651,-5.2117,0.3791,-0.5702,-6.2768,-0.686,-1.6353,5.5908,4.6415,-0.9493
5.3033E+11,203.0608594,170.9784911,0.842006143,33,25001,2,1675,758,0,0,703,24,190,917,0.0003,0,0,0.0012,0.0001,0.0005,0.0006,2.8563,2.8563,-9.4351,1.8878,-1.7811,-3.3253,0,-12.2914,-0.9685,-4.6374,-12.2914,-0.9685,-4.6374,11.3229,7.654,-3.6689
5.3033E+11,166.0390267,166.0248071,0.99991436,33,25001,3,1446,951,99,0,262,10,124,495,0.0004,0.0004,0,0.0005,0,0.0003,0.0003,-0.81,3.5836,-0.9973,3.18,0.5571,0.2467,4.3936,-0.1873,3.9901,1.3671,-4.5809,-0.4035,-3.0265,4.1773,1.5544,-2.623
5.3033E+11,193.1106116,193.1106116,1,33,25001,4,1232,927,0,0,205,48,52,305,0.0003,0,0,0.0004,0.0002,0.0001,0.0002,3.4931,3.4931,-0.0911,1.5561,2.224,1.4371,0,-3.5843,-1.937,-1.2692,-3.5843,-1.937,-1.2692,1.6473,2.3151,0.6678
5.3033E+11,243.7171398,243.7171398,1,33,25003,1,853,674,40,0,121,18,0,179,0.0003,0.0002,0,0.0002,0.0001,0,0.0001,0.7646,2.5398,0.4242,1.8134,2.5398,1.3331,1.7752,-0.3404,1.0488,1.7752,-2.1156,-0.7264,0,1.3892,2.1156,0.7264
5.3033E+11,312.2761586,279.3876132,0.894681216,33,25003,2,1418,811,0,0,523,25,59,607,0.0003,0,0,0.0009,0.0001,0.0001,0.0004,3.056,3.056,-6.0882,2.0472,1.616,-1.0358,0,-9.1442,-1.0089,-1.44,-9.1442,-1.0089,-1.44,8.1354,7.7042,-0.4312
5.3033E+11,222.5857403,174.865441,0.78560936,33,25003,3,1244,752,0,0,307,38,147,492,0.0003,0,0,0.0005,0.0002,0.0004,0.0003,2.8337,2.8337,-2.5339,1.3002,-0.7542,-0.4829,0,-5.3676,-1.5335,-3.5879,-5.3676,-1.5335,-3.5879,3.8342,1.7798,-2.0544
5.3033E+11,287.6887958,272.1771965,0.946082018,33,25003,4,1452,875,0,0,503,57,17,577,0.0003,0,0,0.0009,0.0002,0,0.0004,3.2972,3.2972,-5.4973,0.997,2.8823,-0.5924,0,-8.7945,-2.3002,-0.4149,-8.7945,-2.3002,-0.4149,6.4944,8.3796,1.8853
5.3033E+11,290.1124508,248.6466172,0.85706979,33,25003,5,2047,1134,85,0,710,30,88,913,0.0004,0.0004,0,0.0012,0.0001,0.0002,0.0006,0.5009,4.2732,-8.1406,3.0625,2.1253,-1.8815,3.7723,-8.6415,2.5617,1.6244,-12.4138,-1.2106,-2.1478,11.2031,10.2659,-0.9372
5.3033E+11,1112.802375,1106.893345,0.994689956,33,25005,1,3295,1893,66,0,986,218,132,1402,0.0007,0.0003,0,0.0017,0.0009,0.0003,0.0009,4.2042,7.1332,-10.1061,-1.664,3.9115,-2.3178,2.9291,-14.3103,-5.8681,-0.2927,-17.2394,-8.7972,-3.2218,8.4422,14.0176,5.5755
5.3033E+11,316.1823687,199.5795458,0.631216556,33,25005,2,1902,889,31,0,723,107,152,1013,0.0003,0.0001,0,0.0013,0.0004,0.0004,0.0007,1.9742,3.3499,-9.2911,-0.9679,-0.3599,-3.4788,1.3758,-11.2653,-2.9421,-2.3341,-12.6411,-4.3179,-3.7099,8.3232,8.9312,0.608
5.3033E+11,830.5306842,752.8350914,0.906450665,33,25006,1,1422,658,0,0,636,49,79,764,0.0002,0,0,0.0011,0.0002,0.0002,0.0005,2.4795,2.4795,-8.6404,0.5021,0.5513,-2.6707,0,-11.1199,-1.9774,-1.9282,-11.1199,-1.9774,-1.9282,9.1426,9.1918,0.0492
5.3033E+11,283.7072251,283.7072251,1,33,25006,2,3229,2155,19,0,825,152,78,1074,0.0008,0.0001,0,0.0014,0.0006,0.0002,0.0007,7.2773,8.1205,-6.3039,1.9867,6.2168,0.8805,0.8432,-13.5812,-5.2906,-1.0605,-14.4244,-6.1338,-1.9038,8.2906,12.5207,4.2301
5.3033E+11,3715.664611,3704.146275,0.99690006,33,25006,3,1689,1086,0,0,395,208,0,603,0.0004,0,0,0.0007,0.0008,0,0.0004,4.0923,4.0923,-2.814,-4.3014,4.0923,0.0274,0,-6.9062,-8.3937,0,-6.9062,-8.3937,0,-1.4874,6.9062,8.3937
5.3033E+11,137.1795271,85.75087602,0.625099662,33,25101,1,2223,796,111,0,568,74,674,1427,0.0003,0.0005,0,0.001,0.0003,0.0016,0.001,-1.9266,2.9995,-6.9315,0.0133,-13.451,-6.6201,4.9262,-5.0049,1.9399,-11.5243,-9.931,-2.9862,-16.4505,6.9448,-6.5195,-13.4643
5.3033E+11,67.71030531,36.82477922,0.543857823,33,25101,2,1072,877,16,12,118,16,33,195,0.0003,0.0001,0.0004,0.0002,0.0001,0.0001,0.0001,2.5947,-0.8857,1.2416,2.6591,2.4993,1.9902,-3.4803,-1.3531,0.0644,-0.0954,2.1273,3.5447,3.3849,1.4175,1.2577,-0.1598
5.3033E+11,113.6739876,113.6739876,1,33,25101,3,1188,657,0,0,351,72,108,531,0.0002,0,0,0.0006,0.0003,0.0003,0.0004,2.4757,2.4757,-3.6612,-0.4298,-0.1603,-1.1038,0,-6.1369,-2.9055,-2.636,-6.1369,-2.9055,-2.636,3.2314,3.501,0.2695
5.3033E+11,302.6949907,293.6426335,0.970094129,33,25101,4,2150,1163,140,0,627,188,32,987,0.0004,0.0006,0,0.0011,0.0008,0.0001,0.0007,-1.8307,4.3824,-6.5801,-3.2041,3.6014,-2.2711,6.2132,-4.7494,-1.3734,5.4321,-10.9626,-7.5866,-0.781,3.376,10.1815,6.8055
5.3033E+11,547.8330121,547.8330121,1,33,25102,1,1336,808,0,0,254,166,108,528,0.0003,0,0,0.0004,0.0007,0.0003,0.0004,3.0447,3.0447,-1.3963,-3.6541,0.4087,-0.5146,0,-4.441,-6.6988,-2.636,-4.441,-6.6988,-2.636,-2.2578,1.805,4.0628
5.3033E+11,93.90625667,29.50782726,0.314226424,33,25102,2,1549,267,279,0,578,147,278,1282,0.0001,0.0012,0,0.001,0.0006,0.0007,0.0009,-11.3758,1.0061,-9.0997,-4.9259,-5.7791,-7.636,12.3819,2.2761,6.4499,5.5967,-10.1058,-5.9321,-6.7852,4.1738,3.3206,-0.8531
5.3033E+11,573.7931849,570.4102269,0.994104221,33,25102,3,3820,1518,120,0,1769,306,107,2302,0.0006,0.0005,0,0.0031,0.0012,0.0003,0.0016,0.3946,5.7202,-25.2093,-6.6282,3.1086,-9.7979,5.3256,-25.6039,-7.0228,2.714,-30.9295,-12.3484,-2.6116,18.5811,28.3179,9.7368
5.3033E+11,147.5981024,112.8421942,0.76452334,33,25102,4,1534,836,0,0,439,17,242,698,0.0003,0,0,0.0008,0.0001,0.0006,0.0005,3.1502,3.1502,-4.5253,2.4642,-2.7563,-1.5551,0,-7.6755,-0.686,-5.9065,-7.6755,-0.686,-5.9065,6.9895,1.769,-5.2205
5.3033E+11,156.9022596,156.9022596,1,33,25200,1,1414,907,108,0,132,33,234,507,0.0003,0.0005,0,0.0002,0.0001,0.0006,0.0003,-1.3752,3.4178,1.1099,2.0861,-2.2935,0,4.793,2.4851,3.4613,-0.9183,-2.3079,-1.3317,-5.7113,0.9762,-3.4034,-4.3796
5.3033E+11,209.5540454,189.2673787,0.903191243,33,25200,2,2429,1404,34,13,754,60,164,1025,0.0005,0.0002,0.0005,0.0013,0.0002,0.0004,0.0007,3.7817,0.751,-7.8925,2.8693,1.2878,-1.6191,-3.0307,-11.6742,-0.9123,-2.4939,-8.6435,2.1183,0.5368,10.7618,9.1803,-1.5815
5.3033E+11,108.6604931,73.56555383,0.677022087,33,25200,3,1332,479,0,0,250,86,517,853,0.0002,0,0,0.0004,0.0003,0.0013,0.0006,1.805,1.805,-2.5661,-1.6655,-10.8136,-3.9452,0,-4.371,-3.4705,-12.6185,-4.371,-3.4705,-12.6185,0.9006,-8.2475,-9.1481
5.3033E+11,163.1577843,84.22621182,0.516225519,33,25200,4,2535,1072,277,26,438,85,637,1463,0.0004,0.0012,0.0009,0.0008,0.0003,0.0016,0.001,-8.2537,-5.0396,-3.6185,0.6094,-11.5079,-5.8227,3.214,4.6351,8.8631,-3.2542,1.4211,5.6491,-6.4682,4.228,-7.8893,-12.1173
5.3033E+11,250.4134705,247.9350108,0.990102531,33,25200,5,1289,782,0,0,338,64,105,507,0.0003,0,0,0.0006,0.0003,0.0003,0.0003,2.9467,2.9467,-2.9629,0.3641,0.384,-0.471,0,-5.9096,-2.5827,-2.5628,-5.9096,-2.5827,-2.5628,3.327,3.3469,0.0199
5.3033E+11,186.6859113,136.5143241,0.731251347,33,25301,1,1804,1081,428,0,43,77,175,723,0.0004,0.0019,0,0.0001,0.0003,0.0004,0.0005,-14.9211,4.0734,3.3216,0.9662,-0.1978,-0.8004,18.9945,18.2427,15.8873,14.7233,-0.7518,-3.1073,-4.2713,-2.3555,-3.5194,-1.164
5.3033E+11,161.183063,146.8264487,0.910929759,33,25301,2,1895,844,0,19,711,272,49,1051,0.0003,0,0.0007,0.0012,0.0011,0.0001,0.0007,3.1804,-3.4544,-9.2509,-7.796,1.9844,-3.9045,-6.6348,-12.4312,-10.9763,-1.196,-5.7965,-4.3416,5.4388,1.4549,11.2353,9.7804
5.3033E+11,239.0920648,36.11005256,0.151029908,33,25301,3,2914,1271,167,0,604,251,621,1643,0.0005,0.0007,0,0.0011,0.001,0.0015,0.0011,-2.622,4.7894,-5.771,-5.3395,-10.3675,-6.2863,7.4114,-3.149,-2.7175,-7.7455,-10.5604,-10.1289,-15.1569,0.4315,-4.5964,-5.028
5.3033E+11,260.9603302,22.88762536,0.087705382,33,25302,1,2024,1192,180,14,285,165,188,832,0.0004,0.0008,0.0005,0.0005,0.0007,0.0005,0.0006,-3.4966,-0.3971,-0.4913,-2.1667,-0.0968,-1.1169,3.0996,3.0054,1.3299,3.3998,-0.0942,-1.7697,0.3002,-1.6754,0.3944,2.0699
5.3033E+11,169.7237782,25.29278422,0.149023222,33,25302,2,1923,609,438,0,552,112,212,1314,0.0002,0.0019,0,0.001,0.0005,0.0005,0.0009,-17.1435,2.2948,-7.3564,-2.2248,-2.8795,-6.563,19.4383,9.7871,14.9187,14.264,-9.6513,-4.5197,-5.1743,5.1316,4.4769,-0.6547
5.3033E+11,172.3505276,,0,33,25302,3,1467,460,454,0,146,166,241,1007,0.0002,0.002,0,0.0003,0.0007,0.0006,0.0007,-18.415,1.7334,-0.8193,-4.9654,-4.1488,-5.0549,20.1484,17.5957,13.4496,14.2663,-2.5527,-6.6988,-5.8821,-4.1461,-3.3294,0.8167
5.3033E+11,129.8591161,55.07126469,0.424084703,33,25400,1,1722,799,90,0,508,163,162,923,0.0003,0.0004,0,0.0009,0.0007,0.0004,0.0006,-0.9834,3.0108,-5.8711,-3.5669,-0.9432,-3.2113,3.9942,-4.8878,-2.5835,0.0402,-8.882,-6.5777,-3.954,2.3042,4.928,2.6238
5.3033E+11,81.03594512,23.39125356,0.288652814,33,25400,2,1515,488,113,80,144,120,570,1027,0.0002,0.0005,0.0028,0.0003,0.0005,0.0014,0.0007,-3.176,-26.097,-0.6788,-3.0036,-12.0732,-5.0842,-22.921,2.4972,0.1724,-8.8972,25.4182,23.0934,14.0238,-2.3248,-11.3944,-9.0696
5.3033E+11,142.8666142,85.84549348,0.600878617,33,25400,3,3320,1515,241,0,369,107,1088,1805,0.0006,0.0011,0,0.0006,0.0004,0.0027,0.0012,-4.9867,5.7089,-0.7428,1.391,-20.8462,-6.4589,10.6955,4.2439,6.3776,-15.8595,-6.4517,-4.3179,-26.555,2.1338,-20.1034,-22.2372
5.3033E+11,73.93068589,72.98394197,0.987194168,33,25400,4,725,458,5,0,66,0,196,267,0.0002,0,0,0.0001,0,0.0005,0.0002,1.5039,1.7258,0.5719,1.7258,-3.058,-0.074,0.2219,-0.9321,0.2219,-4.5619,-1.154,0,-4.7838,1.154,-3.6299,-4.7838
5.3033E+11,67.66318761,9.217185326,0.136221565,33,25500,1,2062,952,201,0,448,16,445,1110,0.0004,0.0009,0,0.0008,0.0001,0.0011,0.0007,-5.333,3.5873,-4.2456,2.9417,-7.2739,-3.8953,8.9203,1.0874,8.2747,-1.9409,-7.8329,-0.6457,-10.8612,7.1872,-3.0283,-10.2155
5.3033E+11,125.0806654,92.97819832,0.743345888,33,25500,2,1510,712,28,12,251,110,397,798,0.0003,0.0001,0.0004,0.0004,0.0004,0.001,0.0005,1.4403,-1.5074,-1.7056,-1.756,-7.0067,-2.6964,-2.9478,-3.1459,-3.1963,-8.447,-0.1981,-0.2486,-5.4993,-0.0504,-5.3011,-5.2507
5.3033E+11,105.012244,105.012244,1,33,25500,3,1432,535,10,0,308,0,579,897,0.0002,0,0,0.0005,0,0.0014,0.0006,1.5722,2.016,-3.3691,2.016,-12.1158,-4.0308,0.4438,-4.9413,0.4438,-13.688,-5.3851,0,-14.1318,5.3851,-8.7467,-14.1318
5.3033E+11,94.09905126,59.1095858,0.628163462,33,25601,1,1143,449,0,26,353,58,257,694,0.0002,0,0.0009,0.0006,0.0002,0.0006,0.0005,1.6919,-7.3872,-4.48,-0.6486,-4.5807,-2.9864,-9.0792,-6.1719,-2.3405,-6.2727,2.9073,6.7386,2.8065,3.8314,-0.1007,-3.9321
5.3033E+11,104.5889461,72.81559836,0.696207401,33,25601,2,1811,768,47,12,211,111,662,1043,0.0003,0.0002,0.0004,0.0004,0.0004,0.0016,0.0007,0.8081,-1.2964,-0.7952,-1.5853,-13.2636,-4.137,-2.1045,-1.6033,-2.3935,-14.0717,0.5012,-0.2889,-11.9672,-0.7902,-12.4684,-11.6783
