TractIDInt,TractID,GEOID10,White_Black_Dissim,White_AIAN_Dissim,White_API_Dissim,White_Other2_Dissim,White_Hispanic_Dissim,White_Minority_Dissim,Black_AIAN_Dissim,Black_API_Dissim,Black_Other_Dissim,Black_Hispanic_Dissim,AIAN_Asian_Dissim,AIAN_Other_dissim,AIAN_Hispanic_Dissim,"API_Other_Disim
Other/2+",API_Hispanic_Dissim,Other_Hispanic_Dissim
53033000200,53033000200,530330002006,3.802133792,-8.76901542,0.672467705,-2.533467444,3.802133792,1.294435428,-12.57114921,-3.129666087,-6.335601236,0,9.441483125,6.235547976,12.57114921,-3.205935149,3.129666087,6.335601236
53033000300,53033000300,530330003001,1.715859381,3.579808823,0.782341929,-2.190834341,2.994035786,1.092333833,1.863949443,-0.933517451,-3.906693722,1.278176405,-2.797466894,-5.770643164,-0.585773037,-2.973176271,2.211693856,5.184870127
53033000300,53033000300,530330003002,0.659546968,3.85488887,-1.80998159,-0.019109339,0.950430893,-0.263938283,3.195341902,-2.469528558,-0.678656307,0.290883925,-5.66487046,-3.873998208,-2.904457977,1.790872252,2.760412483,0.969540231
53033000401,53033000401,530330004011,-42.23465704,6.183648714,-2.943087026,2.713191986,-0.357483536,-7.076143443,48.41830576,39.29157002,44.94784903,41.87717351,-9.126735741,-3.470456728,-6.54113225,5.656279013,2.58560349,-3.070675522
53033000401,53033000401,530330004012,4.124550043,4.834626021,0.288742319,-1.218496179,3.882744835,1.700003066,0.710075978,-3.835807724,-5.343046222,-0.241805208,-4.545883702,-6.0531222,-0.951881186,-1.507238498,3.594002517,5.101241015
53033000401,53033000401,530330004013,0.742062266,4.913758637,1.626735037,-0.614759639,3.302882785,1.644313189,4.171696372,0.884672771,-1.356821905,2.560820519,-3.2870236,-5.528518276,-1.610875853,-2.241494676,1.676147747,3.917642424
53033000402,53033000402,530330004021,0.401190454,2.886456377,-0.418051391,-3.973748783,1.080322846,-0.409953569,2.485265923,-0.819241845,-4.374939237,0.679132392,-3.304507768,-6.86020516,-1.806133532,-3.555697392,1.498374236,5.054071629
53033000402,53033000402,530330004022,1.900461464,2.566157693,0.800256717,-0.702528295,2.175642335,1.130298146,0.665696229,-1.100204747,-2.602989759,0.275180871,-1.765900977,-3.268685988,-0.390515358,-1.502785012,1.375385618,2.87817063
53033000402,53033000402,530330004023,4.66128791,4.66128791,3.804563674,1.876851698,3.733813934,3.609672467,0,-0.856724236,-2.784436212,-0.927473976,-0.856724236,-2.784436212,-0.927473976,-1.927711976,-0.07074974,1.856962236
53033000402,53033000402,530330004024,5.750303436,5.750303436,4.176728308,5.144991216,5.335380868,4.92788623,0,-1.573575128,-0.60531222,-0.414922568,-1.573575128,-0.60531222,-0.414922568,0.968262908,1.15865256,0.190389652
53033000500,53033000500,530330005001,3.528345986,4.593459953,3.352084019,2.737169145,4.593459953,3.642961379,1.065113967,-0.176261967,-0.791176841,1.065113967,-1.241375934,-1.856290808,0,-0.614914874,1.241375934,1.856290808
53033000500,53033000500,530330005002,2.63775387,2.63775387,1.361409599,1.467483578,1.734687104,1.700737545,0,-1.27634427,-1.170270292,-0.903066766,-1.27634427,-1.170270292,-0.903066766,0.106073978,0.373277504,0.267203526
53033000500,53033000500,530330005003,2.701813607,2.701813607,0.358935083,0.40162717,1.82315405,1.171578314,0,-2.342878523,-2.300186436,-0.878659556,-2.342878523,-2.300186436,-0.878659556,0.042692087,1.464218967,1.42152688
53033000600,53033000600,530330006001,-1.934185566,-21.45193471,-0.155183723,-1.20486486,2.503822334,-0.277478916,-19.51774915,1.779001843,0.729320706,4.4380079,21.29675099,20.24706985,23.95575705,-1.049681137,2.659006058,3.708687195
53033000600,53033000600,530330006002,-0.143936304,2.607608111,-0.452121304,-2.920910165,1.606912506,-0.189958612,2.751544415,-0.308185,-2.776973861,1.75084881,-3.059729415,-5.528518276,-1.000695605,-2.468788861,2.05903381,4.527822671
53033000600,53033000600,530330006003,-7.832511251,2.818628421,-2.391653669,1.688712277,-6.236446448,-3.497805363,10.65113967,5.440857582,9.521223528,1.596064803,-5.21028209,-1.129916144,-9.055074869,4.080365945,-3.84479278,-7.925158725
53033000600,53033000600,530330006004,-0.869017349,4.589691733,1.355120637,-1.180951431,3.808661017,1.333728534,5.458709082,2.224137986,-0.311934083,4.677678365,-3.234571096,-5.770643164,-0.781030716,-2.536072069,2.453540379,4.989612448
53033000600,53033000600,530330006005,-5.438548618,1.884109907,-0.668578634,0.148881543,-5.34042422,-2.497621106,7.322658524,4.769969984,5.58743016,0.098124397,-2.552688541,-1.735228364,-7.224534127,0.817460176,-4.671845587,-5.489305763
53033000600,53033000600,530330006006,-1.433012331,3.493139767,1.569881278,2.403577771,0.905975519,1.106781647,4.926152098,3.002893609,3.836590102,2.33898785,-1.923258489,-1.089561996,-2.587164248,0.833696493,-0.663905759,-1.497602252
53033000700,53033000700,530330007001,0.306159632,3.146463545,-3.235257807,1.128756144,-6.396755522,-2.718314888,2.840303913,-3.541417439,0.822596512,-6.702915154,-6.381721351,-2.0177074,-9.543219067,4.364013951,-3.161497716,-7.525511667
53033000700,53033000700,530330007002,-21.73176146,1.318846275,-1.200328246,-0.498702465,-2.026855737,-4.381423717,23.05060774,20.53143322,21.233059,19.70490573,-2.519174522,-1.81754874,-3.345702012,0.701625781,-0.826527491,-1.528153272
53033000700,53033000700,530330007003,3.38221074,-0.098096353,0.088412226,4.092286718,1.48071526,1.638517351,-3.480307093,-3.293798514,0.710075978,-1.90149548,0.186508579,4.190383071,1.578811613,4.003874492,1.392303033,-2.611571458
53033000700,53033000700,530330007004,0.613820729,-15.57077482,-2.288591988,-1.956866083,0.849056523,-1.18211841,-16.18459555,-2.902412717,-2.570686812,0.235235794,13.28218283,13.61390874,16.41983134,0.331725905,3.137648511,2.805922606
53033000800,53033000800,530330008001,0.026486039,3.221827941,-1.953485813,2.011203501,3.197420731,0.532119211,3.195341902,-1.979971852,1.984717461,3.170934692,-5.175313753,-1.21062444,-0.02440721,3.964689313,5.150906544,1.18621723
53033000800,53033000800,530330008002,3.597851721,4.751725185,2.583688343,-1.422459459,4.239173778,2.567600803,1.153873464,-1.014163378,-5.02031118,0.641322057,-2.168036843,-6.174184644,-0.512551408,-4.006147802,1.655485435,5.661633237
53033000900,53033000900,530330009001,0.330020503,3.03718517,-0.61700596,1.866914878,2.231747244,0.799131791,2.707164667,-0.947026463,1.536894375,1.90172674,-3.65419113,-1.170270292,-0.805437926,2.483920838,2.848753204,0.364832366
53033000900,53033000900,530330009002,0.510881492,1.072635475,0.668075746,1.043045909,1.573860716,0.964819146,0.561753983,0.157194254,0.532164417,1.062979225,-0.404559728,-0.029589566,0.501225242,0.374970162,0.90578497,0.530814808
53033001000,53033001000,530330010001,-1.81111299,2.449342879,1.43526113,0.552697923,1.863569842,0.932589836,4.260455869,3.24637412,2.363810913,3.674682831,-1.014081749,-1.896644956,-0.585773037,-0.882563207,0.428308712,1.310871919
53033001000,53033001000,530330010002,0.510468829,1.598940395,0.18078369,-2.653845968,2.873698703,0.528483135,1.088471567,-0.329685138,-3.164314797,2.363229874,-1.418156705,-4.252786363,1.274758308,-2.834629659,2.692915012,5.527544671
53033001100,53033001100,530330011001,3.11465357,3.425311811,-1.854906951,1.488312707,1.790028748,0.567074965,0.31065824,-4.969560521,-1.626340864,-1.324624822,-5.280218762,-1.936999104,-1.635283063,3.343219658,3.644935699,0.301716042
53033001100,53033001100,530330011002,3.798365572,3.798365572,2.382147957,0.40861714,1.99223204,2.187236785,0,-1.416217615,-3.389748432,-1.806133532,-1.416217615,-3.389748432,-1.806133532,-1.973530817,-0.389915917,1.5836149
53033001200,53033001200,530330012001,2.428851127,3.138927105,0.428881052,-3.8423405,1.210757524,0.287431384,0.710075978,-1.999970075,-6.271191626,-1.218093603,-2.710046053,-6.981267604,-1.928169581,-4.271221551,0.781876472,5.053098023
53033001200,53033001200,530330012002,-17.75059365,-3.422942742,0.294398246,-0.188682561,-2.414908865,-3.347325482,14.32765091,18.0449919,17.56191109,15.33568479,3.717340988,3.234260181,1.008033877,-0.483080806,-2.709307111,-2.226226304
53033001200,53033001200,530330012003,3.411145633,0.214635232,-1.750863181,3.959510595,4.622768934,1.785442269,-3.196510401,-5.162008814,0.548364961,1.211623301,-1.965498413,3.744875362,4.408133702,5.710373775,6.373632115,0.66325834
53033001200,53033001200,530330012004,-5.199872092,2.788482662,-2.334378587,0.81112941,0.176911204,-1.451684733,7.988354754,2.865493505,6.011001502,5.376783296,-5.122861249,-1.977353252,-2.611571458,3.145507997,2.511289791,-0.634218206
53033001200,53033001200,530330012005,2.011004953,2.942979675,0.687521992,-4.361121114,-0.791323439,-0.319724649,0.931974721,-1.323482962,-6.372126067,-2.802328392,-2.255457683,-7.304100789,-3.734303113,-5.048643105,-1.47884543,3.569797675
53033001300,53033001300,530330013001,-1.32667685,3.24443726,-5.287836766,-0.871685837,-2.808550793,-3.098961022,4.571114109,-3.961159917,0.454991013,-1.481873943,-8.532274026,-4.116123096,-6.052988053,4.41615093,2.479285973,-1.936864956
53033001300,53033001300,530330013002,-0.890882716,-41.48434312,-1.785456675,-0.766383522,-6.604205462,-3.576617758,-40.5934604,-0.894573959,0.124499194,-5.713322745,39.69888644,40.71795959,34.88013765,1.019073153,-4.818748786,-5.83782194
53033001300,53033001300,530330013003,-0.330615266,4.107359597,0.61052598,0.394777981,0.885607892,0.575010288,4.437974863,0.941141246,0.725393247,1.216223158,-3.496833617,-3.712581616,-3.221751705,-0.215747999,0.275081912,0.490829911
53033001400,53033001400,530330014001,1.879942586,2.456879319,-1.092406803,-6.703512278,1.382962083,-0.826048379,0.576936732,-2.972349389,-8.583454864,-0.496980503,-3.549286121,-9.160391597,-1.073917235,-5.611105475,2.475368886,8.086474362
53033001400,53033001400,530330014002,5.234057321,3.138865786,3.800355538,2.046079629,4.428619395,3.885832394,-2.095191535,-1.433701783,-3.187977692,-0.805437926,0.661489752,-1.092786157,1.289753609,-1.754275909,0.628263857,2.382539766
53033001400,53033001400,530330014003,2.572496831,-7.918643596,2.554890219,-4.251772349,3.81516283,1.566410425,-10.49114043,-0.017606612,-6.82426918,1.242665999,10.47353381,3.666871247,11.73380643,-6.806662568,1.260272611,8.066935179
53033001400,53033001400,530330014004,4.45403582,-6.021921857,3.684732424,1.346766424,3.111639276,3.065364145,-10.47595768,-0.769303396,-3.107269396,-1.342396544,9.706654281,7.368688281,9.133561133,-2.337966,-0.573093148,1.764872852
53033001500,53033001500,530330015001,2.820374012,4.906222198,3.507488751,3.009577241,4.613335679,3.652373015,2.085848186,0.687114739,0.18920323,1.792961667,-1.398733447,-1.896644956,-0.292886519,-0.497911509,1.105846928,1.603758437
53033001500,53033001500,530330015002,3.180391085,1.135418698,1.254414468,-2.029417749,3.408958354,1.591177056,-2.044972387,-1.925976618,-5.209808835,0.228567268,0.118995769,-3.164836448,2.273539655,-3.283832217,2.154543886,5.438376103
53033001600,53033001600,530330016001,5.550587786,5.550587786,3.697265969,0.425610989,4.086155192,3.575438268,0,-1.853321817,-5.124976796,-1.464432593,-1.853321817,-5.124976796,-1.464432593,-3.271654979,0.388889224,3.660544203
53033001600,53033001600,530330016002,3.432022924,3.787060913,-1.545610353,2.213249141,1.566004813,0.800742699,0.355037989,-4.977633277,-1.218773783,-1.866018111,-5.332671266,-1.573811772,-2.2210561,3.758859494,3.111615166,-0.647244328
53033001600,53033001600,530330016003,3.89511486,-0.760087846,1.837296839,3.616465141,3.948430025,2.980021431,-4.655202707,-2.057818021,-0.278649719,0.053315165,2.597384685,4.376552988,4.708517872,1.779168303,2.111133187,0.331964884
53033001701,53033001701,530330017011,-3.971831533,1.45067265,0.537132957,-0.935058323,-1.972079507,-1.069084741,5.422504183,4.50896449,3.03677321,1.999752026,-0.913539693,-2.385730973,-3.422752157,-1.47219128,-2.509212464,-1.037021184
53033001701,53033001701,530330017012,-0.80792763,3.496907987,2.255532053,1.116013255,1.910439344,1.528499594,4.304835617,3.063459683,1.923940885,2.718366975,-1.241375934,-2.380894732,-1.586468643,-1.139518798,-0.345092709,0.794426089
53033001701,53033001701,530330017013,1.003253172,3.04472161,1.611019827,3.04472161,2.97149998,2.161634282,2.041468437,0.607766654,2.041468437,1.968246807,-1.433701783,0,-0.07322163,1.433701783,1.360480153,-0.07322163
53033001702,53033001702,530330017021,-3.108496532,5.279275959,3.07627078,0.517486495,0.324612352,0.991920691,8.387772492,6.184767313,3.625983027,3.433108884,-2.203005179,-4.761789464,-4.954663608,-2.558784286,-2.751658429,-0.192874143
53033001702,53033001702,530330017022,2.739495805,-8.78405764,0.116870592,-2.789022472,-2.215167803,-0.78611238,-11.52355344,-2.622625213,-5.528518276,-4.954663608,8.900928232,5.995035168,6.568889837,-2.905893064,-2.332038395,0.573854669
53033001702,53033001702,530330017023,1.429488237,0.550068114,3.063425366,1.150544093,2.277237244,2.230031372,-0.879420123,1.633937129,-0.278944144,0.847749007,2.513357252,0.600475979,1.72716913,-1.912881273,-0.786188123,1.126693151
53033001702,53033001702,530330017024,0.928673415,1.41685065,-2.14991964,0.932600874,0.831077613,-0.275171633,0.488177235,-3.078593055,0.003927459,-0.097595802,-3.56677029,-0.484249776,-0.585773037,3.082520513,2.980997252,-0.101523261
53033001800,53033001800,530330018001,4.335130564,4.423890061,-0.191930313,-1.023919919,1.055695097,0.790423883,0.088759497,-4.527060877,-5.359050483,-3.279435468,-4.615820375,-5.44780998,-3.368194965,-0.831989606,1.24762541,2.079615016
53033001800,53033001800,530330018002,4.405048962,4.405048962,0.068975277,1.701321046,2.281621702,1.695116859,0,-4.336073685,-2.703727916,-2.12342726,-4.336073685,-2.703727916,-2.12342726,1.632345769,2.212646425,0.580300656
53033001800,53033001800,530330018003,3.601633503,5.154924705,2.322489475,2.531905085,3.544048853,2.943835825,1.553291202,-1.279144028,-1.069728418,-0.057584651,-2.83243523,-2.62301962,-1.610875853,0.20941561,1.221559377,1.012143767
53033001900,53033001900,530330019001,1.932352813,-0.55408161,-6.261191993,-0.037538088,1.096037375,-1.834770294,-2.486434423,-8.193544806,-1.969890901,-0.836315439,-5.707110383,0.516543522,1.650118985,6.223653905,7.357229368,1.133575463
53033001900,53033001900,530330019002,0.805695777,4.755493405,2.569972394,2.778140153,4.023277108,2.780343887,3.949797628,1.764276618,1.972444376,3.217581332,-2.185521011,-1.977353252,-0.732216297,0.208167759,1.453304714,1.245136955
53033001900,53033001900,530330019003,3.581087501,4.24678373,3.005407796,0.897389446,3.807453952,2.986193423,0.665696229,-0.575679705,-2.683698055,0.226366451,-1.241375934,-3.349394284,-0.439329778,-2.10801835,0.802046156,2.910064506
53033002000,53033002000,530330020001,4.26354795,4.751725185,0.660429853,2.007643121,2.921184444,2.136168827,0.488177235,-3.603118097,-2.255904829,-1.342363507,-4.091295332,-2.744082064,-1.830540742,1.347213268,2.26075459,0.913541322
53033002000,53033002000,530330020002,3.145225555,0.534995235,2.086723242,0.974054622,2.945566242,2.26888749,-2.61023032,-1.058502312,-2.171170933,-0.199659313,1.551728007,0.439059387,2.410571006,-1.11266862,0.858842999,1.971511619
53033002000,53033002000,530330020003,1.638803643,3.014575851,1.161254034,0.835451859,2.306766764,1.531528431,1.375772208,-0.477549609,-0.803351785,0.667963121,-1.853321817,-2.179123992,-0.707809087,-0.325802175,1.14551273,1.471314905
53033002100,53033002100,530330021001,3.880069106,5.610879303,1.79933066,4.279192419,5.488843253,3.622247535,1.730810197,-2.080738446,0.399123313,1.608774147,-3.811548643,-1.331686884,-0.122036049,2.479861759,3.689512593,1.209650835
53033002100,53033002100,530330021002,3.332797656,3.820974891,2.194947259,1.601496751,3.357237903,2.621054706,0.488177235,-1.137850397,-1.731300905,0.024440247,-1.626027632,-2.21947814,-0.463736988,-0.593450508,1.162290644,1.755741152
53033002100,53033002100,530330021003,2.44225979,3.462994009,-1.467541391,1.001390981,-1.22319029,-0.298553538,1.020734219,-3.909801182,-1.44086881,-3.66545008,-4.9305354,-2.461603028,-4.686184299,2.468932372,0.244351101,-2.224581271
53033002200,53033002200,530330022001,5.151156486,5.151156486,2.983119643,-5.865525919,3.735538312,2.083944776,0,-2.168036843,-11.0166824,-1.415618174,-2.168036843,-11.0166824,-1.415618174,-8.848645562,0.752418669,9.601064231
53033002200,53033002200,530330022002,4.574618854,4.574618854,1.812120296,3.162223674,1.963047396,2.552281463,0,-2.762498558,-1.41239518,-2.611571458,-2.762498558,-1.41239518,-2.611571458,1.350103377,0.150927099,-1.199176278
53033002200,53033002200,530330022003,3.202986842,3.202986842,-2.496851954,0.257134038,1.567703779,0.061622762,0,-5.699838796,-2.945852804,-1.635283063,-5.699838796,-2.945852804,-1.635283063,2.753985992,4.064555733,1.310569742
53033002200,53033002200,530330022004,3.349947414,3.349947414,-1.125999615,1.049760978,2.446880649,0.990553792,0,-4.47594703,-2.300186436,-0.903066766,-4.47594703,-2.300186436,-0.903066766,2.175760594,3.572880264,1.39711967
53033002400,53033002400,530330024001,3.142695325,3.142695325,1.72647771,1.568883553,2.337257398,2.111303256,0,-1.416217615,-1.573811772,-0.805437926,-1.416217615,-1.573811772,-0.805437926,-0.157594157,0.610779689,0.768373846
53033002400,53033002400,530330024002,1.42691732,1.959474303,-3.722880325,-0.946024353,1.690994994,-0.871798044,0.532556984,-5.149797644,-2.372941673,0.264077675,-5.682354628,-2.905498656,-0.268479309,2.776855972,5.413875319,2.637019347
53033002400,53033002400,530330024003,4.834626021,4.834626021,3.418408406,4.108251357,2.83323481,3.614482462,0,-1.416217615,-0.726374664,-2.001391211,-1.416217615,-0.726374664,-2.001391211,0.689842951,-0.585173596,-1.275016547
53033002500,53033002500,530330025001,2.791892469,1.075096522,1.507352999,-3.261622298,3.566386809,1.466165082,-1.716795947,-1.28453947,-6.053514767,0.77449434,0.432256477,-4.33671882,2.491290287,-4.768975298,2.05903381,6.828009107
53033002500,53033002500,530330025002,5.411163653,5.411163653,2.438855078,1.61787374,3.482994071,3.098957903,0,-2.972308575,-3.793289912,-1.928169581,-2.972308575,-3.793289912,-1.928169581,-0.820981338,1.044138993,1.865120331
53033002600,53033002600,530330026001,2.82993308,2.82993308,0.242276203,1.256121308,-1.294885391,0.43009271,0,-2.587656877,-1.573811772,-4.124818471,-2.587656877,-1.573811772,-4.124818471,1.013845105,-1.537161595,-2.551006699
53033002600,53033002600,530330026002,3.302679023,4.589691733,2.019519025,-1.463430467,3.735439387,2.15614574,1.28701271,-1.283159998,-4.76610949,0.432760364,-2.570172709,-6.0531222,-0.854252346,-3.482949492,1.715920362,5.198869854
53033002600,53033002600,530330026003,4.50303624,4.902453978,2.244860429,1.512705546,4.170237681,3.048644703,0.399417738,-2.258175811,-2.990330695,-0.332798559,-2.657593549,-3.389748432,-0.732216297,-0.732154883,1.925377252,2.657532136
53033002600,53033002600,530330026004,3.184145743,3.184145743,1.977738145,-1.295164686,0.987496853,1.364042091,0,-1.206407598,-4.479310428,-2.19664889,-1.206407598,-4.479310428,-2.19664889,-3.27290283,-0.990241292,2.282661538
53033002700,53033002700,530330027001,3.477708475,5.25289842,2.892535729,-2.4143897,5.25289842,2.792387929,1.775189945,-0.585172746,-5.892098175,1.775189945,-2.360362692,-7.667288121,0,-5.306925429,2.360362692,7.667288121
53033002700,53033002700,530330027002,4.145907809,4.989123034,3.258190393,-1.588603091,2.646030884,2.447719046,0.843215224,-0.887717416,-5.7345109,-1.499876925,-1.73093264,-6.577726124,-2.343092149,-4.846793484,-0.612159509,4.234633975
53033002700,53033002700,530330027003,2.977333441,3.598649922,-1.978799697,1.21775519,2.036588489,0.524697089,0.621316481,-4.956133139,-1.759578251,-0.940744952,-5.577449619,-2.380894732,-1.562061433,3.196554887,4.015388186,0.818833299
53033002700,53033002700,530330027004,4.081820948,4.126200696,0.209747045,1.261056188,0.928856201,1.247740477,0.044379749,-3.872073903,-2.82076476,-3.152964747,-3.916453651,-2.865144508,-3.197344496,1.051309143,0.719109156,-0.332199987
53033002800,53033002800,530330028001,3.891319515,4.024458761,1.506738557,1.159314253,2.07188197,2.01560362,0.133139246,-2.384580958,-2.732005262,-1.819437545,-2.517720204,-2.865144508,-1.952576791,-0.347424304,0.565143413,0.912567717
53033002800,53033002800,530330028002,0.428420444,3.357483854,2.832958812,-2.251742718,2.869339656,1.638497072,2.92906341,2.404538367,-2.680163163,2.440919212,-0.524525043,-5.609226572,-0.488144198,-5.08470153,0.036380845,5.121082375
53033002800,53033002800,530330028003,3.783292693,3.783292693,0.985825799,2.330543365,2.880225927,2.212610653,0,-2.797466894,-1.452749328,-0.903066766,-2.797466894,-1.452749328,-0.903066766,1.344717566,1.894400128,0.549682562
53033002800,53033002800,530330028004,-1.333360837,3.681550758,3.139541547,-6.003444763,2.851705622,0.863760661,5.014911596,4.472902385,-4.670083925,4.185066459,-0.542009211,-9.684995521,-0.829845136,-9.14298631,-0.287835926,8.855150384
53033002900,53033002900,530330029001,5.525049136,5.220230296,4.397989623,-3.268129528,3.299558365,3.001060399,-0.304818841,-1.127059513,-8.793178664,-2.225490771,-0.822240673,-8.488359823,-1.920671931,-7.666119151,-1.098431258,6.567687893
53033002900,53033002900,530330029002,4.925063297,4.925063297,1.88281805,4.561875965,3.729110012,3.361122381,0,-3.042245247,-0.363187332,-1.195953285,-3.042245247,-0.363187332,-1.195953285,2.679057915,1.846291962,-0.832765953
53033002900,53033002900,530330029003,4.789407383,4.789407383,3.950167315,2.529575095,2.763608963,3.528817077,0,-0.839240068,-2.259832288,-2.025798421,-0.839240068,-2.259832288,-2.025798421,-1.42059222,-1.186558353,0.234033867
53033003000,53033003000,530330030001,5.250807979,5.339567476,2.419711406,1.102381936,4.50972234,3.263301089,0.088759497,-2.831096573,-4.148426043,-0.741085639,-2.91985607,-4.23718554,-0.829845136,-1.31732947,2.090010934,3.407340404
53033003000,53033003000,530330030002,4.25055195,4.25055195,2.939239344,4.25055195,0.369805578,2.673128785,0,-1.311312606,0,-3.880746372,-1.311312606,0,-3.880746372,1.311312606,-2.569433766,-3.880746372
53033003000,53033003000,530330030003,4.420121842,4.420121842,2.584284193,1.070727557,2.369916211,2.586535941,0,-1.835837649,-3.349394284,-2.050205631,-1.835837649,-3.349394284,-2.050205631,-1.513556635,-0.214367982,1.299188653
53033003000,53033003000,530330030004,5.580733544,5.580733544,4.671556804,-1.118055024,3.213234185,3.457279284,0,-0.90917674,-6.698788568,-2.367499359,-0.90917674,-6.698788568,-2.367499359,-5.789611828,-1.458322619,4.331289209
53033003100,53033003100,530330031001,3.180377523,3.180377523,2.533463304,1.364440863,2.863083794,2.539970683,0,-0.646914219,-1.81593666,-0.317293729,-0.646914219,-1.81593666,-0.317293729,-1.169022441,0.329620491,1.498642932
53033003100,53033003100,530330031002,4.084750278,-0.804029971,3.857456093,4.084750278,0.228411116,2.837642221,-4.888780249,-0.227294185,0,-3.856339163,4.661486064,4.888780249,1.032441087,0.227294185,-3.629044977,-3.856339163
53033003100,53033003100,530330031003,3.866193529,3.866193529,2.554880923,2.171319313,-0.063367263,1.99216088,0,-1.311312606,-1.694874216,-3.929560792,-1.311312606,-1.694874216,-3.929560792,-0.38356161,-2.618248186,-2.234686576
53033003100,53033003100,530330031004,4.876076439,4.876076439,4.404003901,1.486328007,4.095045723,3.912095616,0,-0.472072538,-3.389748432,-0.781030716,-0.472072538,-3.389748432,-0.781030716,-2.917675894,-0.308958178,2.608717716
53033003100,53033003100,530330031005,4.736652306,-24.2468306,2.533647127,2.678590758,2.662039465,2.410964307,-28.98348291,-2.203005179,-2.058061548,-2.074612841,26.78047773,26.92542136,26.90887007,0.144943631,0.128392338,-0.016551292
53033003200,53033003200,530330032001,2.68051009,4.145041795,4.145041795,3.378312983,4.145041795,3.794503314,1.464531705,1.464531705,0.697802893,1.464531705,0,-0.766728812,0,-0.766728812,0,0.766728812
53033003200,53033003200,530330032002,4.016922322,4.016922322,2.058695496,-0.018492479,0.184990369,1.529447331,0,-1.958226826,-4.0354148,-3.831931953,-1.958226826,-4.0354148,-3.831931953,-2.077187975,-1.873705127,0.203482848
53033003200,53033003200,530330032003,3.755690727,-4.042299283,2.869311967,1.41897946,4.687665448,3.130465658,-7.79799001,-0.88637876,-2.336711267,0.931974721,6.91161125,5.461278743,8.729964731,-1.450332507,1.818353481,3.268685988
53033003200,53033003200,530330032004,3.146463545,3.146463545,2.167350132,1.61300592,-1.466499125,1.238725273,0,-0.979113413,-1.533457624,-4.612962669,-0.979113413,-1.533457624,-4.612962669,-0.554344211,-3.633849256,-3.079505045
53033003200,53033003200,530330032005,2.845005959,2.845005959,2.19809174,1.715089815,2.161604083,2.218081368,0,-0.646914219,-1.129916144,-0.683401877,-0.646914219,-1.129916144,-0.683401877,-0.483001925,-0.036487658,0.446514267
53033003200,53033003200,530330032006,6.707431269,6.707431269,5.798254528,2.268474988,4.413153539,4.981703362,0,-0.90917674,-4.43895628,-2.29427773,-0.90917674,-4.43895628,-2.29427773,-3.52977954,-1.385100989,2.144678551
