GEOID,White_Black_Dissim,White_AIAN_Dissim,White_API_Dissim,White_Other2_Dissim,White_Hispanic_Dissim,White_Minority_Dissim,Black_AIAN_Dissim,Black_API_Dissim,Black_Other_Dissim,Black_Hispanic_Dissim,AIAN_Asian_Dissim,AIAN_Other_dissim,AIAN_Hispanic_Dissim,"API_Other_Disim
Other/2+",API_Hispanic_Dissim,Other_Hispanic_Dissim
53033001900,17.68763827,18.66399274,16.95054427,15.19353601,17.56566829,16.97197045,0.97635447,-0.737094002,-2.494102258,-0.121969975,-1.713448472,-3.470456728,-1.098324445,-1.757008256,0.615124027,2.372132283
53033002000,11.90435468,-5.230902291,8.53501998,8.053724943,3.810294637,7.395724139,-17.13525697,-3.369334701,-3.850629738,-8.094060044,13.76592227,13.28462723,9.041196928,-0.481295037,-4.724725343,-4.243430306
53033002100,12.38613853,12.38613853,10.89998424,9.561348168,9.872195909,10.64692837,0,-1.486154287,-2.82479036,-2.513942619,-1.486154287,-2.82479036,-2.513942619,-1.338636073,-1.027788331,0.310847742
53033002200,10.74533938,-42.91912626,11.58985245,7.69423211,1.051341495,6.847868877,-53.66446565,0.844513066,-3.051107271,-9.693997886,54.50897871,50.61335838,43.97046776,-3.895620337,-10.53851095,-6.642890615
53033002400,18.51540864,10.94515677,20.00683592,9.855074794,6.234246503,14.10561266,-7.570251867,1.491427285,-8.660333843,-12.28116213,9.061679152,-1.090081977,-4.710910268,-10.15176113,-13.77258942,-3.620828291
53033002500,14.53403738,10.39387346,13.18503831,4.643147381,11.27237364,11.38088244,-4.140163922,-1.348999071,-9.890890003,-3.261663746,2.791164852,-5.750726081,0.878500177,-8.541890932,-1.912664675,6.629226257
53033002600,16.09783504,-49.90069832,15.50337333,9.277984032,14.9995106,13.15196358,-65.99853337,-0.594461715,-6.819851012,-1.098324445,65.40407165,59.17868235,64.90020892,-6.225389298,-0.50386273,5.721526567
53033002700,9.975330299,-18.56435512,10.12189693,4.446713881,7.783149117,7.951876169,-28.53968542,0.146566629,-5.528616418,-2.192181182,28.68625205,23.011069,26.34750424,-5.675183047,-2.338747811,3.336435236
53033002800,12.5707813,3.840816568,11.45179454,6.27553421,9.910395421,10.18442318,-8.729964731,-1.118986757,-6.295247088,-2.660385878,7.610977973,2.434717642,6.069578853,-5.176260331,-1.54139912,3.63486121
53033002900,17.5088406,-8.89127354,16.26608519,9.159459418,0.643491599,10.46718161,-26.40011414,-1.242755406,-8.349381178,-16.865349,25.15735873,18.05073296,9.53476514,-7.106625772,-15.62259359,-8.515967819
53033003000,15.41201904,3.539267004,15.41201904,11.69943742,3.647743872,11.31341526,-11.87275203,0,-3.712581616,-11.76427517,11.87275203,8.160170418,0.108476867,-3.712581616,-11.76427517,-8.051693551
53033003100,13.43377145,-267.0707986,12.31867822,-0.509028324,2.177745167,2.150844606,-280.50457,-1.115093231,-13.94279977,-11.25602628,279.3894768,266.5617702,269.2485437,-12.82770654,-10.14093305,2.686773491
53033003200,7.279429604,-275.3647117,8.025730946,-0.896752605,5.522242641,0.259701654,-282.6441413,0.746301342,-8.176182209,-1.757186963,283.3904426,274.4679591,280.8869543,-8.922483551,-2.503488305,6.418995245
53033003300,17.697,23.5551,12.68,2.554,10.058,10.383,5.8581,5.017,20.251,7.6391,10.8752,26.1091,13.4972,15.234,2.622,12.6119
53033003400,9.1229,11.5194,7.6205,6.0313,8.2489,7.8321,2.3965,1.5025,3.0917,0.8741,3.899,5.4882,3.2706,1.5892,0.6284,2.2176
53033003500,11.4366,12.3359,7.0372,3.8335,8.1284,7.574,0.8993,4.3994,7.6031,3.3082,5.2987,8.5023,4.2075,3.2037,1.0912,4.2949
53033003600,17.8364,21.6974,4.3531,2.0853,15.0831,9.3207,3.861,13.4833,15.7511,2.7533,17.3443,19.6121,6.6144,2.2678,10.7299,12.9978
53033003800,4.8443,6.4035,0.1786,0.6322,4.8977,2.1754,1.5591,4.6657,5.4765,0.0534,6.2248,7.0356,1.5057,0.8108,4.7191,5.5299
53033003900,8.1231,2.8177,2.7083,1.3474,6.9804,4.3767,10.9408,5.4148,6.7757,1.1426,5.526,4.1651,9.7981,1.3609,4.2721,5.633
53033004000,6.086,8.6481,2.8958,0.5527,7.3789,2.3047,14.7341,8.9818,5.5333,13.4649,5.7523,9.2007,1.2692,3.4485,4.4831,7.9316
53033004100,20.0353,22.8102,7.3348,9.0742,18.3493,12.8954,2.7749,12.7005,10.9611,1.686,15.4754,13.736,4.4609,1.7394,11.0145,9.2751
53033004200,18.6136,12.7438,11.8871,18.9793,18.725,15.9987,5.8698,6.7265,0.3657,0.1114,0.8567,6.2355,5.9812,7.0922,6.8379,0.2543
53033004301,6.5464,1.1063,2.508,1.4286,3.0342,1.1254,5.44,9.0544,5.1177,3.5122,3.6143,0.3223,1.9279,3.9367,5.5422,1.6055
53033004302,3.3514,8.4107,12.5004,5.4308,4.4811,3.8177,5.0593,15.8518,8.7822,1.1297,20.9111,13.8415,3.9296,7.0696,16.9815,9.9119
53033004400,10.7104,20.3409,2.2447,6.2976,4.0856,5.0655,9.6304,8.4657,4.4128,6.6248,18.0961,14.0432,16.2552,4.0529,1.8409,2.212
53033004500,6.3529,6.8317,0.552,1.323,3.5085,2.0577,0.4788,5.8009,7.6759,2.8444,6.2797,8.1548,3.3232,1.875,2.9565,4.8316
53033004600,9.9289,8.2623,8.3095,9.9648,10.0289,9.306,1.6666,1.6195,0.0358,0.1,0.0471,1.7024,1.7666,1.6553,1.7195,0.0642
53033004700,21.2836,29.0944,7.2567,8.1103,13.547,11.6888,7.8108,14.0269,13.1733,7.7366,21.8377,20.9842,15.5474,0.8536,6.2903,5.4368
53033004800,14.6245,6.4949,9.3482,1.7713,13.0582,9.8535,8.1297,5.2763,12.8532,1.5664,2.8533,4.7236,6.5633,7.5769,3.71,11.2869
53033004900,23.7059,22.3091,14.6141,11.5189,14.6264,15.63,1.3968,9.0918,12.187,9.0795,7.695,10.7902,7.6827,3.0952,0.0123,3.1075
53033005000,0.1511,6.5465,5.6645,1.0766,5.9342,4.1522,6.3954,5.5134,0.9255,5.7831,0.882,5.4699,0.6123,4.5879,0.2697,4.8576
53033005100,5.8966,8.2511,6.9184,2.5299,6.5293,5.9484,2.3545,1.0218,3.3667,0.6327,1.3327,5.7211,1.7217,4.3885,0.3891,3.9994
53033005200,0.4823,12.6424,29.9316,8.8664,4.8565,11.3628,12.1601,30.4139,9.3487,4.3742,42.5739,21.5088,7.7859,21.0652,34.788,13.7229
53033005301,3.0496,44.7794,53.2343,17.4273,3.8077,23.7121,41.7298,50.1847,14.3777,6.8573,8.4549,27.3522,48.5871,35.8071,57.042,21.2349
53033005302,0.5502,3.0087,29.8988,14.2728,0.7204,14.2526,2.4584,29.3485,13.7226,0.1702,26.8901,11.2642,2.2882,15.626,29.1783,13.5524
53033005400,11.7357,17.9932,4.3731,0.2872,11.4277,6.9243,6.2575,7.3626,12.0229,0.308,13.6202,18.2804,6.5655,4.6603,7.0546,11.7149
53033005600,20.2911,21.8444,12.4554,8.2854,13.7168,13.4786,1.5533,7.8357,12.0057,6.5743,9.389,13.559,8.1276,4.17,1.2614,5.4314
53033005700,16.7369,20.6423,10.5889,8.98,10.3669,11.3867,3.9054,6.148,7.7569,6.37,10.0534,11.6623,10.2754,1.609,0.222,1.3869
53033005801,8.7802,15.9697,3.5909,10.6833,2.6678,5.5479,7.1895,5.1893,1.9031,6.1124,12.3788,5.2864,13.3019,7.0924,0.9231,8.0155
53033005802,5.6956,15.3404,0.5488,6.6526,7.3593,0.5639,21.036,6.2444,0.957,13.0548,14.7916,21.993,7.9812,7.2014,6.8104,14.0119
53033005900,17.0464,19.2291,8.4196,14.9153,13.8538,7.5414,2.1828,8.6268,31.9617,3.1925,10.8096,34.1444,5.3753,23.3349,5.4342,28.7691
53033006000,13.1504,2.9524,10.4279,0.9017,12.9134,9.6783,16.1028,2.7225,12.2487,0.237,13.3803,3.8541,15.8658,9.5262,2.4855,12.0117
53033006100,13.0172,15.9019,3.3483,2.7464,13.8761,7.8665,2.8847,9.6689,10.2708,0.8589,12.5536,13.1555,2.0258,0.6018,10.5278,11.1297
53033006200,10.7835,14.112,9.3213,4.2656,9.2794,8.7798,3.3285,1.4622,6.5179,1.5041,4.7907,9.8464,4.8326,5.0558,0.042,5.0138
53033006300,15.086,19.5684,16.4212,6.1304,18.4944,15.1327,4.4824,1.3352,8.9556,3.4084,3.1472,13.4379,1.0739,10.2908,2.0732,12.364
53033006400,8.6888,2.012,7.4015,0.9482,8.4382,6.7013,6.6768,1.2873,7.7405,0.2505,5.3895,1.0637,6.4263,6.4532,1.0368,7.49
53033006500,13.3806,10.8649,7.6605,1.3812,6.7663,6.8338,2.5156,5.7201,14.7618,6.6143,3.2045,12.2461,4.0987,9.0417,0.8942,8.1475
53033006600,8.1809,6.5879,2.2266,3.7411,8.6117,5.2318,1.593,5.9543,4.4398,0.4307,4.3613,2.8468,2.0237,1.5145,6.385,4.8706
53033006700,15.573,22.0968,24.4985,10.6363,12.2119,1.5038,6.5238,40.0715,4.9368,3.3611,46.5953,11.4606,9.8849,35.1347,36.7104,1.5757
53033006800,11.0145,11.0145,4.6328,8.674,7.9392,7.3136,0,6.3817,2.3405,3.0753,6.3817,2.3405,3.0753,4.0412,3.3064,0.7348
53033006900,15.9283,10.3411,9.1619,3.5395,10.3878,9.6118,5.5872,6.7664,12.3887,5.5404,1.1792,6.8015,0.0467,5.6224,1.2259,6.8483
53033007000,11.6977,8.7532,7.0987,3.3343,10.7265,7.8644,20.4509,4.599,8.3634,0.9712,15.8519,12.0875,19.4797,3.7644,3.6278,7.3922
53033007100,0.3559,36.8232,3.5133,0.9812,4.0028,3.0611,36.4673,3.1574,1.3371,3.647,33.3099,37.8044,32.8204,4.4945,0.4895,4.984
53033007200,1.7893,29.0394,36.5589,6.4797,5.4762,13.9542,30.8287,38.3483,8.2691,3.6869,7.5195,22.5597,34.5156,30.0792,42.0351,11.9559
53033007300,19.457,13.6911,19.4273,6.4628,3.2682,12.1637,33.1482,0.0298,12.9942,16.1888,33.1184,20.1539,16.9593,12.9645,16.1591,3.1946
53033007401,6.4096,13.7766,6.0155,0.5405,4.5019,0.2539,7.367,12.425,5.8691,1.9077,19.7921,13.2362,9.2747,6.5559,10.5173,3.9614
53033007402,1.7115,13.9989,0.6235,6.9449,5.4808,0.6043,15.7104,2.335,5.2334,7.1923,13.3754,20.9438,8.5181,7.5684,4.8573,12.4257
53033007500,12.6684,25.8048,10.2089,7.8102,13.1618,8.6891,13.1364,2.4595,20.4786,0.4935,15.5959,33.615,12.6429,18.0191,2.9529,20.9721
53033007600,8.6101,12.7818,5.6832,0.6352,3.6047,4.8475,4.1717,2.9269,7.9749,5.0054,7.0986,12.1466,9.1771,5.048,2.0785,2.9695
53033007700,18.4967,4.9487,9.4475,4.6825,3.9646,1.2413,23.4454,27.9441,13.8142,22.4612,4.4988,9.6312,0.9841,14.13,5.4829,8.6471
53033007800,1.6238,12.6171,12.6108,3.666,12.08,8.0764,10.9933,10.987,5.2898,10.4562,0.0063,16.2832,0.5371,16.2769,0.5308,15.746
53033007900,12.6296,26.1012,10.2577,9.1953,9.0549,5.5696,13.4716,22.8873,21.8249,21.6845,36.3589,35.2965,35.1561,1.0624,1.2028,0.1404
53033008001,12.7623,8.3815,12.2619,2.4629,5.4937,0.6986,4.3807,25.0242,10.2993,7.2686,20.6434,5.9186,2.8879,14.7248,17.7556,3.0307
53033008002,4.2342,5.0272,4.8013,0.1979,3.6369,1.5539,0.793,0.5671,4.4321,7.8711,0.2259,5.2251,8.6641,4.9992,8.4382,3.439
53033008100,4.6636,9.8432,3.1344,0.1114,1.9052,0.8177,5.1796,7.7981,4.5523,6.5689,12.9777,9.7319,11.7485,3.2458,1.2292,2.0166
53033008200,2.7039,9.9443,6.5258,0.6285,6.3321,1.0909,12.6482,3.8219,2.0754,9.036,16.4701,10.5728,3.6123,5.8973,12.8578,6.9605
53033008300,0.426,4.5323,5.9824,5.4035,1.7756,1.0657,4.1063,5.5565,5.8295,2.2016,1.4502,9.9358,6.3079,11.3859,7.7581,3.6278
53033008400,6.7227,12.405,3.9602,4.4956,6.6937,0.2912,19.1277,2.7625,11.2183,13.4164,16.3652,7.9094,5.7113,8.4558,10.6539,2.1981
53033008500,20.1933,10.1647,3.5639,4.6108,1.0539,5.6989,10.0287,16.6295,15.5825,19.1394,6.6008,5.5538,9.1107,1.047,2.5099,3.5569
53033008600,6.2877,9.8362,9.4362,1.2397,6.7345,6.4705,16.1239,3.1485,5.048,0.4469,19.2724,11.0759,16.5707,8.1965,2.7017,5.4949
53033008700,25.979,1.5259,1.0786,8.5336,1.1235,5.2366,27.5049,27.0576,17.4455,24.8556,0.4473,10.0595,2.6494,9.6122,2.2021,7.4101
53033008800,29.6047,9.982,1.8519,6.6842,3.6605,3.6957,39.5867,31.4566,22.9205,33.2653,8.1301,16.6663,6.3215,8.5361,1.8087,10.3448
53033008900,54.4762,9.7647,3.2805,8.7331,1.5938,10.3697,64.2409,51.1957,45.7431,56.07,13.0451,18.4978,8.1708,5.4527,4.8743,10.327
53033009000,34.1672,19.4296,9.13,8.9746,0.6867,10.3946,14.7376,25.0373,25.1926,34.8539,10.2997,10.455,20.1163,0.1553,9.8166,9.6613
53033009100,2.4873,28.2965,26.0482,3.485,1.504,11.9647,25.8092,23.5609,0.9978,0.9833,2.2483,24.8114,26.7924,22.5632,24.5442,1.981
53033009200,7.047,20.3014,7.7297,2.9334,0.2205,4.8717,13.2544,0.6827,4.1136,7.2675,12.5717,17.3679,20.5218,4.7963,7.9502,3.1539
53033009300,5.8914,3.8966,2.9321,7.6657,1.0877,3.0807,1.9948,2.9593,1.7743,6.9791,0.9646,3.7691,4.9843,4.7336,4.0198,8.7534
53033009400,17.4397,23.7194,24.7271,4.7098,29.0845,21.4603,6.2797,7.2874,12.7298,11.6449,1.0077,19.0096,5.3651,20.0172,4.3574,24.3747
53033009500,38.0513,9.7947,0.4154,2.2125,10.6469,2.8596,47.846,38.4668,35.8388,48.6982,9.3793,12.0072,0.8522,2.628,10.2314,12.8594
53033009600,13.8793,0.3073,7.0508,1.3447,9.6659,7.7269,13.572,6.8284,12.5346,4.2134,6.7436,1.0374,9.3587,5.7062,2.6151,8.3212
53033009701,16.6958,18.4266,12.412,4.4641,8.6637,10.8159,1.7308,4.2837,12.2317,8.0321,6.0146,13.9625,9.7629,7.948,3.7483,4.1997
53033009702,14.836,13.7137,15.753,6.5102,10.2721,12.5166,1.1223,0.917,8.3258,4.5639,2.0393,7.2035,3.4416,9.2428,5.4809,3.7619
53033009800,17.5852,21.7125,13.7047,3.7913,12.6086,11.2233,4.1273,3.8804,21.3765,4.9766,8.0077,25.5038,9.1039,17.4961,1.0961,16.3999
53033009900,7.1804,16.0564,6.8247,2.7486,5.2928,5.0346,8.8759,0.3557,9.9291,1.8876,9.2316,18.805,10.7636,9.5734,1.5319,8.0415
53033010001,57.6366,63.7201,15.7516,0.3102,3.5681,16.9917,6.0835,41.8849,57.9468,54.0684,47.9685,64.0303,60.152,16.0619,12.1835,3.8784
53033010002,13.1517,6.5529,20.1279,10.759,10.6541,14.3715,19.7046,6.9762,2.3927,2.4975,26.6808,17.3119,17.2071,9.3689,9.4738,0.1048
53033010100,87.5989,10.7758,17.1488,13.6277,5.5884,23.5297,98.3747,70.4501,73.9712,82.0106,27.9246,24.4035,16.3642,3.5211,11.5605,8.0393
53033010200,16.5001,11.4592,3.1751,1.3706,6.8706,1.3827,27.9592,13.325,17.8707,23.3707,14.6342,10.0885,4.5886,4.5457,10.0457,5.5
53033010300,96.7253,11.3838,11.5554,8.9143,5.3552,18.9378,108.1091,85.1698,87.8109,102.0805,22.9392,20.2981,6.0286,2.6411,16.9106,14.2696
53033010401,35.9337,2.5435,35.0649,9.3206,5.6085,22.0346,38.4772,0.8688,26.6131,30.3252,37.6084,11.8641,8.152,25.7443,29.4564,3.7121
53033010402,5.6729,4.8007,36.4444,10.3321,11.2104,19.6426,10.4736,30.7715,4.6592,5.5375,41.2452,15.1328,16.0111,26.1123,25.234,0.8783
53033010500,17.3513,3.701,12.4995,7.8881,16.1404,10.6665,13.6503,4.8518,25.2394,1.2109,8.7985,11.5891,12.4394,20.3876,3.6409,24.0285
53033010600,18.8824,11.4826,14.9601,10.6406,7.3648,12.6694,7.3997,3.9223,8.2418,11.5175,3.4774,0.842,4.1178,4.3195,7.5952,3.2758
53033010701,43.0101,5.852,8.0479,1.5328,2.5928,10.4952,48.8621,34.9622,41.4773,40.4172,13.8999,7.3848,8.4449,6.5151,5.455,1.0601
53033010702,74.9417,5.4802,10.1336,0.5869,3.1036,16.1399,80.4219,64.8081,74.3548,71.8381,15.6138,6.0671,8.5838,9.5467,7.03,2.5167
53033010800,11.9144,8.8553,11.5487,6.4389,4.2758,8.348,20.7697,0.3657,5.4755,7.6386,20.404,15.2942,13.1311,5.1098,7.2729,2.1631
53033010900,0.0041,1.9218,2.4973,0.4674,0.6185,0.9066,1.9258,2.5014,0.4715,0.6144,0.5755,1.4544,2.5403,2.0299,3.1158,1.0859
53033011001,77.085,0.9095,30.9002,5.2199,3.8291,25.5698,76.1755,46.1848,71.8651,73.2559,29.9907,4.3104,2.9196,25.6803,27.0711,1.3907
53033011002,78.913,1.6806,41.6277,0.8332,2.2977,28.4994,80.5936,37.2853,79.7462,76.6152,43.3083,0.8474,3.9784,42.4608,39.3299,3.1309
53033011101,50.7079,0.1722,39.6053,8.1021,3.5406,25.3071,50.5357,11.1026,42.6058,47.1673,39.4331,7.9299,3.3684,31.5033,36.0647,4.5615
53033011102,10.1844,9.609,12.7883,8.0258,1.2767,7.9854,19.7934,2.6039,2.1586,8.9078,22.3972,17.6348,10.8856,4.7625,11.5116,6.7491
53033011200,6.8942,33.0572,5.7478,10.666,14.464,9.6781,26.163,1.1464,3.7718,7.5698,27.3094,22.3912,18.5932,4.9182,8.7162,3.7981
53033011300,8.9153,22.9382,9.0338,20.1666,13.6778,12.4266,14.0228,0.1185,11.2512,4.7625,13.9044,2.7716,9.2604,11.1328,4.644,6.4888
53033011401,22.3545,5.301,1.7537,2.713,5.294,6.0894,17.0535,20.6009,19.6416,17.0605,3.5474,2.5881,0.007,0.9593,3.5404,2.5811
53033011402,5.5439,3.0296,4.9651,11.5028,24.3367,11.3411,8.5735,0.5788,5.9589,18.7928,7.9946,14.5323,27.3662,6.5377,19.3716,12.8339
53033011500,9.1691,13.607,6.9805,2.6307,9.287,7.3513,4.438,2.1885,6.5384,0.1179,6.6265,10.9763,4.3201,4.3498,2.3064,6.6563
53033011600,17.3725,20.8633,18.1509,15.3859,10.2105,15.43,3.4908,0.7783,1.9866,7.1621,2.7125,5.4774,10.6529,2.7649,7.9404,5.1755
53033011700,64.8149,22.4556,37.4569,16.2797,6.9541,29.3606,42.3593,27.3579,48.5351,57.8607,15.0014,6.1758,15.5015,21.1772,30.5028,9.3256
53033011800,103.6914,1.4431,27.9551,43.2774,22.9493,40.0686,105.1345,75.7363,60.414,80.7421,29.3982,44.7205,24.3924,15.3223,5.0058,20.3281
53033011900,73.846,11.1269,35.0544,8.2644,6.6141,28.1545,62.7191,38.7916,65.5816,67.2319,23.9275,2.8625,4.5128,26.79,28.4403,1.6503
53033012000,1.7903,11.3461,10.2971,6.8668,5.9033,6.6947,13.1364,12.0874,8.6571,7.6936,1.0491,4.4793,5.4428,3.4303,4.3938,0.9635
53033012100,6.6359,4.0432,5.576,5.0859,0.6917,4.2765,2.5927,1.0599,1.55,5.9442,1.5328,1.0428,3.3514,0.49,4.8842,4.3942
53033020100,4.1126,5.7432,5.0751,5.7739,7.2371,5.4339,9.8558,0.9626,1.6613,3.1245,10.8184,11.5171,12.9803,0.6987,2.162,1.4632
53033020200,8.8321,11.4377,9.1934,0.9252,12.7555,8.7845,2.6056,0.3613,7.907,3.9234,2.2443,10.5125,1.3178,8.2682,3.5621,11.8303
53033020300,8.4982,15.3781,10.3061,2.9087,8.0772,6.7126,23.8763,1.8079,11.4069,0.421,25.6842,12.4694,23.4553,13.2148,2.2289,10.9859
53033020401,10.7128,17.2039,0.7164,1.6132,5.0001,0.5716,6.4911,11.4292,9.0996,15.7129,17.9204,15.5907,22.204,2.3296,4.2837,6.6133
53033020402,13.3844,6.84,5.2635,3.699,2.1261,5.1355,20.2243,8.1208,9.6854,11.2583,12.1035,10.5389,8.9661,1.5645,3.1374,1.5729
53033020500,9.2194,14.1245,7.8376,1.0745,8.9591,3.6437,4.9051,17.0569,8.1449,18.1785,21.9621,13.05,23.0836,8.9121,1.1216,10.0336
53033020600,4.4812,2.7411,4.4875,1.6134,3.3322,1.2739,1.7402,0.0063,6.0947,7.8134,1.7464,4.3545,6.0732,6.1009,7.8197,1.7187
53033020700,11.3136,4.4552,4.1344,0.85,6.746,5.2317,15.7688,7.1793,10.4636,4.5677,8.5896,5.3052,11.2012,3.2844,2.6116,5.8959
53033020800,10.047,6.2525,5.4915,6.9956,7.835,7.0967,3.7945,4.5555,3.0514,2.212,0.761,0.7431,1.5825,1.5041,2.3435,0.8394
53033020900,6.2623,7.1696,1.345,2.6204,6.0356,1.8105,13.4319,7.6072,8.8826,12.2978,5.8247,4.5493,1.1341,1.2754,4.6906,3.4152
53033021000,4.0159,17.7982,9.1682,4.2052,1.1836,5.5178,13.7823,5.1523,0.1893,2.8324,8.63,13.593,16.6146,4.963,7.9846,3.0217
53033021100,8.9974,7.9521,5.2868,4.868,6.5158,0.6387,16.9496,3.7107,13.8654,15.5132,13.2389,3.0841,1.4364,10.1548,11.8026,1.6478
53033021300,8.3547,10.9731,1.5141,2.8215,2.4305,3.2073,2.6184,6.8405,5.5331,5.9241,9.4589,8.1515,8.5425,1.3074,0.9164,0.391
53033021400,12.1224,2.694,6.5274,0.9524,10.3406,7.107,9.4284,5.5949,13.0747,1.7817,3.8334,3.6464,7.6466,7.4798,3.8132,11.293
53033021500,9.3902,14.3607,6.4054,4.3125,9.6257,7.5521,4.9705,2.9848,5.0777,0.2355,7.9553,10.0482,4.735,2.0929,3.2203,5.3132
53033021600,9.0811,10.5095,2.34,1.1021,8.5267,5.0236,1.4283,6.7411,7.979,0.5544,8.1695,9.4074,1.9827,1.2379,6.1867,7.4246
53033021700,18.6909,17.6188,4.1208,11.733,4.7553,2.237,1.0721,22.8117,6.9579,23.4462,21.7396,5.8858,22.3741,15.8538,0.6345,16.4883
53033021802,14.0387,15.1482,5.3432,8.3284,0.1795,1.7064,1.1095,19.382,5.7104,14.2182,20.4914,6.8199,15.3277,13.6716,5.1637,8.5079
53033021803,5.4006,13.6108,1.6866,1.0607,7.6555,4.0249,8.2103,3.7139,4.3399,2.2549,11.9242,12.5501,5.9554,0.6259,5.9688,6.5948
53033021804,0.381,4.9299,0.2,1.3083,10.0357,2.7602,4.5489,0.181,1.6893,10.4167,4.7299,6.2382,14.9656,1.5083,10.2357,8.7274
