FID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,FID_FLU_di,OBJECTID,Jurisdicti,Juris_zn,Zone_adj,Jurisdic_1,Zone_adj_1,Juris_zn_1,Key,Definition,Res_Use,MaxDU_Res
680,1,680,53,33,10002,3,530330100023.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
681,1,681,53,33,10002,2,530330100022.0,-1,0, , , , , , , , , ,0
682,1,682,53,33,10002,1,530330100021.0,-1,0, , , , , , , , , ,0
683,1,683,53,33,10001,2,530330100012.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
684,1,684,53,33,10001,3,530330100013.0,-1,0, , , , , , , , , ,0
685,1,685,53,33,10001,1,530330100011.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
686,1,686,53,33,9900,4,530330099004.0,-1,0, , , , , , , , , ,0
687,1,687,53,33,3300,1,530330033001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
688,1,688,53,33,3200,7,530330032007.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
689,1,689,53,33,3200,5,530330032005.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
690,1,690,53,33,3200,4,530330032004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
691,1,691,53,33,3200,3,530330032003.0,-1,0, , , , , , , , , ,0
692,1,692,53,33,3200,2,530330032002.0,-1,0, , , , , , , , , ,0
693,1,693,53,33,3200,1,530330032001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
694,1,694,53,33,3100,2,530330031002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
695,1,695,53,33,3100,4,530330031004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
696,1,696,53,33,3100,3,530330031003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
697,1,697,53,33,3100,1,530330031001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
698,1,698,53,33,3000,2,530330030002.0,-1,0, , , , , , , , , ,0
699,1,699,53,33,3000,4,530330030004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
700,1,700,53,33,3000,3,530330030003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
701,1,701,53,33,3000,1,530330030001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
702,1,702,53,33,2900,3,530330029003.0,-1,0, , , , , , , , , ,0
703,1,703,53,33,2900,2,530330029002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
704,1,704,53,33,2900,1,530330029001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
705,1,705,53,33,2800,4,530330028004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
706,1,706,53,33,29303,3,530330293033.0,1110,1118,Renton,Renton_R-8,R-8,Renton,R-8,Renton_R-8,Renton_R-8,Residential 8,Y,8
707,1,707,53,33,29303,5,530330293035.0,-1,0, , , , , , , , , ,0
708,1,708,53,33,29502,4,530330295024.0,557,560,Kent,Kent_SR-4.5,SR-4.5,Kent,SR-4.5,Kent_SR-4.5,Kent_SR-4.5,Single family residential,Y,4.53
709,1,709,53,33,31705,2,530330317052.0,236,237,Covington,Covington_R-04,R-04,Covington,R-04,Covington_R-04,Covington_R-4,Low density residential,Y,6
710,1,710,53,33,31705,1,530330317051.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
711,1,711,53,33,29502,3,530330295023.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
712,1,712,53,33,29502,2,530330295022.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
713,1,713,53,33,29601,1,530330296011.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
714,1,714,53,33,29601,5,530330296015.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
715,1,715,53,33,31000,1,530330310001.0,40,41,Auburn,Auburn_RC,RC,Auburn,RC,Auburn_RC,Auburn_RC,Residential conservancy,Y,0.25
716,1,716,53,33,30004,5,530330300045.0,-1,0, , , , , , , , , ,0
717,1,717,53,33,30004,2,530330300042.0,-1,0, , , , , , , , , ,0
718,1,718,53,33,32317,1,530330323171.0,1131,1139,Sammamish,Sammamish_R-4,R-4,Sammamish,R-4,Sammamish_R-4,Sammamish_R-4,Residential 4,Y,4
719,1,719,53,33,32319,2,530330323192.0,1627,1635,Woodinville,Woodinville_R-6,R-6,Woodinville,R-6,Woodinville_R-6,Woodinville_R-6,Residential,Y,6
720,1,720,53,33,4302,2,530330043022.0,-1,0, , , , , , , , , ,0
721,1,721,53,33,23404,1,530330234041.0,-1,0, , , , , , , , , ,0
722,1,722,53,33,7402,1,530330074021.0,-1,0, , , , , , , , , ,0
723,1,723,53,33,21905,4,530330219054.0,684,687,Kirkland,Kirkland_RSA 6,RSA 6,Kirkland,RSA 6,Kirkland_RSA 6,Kirkland_RSA 6,Single family residential,Y,6
724,1,724,53,33,26500,3,530330265003.0,-1,0, , , , , , , , , ,0
725,1,725,53,33,26400,4,530330264004.0,574,577,King,King_R-6,R-6,King,R-6,King_R-6,King_R-6,Residential,Y,9
726,1,726,53,33,26400,3,530330264003.0,574,577,King,King_R-6,R-6,King,R-6,King_R-6,King_R-6,Residential,Y,9
727,1,727,53,33,26400,2,530330264002.0,218,219,Burien,"Burien_RS-7,200","RS-7,200",Burien,"RS-7,200","Burien_RS-7,200",Burien_RS-7200,Residential single family 7200,Y,6.05
728,1,728,53,33,26400,1,530330264001.0,-1,0, , , , , , , , , ,0
729,1,729,53,33,26300,2,530330263002.0,1581,1589,Tukwila,Tukwila_LDR,LDR,Tukwila,LDR,Tukwila_LDR,Tukwila_LDR,Low density residential,Y,6.7
730,1,730,53,33,26300,1,530330263001.0,-1,0, , , , , , , , , ,0
731,1,731,53,33,32316,2,530330323162.0,576,579,King,King_RA-10,RA-10,King,RA-10,King_RA-10,King_RA-10,Rural area,Y,0.1
732,1,732,53,33,32318,2,530330323182.0,1131,1139,Sammamish,Sammamish_R-4,R-4,Sammamish,R-4,Sammamish_R-4,Sammamish_R-4,Residential 4,Y,4
733,1,733,53,33,32316,3,530330323163.0,1131,1139,Sammamish,Sammamish_R-4,R-4,Sammamish,R-4,Sammamish_R-4,Sammamish_R-4,Residential 4,Y,4
734,1,734,53,33,22203,1,530330222031.0,684,687,Kirkland,Kirkland_RSA 6,RSA 6,Kirkland,RSA 6,Kirkland_RSA 6,Kirkland_RSA 6,Single family residential,Y,6
735,1,735,53,33,25001,3,530330250013.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
736,1,736,53,33,32324,1,530330323241.0,1083,1091,Redmond,Redmond_R-5,R-5,Redmond,R-5,Redmond_R-5,Redmond_R-5,Single family urban,Y,10
737,1,737,53,33,25001,2,530330250012.0,927,935,Newcastle,Newcastle_R6,R6,Newcastle,R6,Newcastle_R6,Newcastle_R6,Residential,Y,9
738,1,738,53,33,32324,4,530330323244.0,-1,0, , , , , , , , , ,0
739,1,739,53,33,25001,1,530330250011.0,-1,0, , , , , , , , , ,0
740,1,740,53,33,32401,1,530330324011.0,576,579,King,King_RA-10,RA-10,King,RA-10,King_RA-10,King_RA-10,Rural area,Y,0.1
741,1,741,53,33,30401,2,530330304012.0,572,575,King,King_R-4,R-4,King,R-4,King_R-4,King_R-4,Residential,Y,6
742,1,742,53,33,30401,1,530330304011.0,-1,0, , , , , , , , , ,0
743,1,743,53,33,30312,4,530330303124.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
744,1,744,53,33,30312,3,530330303123.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
745,1,745,53,33,30312,2,530330303122.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
746,1,746,53,33,30312,1,530330303121.0,-1,0, , , , , , , , , ,0
747,1,747,53,33,30311,4,530330303114.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
748,1,748,53,33,30311,3,530330303113.0,-1,0, , , , , , , , , ,0
749,1,749,53,33,29206,2,530330292062.0,-1,0, , , , , , , , , ,0
750,1,750,53,33,29205,2,530330292052.0,555,558,Kent,Kent_SR-1,SR-1,Kent,SR-1,Kent_SR-1,Kent_SR-1,Residential agricultural,Y,1
751,1,751,53,33,29102,2,530330291022.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
752,1,752,53,33,29004,2,530330290042.0,-1,0, , , , , , , , , ,0
753,1,753,53,33,29003,5,530330290035.0,264,265,DesMoines,DesMoines_RS-7200,RS-7200,DesMoines,RS-7200,DesMoines_RS-7200,DesMoines_RS-7200,"Single family 7,200",Y,6.05
754,1,754,53,33,29003,4,530330290034.0,264,265,DesMoines,DesMoines_RS-7200,RS-7200,DesMoines,RS-7200,DesMoines_RS-7200,DesMoines_RS-7200,"Single family 7,200",Y,6.05
755,1,755,53,33,29003,3,530330290033.0,264,265,DesMoines,DesMoines_RS-7200,RS-7200,DesMoines,RS-7200,DesMoines_RS-7200,DesMoines_RS-7200,"Single family 7,200",Y,6.05
756,1,756,53,33,29003,2,530330290032.0,264,265,DesMoines,DesMoines_RS-7200,RS-7200,DesMoines,RS-7200,DesMoines_RS-7200,DesMoines_RS-7200,"Single family 7,200",Y,6.05
757,1,757,53,33,29003,1,530330290031.0,-1,0, , , , , , , , , ,0
758,1,758,53,33,29001,4,530330290014.0,264,265,DesMoines,DesMoines_RS-7200,RS-7200,DesMoines,RS-7200,DesMoines_RS-7200,DesMoines_RS-7200,"Single family 7,200",Y,6.05
759,1,759,53,33,29001,3,530330290013.0,262,263,DesMoines,DesMoines_RS-15000,RS-15000,DesMoines,RS-15000,DesMoines_RS-15000,DesMoines_RS-15000,"Single family 15,000",Y,2.9
760,1,760,53,33,32307,3,530330323073.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
761,1,761,53,33,32311,1,530330323111.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
762,1,762,53,33,32311,3,530330323113.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
763,1,763,53,33,32321,2,530330323212.0,577,580,King,King_RA-2.5,RA-2.5,King,RA-2.5,King_RA-2.5,King_RA-2.5,Rural area,Y,0.4
764,1,764,53,33,32311,2,530330323112.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
765,1,765,53,33,32401,2,530330324012.0,576,579,King,King_RA-10,RA-10,King,RA-10,King_RA-10,King_RA-10,Rural area,Y,0.1
766,1,766,53,33,22801,2,530330228012.0,-1,0, , , , , , , , , ,0
767,1,767,53,33,22801,3,530330228013.0,103,104,Bellevue,Bellevue_R-1,R-1,Bellevue,R-1,Bellevue_R-1,Bellevue_R-1,Single family residential estate,Y,1
768,1,768,53,33,22801,1,530330228011.0,103,104,Bellevue,Bellevue_R-1,R-1,Bellevue,R-1,Bellevue_R-1,Bellevue_R-1,Single family residential estate,Y,1
769,1,769,53,33,21903,1,530330219031.0,-1,0, , , , , , , , , ,0
770,1,770,53,33,21903,2,530330219032.0,684,687,Kirkland,Kirkland_RSA 6,RSA 6,Kirkland,RSA 6,Kirkland_RSA 6,Kirkland_RSA 6,Single family residential,Y,6
771,1,771,53,33,21904,2,530330219042.0,684,687,Kirkland,Kirkland_RSA 6,RSA 6,Kirkland,RSA 6,Kirkland_RSA 6,Kirkland_RSA 6,Single family residential,Y,6
772,1,772,53,33,22400,1,530330224001.0,681,684,Kirkland,Kirkland_RS 8.5,RS 8.5,Kirkland,RS 8.5,Kirkland_RS 8.5,Kirkland_RS 8.5,Single family residential,Y,5.12
773,1,773,53,33,22005,2,530330220052.0,-1,0, , , , , , , , , ,0
774,1,774,53,33,22202,2,530330222022.0,689,692,Kirkland,Kirkland_RSX 7.2,RSX 7.2,Kirkland,RSX 7.2,Kirkland_RSX 7.2,Kirkland_RSX 7.2,Single family residential,Y,6.05
775,1,775,53,33,22400,3,530330224003.0,-1,0, , , , , , , , , ,0
776,1,776,53,33,9900,3,530330099003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
777,1,777,53,33,9900,2,530330099002.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
778,1,778,53,33,9900,1,530330099001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
779,1,779,53,33,9800,4,530330098004.0,-1,0, , , , , , , , , ,0
780,1,780,53,33,9800,3,530330098003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
781,1,781,53,33,9800,2,530330098002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
782,1,782,53,33,9800,1,530330098001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
783,1,783,53,33,9702,5,530330097025.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
784,1,784,53,33,9702,4,530330097024.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
785,1,785,53,33,9702,3,530330097023.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
786,1,786,53,33,9702,2,530330097022.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
787,1,787,53,33,9702,1,530330097021.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
788,1,788,53,33,9701,4,530330097014.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
789,1,789,53,33,2800,1,530330028001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
790,1,790,53,33,2800,3,530330028003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
791,1,791,53,33,2800,2,530330028002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
792,1,792,53,33,2700,4,530330027004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
793,1,793,53,33,2700,3,530330027003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
794,1,794,53,33,2700,2,530330027002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
795,1,795,53,33,2700,1,530330027001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
796,1,796,53,33,2600,4,530330026004.0,-1,0, , , , , , , , , ,0
797,1,797,53,33,2600,3,530330026003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
798,1,798,53,33,2600,1,530330026001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
799,1,799,53,33,2500,2,530330025002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
800,1,800,53,33,2400,3,530330024003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
801,1,801,53,33,2400,2,530330024002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
802,1,802,53,33,2400,1,530330024001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
803,1,803,53,33,2200,4,530330022004.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
804,1,804,53,33,2200,2,530330022002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
805,1,805,53,33,30004,6,530330300046.0,-1,0, , , , , , , , , ,0
806,1,806,53,33,29205,3,530330292053.0,-1,0, , , , , , , , , ,0
807,1,807,53,33,30308,4,530330303084.0,-1,0, , , , , , , , , ,0
808,1,808,53,33,30310,4,530330303104.0,-1,0, , , , , , , , , ,0
809,1,809,53,33,30310,2,530330303102.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
810,1,810,53,33,30308,1,530330303081.0,406,409,FederalWay,FederalWay_RS5.0,RS5.0,FederalWay,RS5.0,FederalWay_RS5.0,FederalWay_RS-5,Single family 5000,Y,8.71
811,1,811,53,33,31206,2,530330312062.0,38,39,Auburn,Auburn_R5,R5,Auburn,R5,Auburn_R5,Auburn_R-5,Residential zone - 5 DU/acre,Y,5
812,1,812,53,33,31206,3,530330312063.0,-1,0, , , , , , , , , ,0
813,1,813,53,33,31000,2,530330310002.0,45,46,Auburn,Auburn_UNC,UNC,Auburn,UNC,Auburn_UNC,Auburn_UNC,Unclassfied use,Y,1
814,1,814,53,33,26200,4,530330262004.0,1581,1589,Tukwila,Tukwila_LDR,LDR,Tukwila,LDR,Tukwila_LDR,Tukwila_LDR,Low density residential,Y,6.7
815,1,815,53,33,26200,3,530330262003.0,1581,1589,Tukwila,Tukwila_LDR,LDR,Tukwila,LDR,Tukwila_LDR,Tukwila_LDR,Low density residential,Y,6.7
816,1,816,53,33,26200,2,530330262002.0,1581,1589,Tukwila,Tukwila_LDR,LDR,Tukwila,LDR,Tukwila_LDR,Tukwila_LDR,Low density residential,Y,6.7
817,1,817,53,33,26200,1,530330262001.0,-1,0, , , , , , , , , ,0
818,1,818,53,33,26100,3,530330261003.0,574,577,King,King_R-6,R-6,King,R-6,King_R-6,King_R-6,Residential,Y,9
819,1,819,53,33,26100,5,530330261005.0,574,577,King,King_R-6,R-6,King,R-6,King_R-6,King_R-6,Residential,Y,9
820,1,820,53,33,26100,2,530330261002.0,-1,0, , , , , , , , , ,0
821,1,821,53,33,26100,1,530330261001.0,-1,0, , , , , , , , , ,0
822,1,822,53,33,26001,5,530330260015.0,-1,0, , , , , , , , , ,0
823,1,823,53,33,26001,4,530330260014.0,574,577,King,King_R-6,R-6,King,R-6,King_R-6,King_R-6,Residential,Y,9
824,1,824,53,33,32401,3,530330324013.0,291,293,Duvall,Duvall_R4,R4,Duvall,R4,Duvall_R4,Duvall_R4,Residential 4,Y,4
825,1,825,53,33,32402,2,530330324022.0,-1,0, , , , , , , , , ,0
826,1,826,53,33,32402,1,530330324021.0,-1,0, , , , , , , , , ,0
827,1,827,53,33,32402,3,530330324023.0,577,580,King,King_RA-2.5,RA-2.5,King,RA-2.5,King_RA-2.5,King_RA-2.5,Rural area,Y,0.4
828,1,828,53,33,32402,4,530330324024.0,-1,0, , , , , , , , , ,0
829,1,829,53,33,32704,3,530330327043.0,-1,0, , , , , , , , , ,0
830,1,830,53,33,32704,4,530330327044.0,-1,0, , , , , , , , , ,0
831,1,831,53,33,30311,2,530330303112.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
832,1,832,53,33,30311,1,530330303111.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
833,1,833,53,33,30310,3,530330303103.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
834,1,834,53,33,30310,1,530330303101.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
835,1,835,53,33,30309,4,530330303094.0,-1,0, , , , , , , , , ,0
836,1,836,53,33,30309,3,530330303093.0,405,408,FederalWay,FederalWay_RS35.0,RS35.0,FederalWay,RS35.0,FederalWay_RS35.0,FederalWay_RS-35,Single family 35000,Y,1.24
837,1,837,53,33,29001,2,530330290012.0,264,265,DesMoines,DesMoines_RS-7200,RS-7200,DesMoines,RS-7200,DesMoines_RS-7200,DesMoines_RS-7200,"Single family 7,200",Y,6.05
838,1,838,53,33,29001,1,530330290011.0,-1,0, , , , , , , , , ,0
839,1,839,53,33,28902,4,530330289024.0,-1,0, , , , , , , , , ,0
840,1,840,53,33,28902,5,530330289025.0,266,267,DesMoines,DesMoines_RS-9600,RS-9600,DesMoines,RS-9600,DesMoines_RS-9600,DesMoines_RS-9600,"Single family 9,600",Y,4.53
841,1,841,53,33,28902,3,530330289023.0,-1,0, , , , , , , , , ,0
842,1,842,53,33,28902,1,530330289021.0,-1,0, , , , , , , , , ,0
843,1,843,53,33,28901,4,530330289014.0,254,255,DesMoines,DesMoines_R-SE,R-SE,DesMoines,R-SE,DesMoines_R-SE,DesMoines_R-SE,Suburban estate,Y,1.24
844,1,844,53,33,28901,3,530330289013.0,265,266,DesMoines,DesMoines_RS-8400,RS-8400,DesMoines,RS-8400,DesMoines_RS-8400,DesMoines_RS-8400,"Single family 8,400",Y,5.18
845,1,845,53,33,28901,2,530330289012.0,-1,0, , , , , , , , , ,0
846,1,846,53,33,28901,1,530330289011.0,265,266,DesMoines,DesMoines_RS-8400,RS-8400,DesMoines,RS-8400,DesMoines_RS-8400,DesMoines_RS-8400,"Single family 8,400",Y,5.18
847,1,847,53,33,28802,4,530330288024.0,-1,0, , , , , , , , , ,0
848,1,848,53,33,22803,3,530330228033.0,-1,0, , , , , , , , , ,0
849,1,849,53,33,23202,2,530330232022.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
850,1,850,53,33,23000,3,530330230003.0,109,110,Bellevue,Bellevue_R-3.5,R-3.5,Bellevue,R-3.5,Bellevue_R-3.5,Bellevue_R-3.5,Single family residential,Y,3.5
851,1,851,53,33,23000,2,530330230002.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
852,1,852,53,33,23000,1,530330230001.0,-1,0, , , , , , , , , ,0
853,1,853,53,33,23000,4,530330230004.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
854,1,854,53,33,23100,1,530330231001.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
855,1,855,53,33,22400,2,530330224002.0,680,683,Kirkland,Kirkland_RS 7.2,RS 7.2,Kirkland,RS 7.2,Kirkland_RS 7.2,Kirkland_RS 7.2,Single family residential,Y,6.05
856,1,856,53,33,22400,4,530330224004.0,-1,0, , , , , , , , , ,0
857,1,857,53,33,24601,2,530330246012.0,863,866,MercerIsland,MercerIsland_R-9.6,R-9.6,MercerIsland,R-9.6,MercerIsland_R-9.6,MercerIsland_R-9.6,Single family,Y,4.53
858,1,858,53,33,22500,5,530330225005.0,-1,0, , , , , , , , , ,0
859,1,859,53,33,22500,3,530330225003.0,-1,0, , , , , , , , , ,0
860,1,860,53,33,22500,1,530330225001.0,680,683,Kirkland,Kirkland_RS 7.2,RS 7.2,Kirkland,RS 7.2,Kirkland_RS 7.2,Kirkland_RS 7.2,Single family residential,Y,6.05
861,1,861,53,33,22500,4,530330225004.0,-1,0, , , , , , , , , ,0
862,1,862,53,33,22604,3,530330226043.0,689,692,Kirkland,Kirkland_RSX 7.2,RSX 7.2,Kirkland,RSX 7.2,Kirkland_RSX 7.2,Kirkland_RSX 7.2,Single family residential,Y,6.05
863,1,863,53,33,9701,3,530330097013.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
