,GRID_ID,count
0,ET-157,1
743,FV-199,1
745,FV-202,1
754,FW-131,1
756,FW-133,1
757,FW-134,1
760,FW-137,1
5647,HT-244,1
5646,HT-204,1
5636,HT-192,1
5574,HT-125,1
5554,HT-104,1
5552,HT-102,1
5539,HS-86,1
5538,HS-85,1
5537,HS-244,1
5502,HS-165,1
5467,HS-126,1
5442,HS-100,1
5440,HR-97,1
1483,GF-170,1
5754,HU-206,1
5755,HU-83,1
5761,HU-96,1
6082,HY-148,1
6081,HY-147,1
6072,HY-135,1
6045,HY-106,1
6038,HX-90,1
6024,HX-185,1
673,FU-191,1
5995,HX-148,1
680,FU-220,1
806,FW-183,1
5975,HX-121,1
5949,HW-200,1
5948,HW-199,1
5939,HW-190,1
5907,HW-152,1
5898,HW-143,1
5865,HW-100,1
5858,HV-82,1
5801,HV-139,1
5765,HV-101,1
5953,HW-90,1
5430,HR-87,1
5428,HR-85,1
5419,HR-200,1
5083,HO-209,1
5071,HO-193,1
5068,HO-190,1
4969,HN-207,1
4960,HN-196,1
4940,HN-175,1
902,FY-129,1
4854,HM-244,1
4853,HM-209,1
5084,HO-243,1
4850,HM-205,1
4838,HM-189,1
4775,HM-123,1
4754,HM-100,1
4738,HL-209,1
4736,HL-207,1
4719,HL-189,1
4717,HL-187,1
4695,HL-164,1
4647,HL-113,1
4845,HM-199,1
6096,HY-169,1
5087,HO-88,1
5105,HP-107,1
816,FW-198,1
5393,HR-169,1
5354,HR-128,1
5329,HR-100,1
5325,HQ-96,1
5319,HQ-89,1
824,FW-209,1
5317,HQ-85,1
5316,HQ-84,1
5104,HP-106,1
828,FX-132,1
5236,HQ-123,1
5203,HP-86,1
5202,HP-85,1
5201,HP-209,1
5192,HP-200,1
5190,HP-198,1
869,FX-175,1
5133,HP-136,1
5125,HP-128,1
5240,HQ-127,1
6108,HY-187,1
6111,HY-190,1
6124,HY-83,1
6547,IE-245,1
6546,IE-241,1
6545,IE-201,1
453,FR-141,1
6544,IE-186,1
6538,IE-166,1
6527,IE-155,1
6526,IE-154,1
6515,IE-143,1
6548,IE-246,1
6498,IE-120,1
6482,ID-188,1
6481,ID-187,1
486,FR-179,1
6476,ID-182,1
6469,ID-163,1
6463,ID-157,1
504,FS-138,1
6443,ID-137,1
6436,ID-124,1
6484,ID-201,1
6423,ID-106,1
6549,IE-83,1
6554,IF-113,1
386,FP-177,1
6630,IG-202,1
391,FP-199,1
6627,IG-180,1
6626,IG-179,1
399,FQ-140,1
400,FQ-141,1
6614,IG-146,1
6610,IG-141,1
6551,IE-85,1
6609,IG-140,1
6596,IG-115,1
6593,IF-83,1
6590,IF-184,1
425,FQ-167,1
426,FQ-169,1
6570,IF-143,1
6569,IF-141,1
6568,IF-130,1
6567,IF-129,1
6607,IG-132,1
934,FY-171,1
6422,ID-104,1
6416,IC-83,1
6286,IA-244,1
583,FT-161,1
6272,IA-175,1
6265,IA-159,1
6251,IA-143,1
6246,IA-138,1
6244,IA-136,1
6238,IA-129,1
6224,IA-115,1
6287,IA-83,1
6222,IA-113,1
611,FT-204,1
6208,HZ-89,1
6207,HZ-84,1
6203,HZ-199,1
6194,HZ-186,1
6187,HZ-175,1
6185,HZ-173,1
6178,HZ-157,1
6162,HZ-138,1
6220,IA-111,1
6418,IC-85,1
6290,IB-100,1
6320,IB-142,1
6415,IC-245,1
6409,IC-187,1
6399,IC-159,1
6395,IC-155,1
6393,IC-151,1
6379,IC-134,1
6378,IC-132,1
541,FS-178,1
6357,IB-88,1
6314,IB-136,1
6356,IB-87,1
548,FS-187,1
551,FS-204,1
6341,IB-174,1
6334,IB-159,1
6330,IB-155,1
6328,IB-152,1
6325,IB-147,1
565,FT-142,1
6322,IB-144,1
6354,IB-246,1
6631,IH-101,1
937,FY-174,1
4619,HK-84,1
2013,GO-177,1
2006,GO-155,1
1998,GO-133,1
1994,GN-230,1
1992,GN-226,1
1989,GN-220,1
1281,GC-215,1
1986,GN-217,1
1945,GN-134,1
1299,GD-135,1
1943,GM-232,1
1942,GM-230,1
1939,GM-225,1
1307,GD-143,1
1936,GM-221,1
1901,GM-177,1
1898,GM-173,1
1875,GL-217,1
1874,GL-216,1
2050,GO-220,1
2057,GO-227,1
2058,GO-230,1
2060,GO-232,1
2372,GS-228,1
2370,GS-226,1
2367,GS-223,1
1214,GC-133,1
1215,GC-134,1
2365,GS-220,1
2363,GS-218,1
2284,GR-232,1
2282,GR-226,1
1337,GD-174,1
2273,GR-217,1
2200,GQ-233,1
2174,GQ-199,1
2156,GQ-176,1
2144,GQ-154,1
2143,GQ-153,1
2125,GP-228,1
2120,GP-221,1
2072,GP-155,1
2061,GO-233,1
2238,GR-177,1
1343,GD-188,1
1841,GL-156,1
1840,GL-155,1
1634,GH-181,1
1633,GH-180,1
1630,GH-177,1
1604,GG-231,1
1599,GG-226,1
1437,GE-216,1
1438,GE-217,1
1448,GF-121,1
1453,GF-127,1
1655,GH-206,1
1455,GF-131,1
1535,GG-134,1
1460,GF-137,1
1529,GG-128,1
1522,GF-227,1
1516,GF-221,1
1514,GF-214,1
1511,GF-206,1
1487,GF-180,1
1484,GF-173,1
1553,GG-162,1
1207,GC-126,1
1663,GH-227,1
1678,GI-154,1
1835,GK-230,1
1830,GK-224,1
1825,GK-219,1
1823,GK-217,1
1822,GK-216,1
1821,GK-215,1
1819,GK-213,1
1818,GK-212,1
1362,GD-207,1
1676,GI-139,1
1369,GD-222,1
1773,GK-132,1
1766,GJ-219,1
1732,GJ-168,1
1386,GE-134,1
1730,GJ-166,1
1726,GJ-162,1
1719,GJ-132,1
1681,GI-166,1
1410,GE-169,1
1789,GK-174,1
2376,GS-232,1
2462,GT-219,1
2469,GT-227,1
4014,HF-93,1
4000,HF-214,1
3948,HF-159,1
3881,HE-85,1
3876,HE-235,1
3874,HE-219,1
3871,HE-216,1
3867,HE-211,1
3754,HD-84,1
4023,HG-102,1
3753,HD-83,1
3741,HD-211,1
1046,GA-134,1
1054,GA-146,1
3444,HB-158,1
3410,HB-108,1
1059,GA-153,1
3405,HB-101,1
3397,HA-93,1
3383,HA-239,1
3750,HD-220,1
3382,HA-237,1
985,FZ-156,1
4133,HG-88,1
4618,HK-243,1
4614,HK-207,1
4596,HK-189,1
4595,HK-188,1
4498,HJ-82,1
4496,HJ-244,1
4495,HJ-213,1
4475,HJ-188,1
4400,HJ-112,1
4125,HG-208,1
4399,HJ-109,1
4374,HI-243,1
970,FZ-128,1
4254,HH-82,1
4253,HH-243,1
4252,HH-212,1
974,FZ-137,1
4250,HH-210,1
977,FZ-141,1
4248,HH-206,1
4375,HI-83,1
4620,HK-85,1
3380,HA-222,1
3318,HA-150,1
2982,GX-223,1
2981,GX-221,1
1143,GB-152,1
2979,GX-218,1
2978,GX-217,1
2853,GW-238,1
2848,GW-228,1
2842,GW-221,1
2741,GW-117,1
2992,GX-239,1
2738,GW-103,1
2715,GV-237,1
2713,GV-233,1
2702,GV-219,1
2593,GU-89,1
2592,GU-88,1
2585,GU-235,1
2580,GU-228,1
1193,GB-212,1
2471,GT-229,1
2717,GV-81,1
3379,HA-220,1
2993,GX-240,1
3110,GY-214,1
3312,HA-143,1
3282,HA-102,1
3274,GZ-93,1
3270,GZ-89,1
3267,GZ-86,1
3262,GZ-240,1
3261,GZ-238,1
3260,GZ-236,1
1095,GA-192,1
3011,GY-104,1
3248,GZ-215,1
3128,GY-238,1
3127,GY-237,1
3126,GY-236,1
3125,GY-234,1
1112,GA-219,1
3118,GY-226,1
3115,GY-223,1
3113,GY-219,1
1122,GB-125,1
3130,GY-241,1
6632,IH-105,1
5741,HU-187,1
6931,IY-168,1
6805,IO-189,1
7018,JH-216,1
6807,IP-103,1
6808,IP-104,1
298,FN-172,1
6809,IP-123,1
111,FI-153,1
6812,IP-162,1
294,FN-168,1
293,FN-167,1
7013,JG-84,1
292,FN-166,1
115,FI-162,1
6820,IP-170,1
7007,JF-90,1
120,FI-176,1
6826,IP-190,1
7005,JF-85,1
286,FN-151,1
126,FI-182,1
129,FI-187,1
6827,IP-191,1
6830,IP-86,1
7003,JF-197,1
132,FI-190,1
134,FI-192,1
6999,JF-105,1
137,FI-196,1
6993,JE-212,1
103,FH-191,1
6992,JE-211,1
6804,IO-186,1
306,FN-191,1
66,FF-191,1
7064,JO-94,1
68,FG-148,1
6751,IM-133,1
6759,IM-168,1
7054,JM-93,1
75,FG-156,1
6760,IM-196,1
78,FG-162,1
79,FG-187,1
6762,IM-242,1
7044,JK-81,1
6764,IN-103,1
7039,JJ-83,1
6772,IN-144,1
6773,IN-161,1
7038,JJ-218,1
7033,JI-83,1
7032,JI-197,1
6783,IN-197,1
6785,IN-86,1
312,FO-140,1
6786,IO-102,1
310,FO-138,1
7025,JH-82,1
6787,IO-103,1
6788,IO-122,1
98,FH-178,1
6790,IO-125,1
7024,JH-232,1
64,FF-188,1
6991,JE-210,1
143,FJ-152,1
6935,IY-202,1
259,FM-169,1
194,FK-184,1
258,FM-168,1
257,FM-165,1
6928,IY-128,1
6924,IX-83,1
6921,IX-191,1
206,FK-197,1
6919,IX-171,1
6918,IX-169,1
251,FM-151,1
6871,IS-83,1
209,FL-148,1
6913,IW-84,1
6912,IW-83,1
6901,IV-83,1
6878,IT-202,1
6900,IV-203,1
220,FL-168,1
6897,IV-168,1
6896,IV-167,1
245,FM-141,1
244,FL-198,1
224,FL-177,1
227,FL-181,1
230,FL-184,1
6891,IV-107,1
240,FL-194,1
189,FK-179,1
6834,IQ-158,1
261,FM-171,1
6941,IZ-167,1
6990,JE-204,1
6842,IQ-174,1
6989,JE-195,1
147,FJ-163,1
6843,IQ-189,1
6845,IR-104,1
274,FM-196,1
273,FM-195,1
6846,IR-124,1
6854,IR-191,1
270,FM-191,1
269,FM-190,1
6974,JC-86,1
6972,JC-208,1
165,FJ-196,1
6970,JC-194,1
6964,JB-207,1
6856,IR-241,1
6962,JB-194,1
6960,JB-164,1
6956,JB-129,1
6955,JB-106,1
6858,IS-124,1
175,FK-155,1
6945,IZ-203,1
181,FK-171,1
182,FK-172,1
183,FK-173,1
263,FM-173,1
6937,IZ-128,1
6737,IL-160,1
238,FL-192,1
6706,IJ-201,1
7081,JS-107,1
6645,IH-148,1
351,FP-137,1
37,FD-162,1
6727,IK-98,1
7110,KC-134,1
7108,KB-144,1
19,FC-150,1
7092,JV-192,1
6659,IH-173,1
7093,JW-139,1
6725,IK-244,1
348,FO-202,1
347,FO-200,1
7104,JY-188,1
6685,II-171,1
346,FO-199,1
344,FO-197,1
7116,KE-133,1
14,FB-152,1
6675,II-156,1
7099,JX-143,1
7121,KJ-143,1
7102,JX-190,1
7101,JX-189,1
17,FB-158,1
7117,KE-143,1
7126,KP-143,1
7,EZ-151,1
6656,IH-168,1
7076,JQ-196,1
356,FP-143,1
6731,IL-123,1
63,FF-162,1
34,FD-157,1
7111,KC-135,1
6643,IH-146,1
28,FD-149,1
27,FC-159,1
6640,IH-143,1
6730,IL-122,1
6699,IJ-159,1
61,FF-159,1
7127,KS-139,1
7075,JQ-195,1
6,EY-155,1
22,FC-154,2
1679,GI-155,2
3726,HD-194,2
4138,HG-93,2
3638,HC-92,2
6963,JB-195,2
20,FC-151,2
4287,HI-119,2
1674,GI-137,2
3628,HC-241,2
4285,HI-117,2
976,FZ-140,2
1671,GI-134,2
1661,GH-225,2
174,FK-154,2
1047,GA-135,2
4249,HH-207,2
3635,HC-89,2
4028,HG-109,2
153,FJ-181,2
1403,GE-156,2
1020,FZ-195,2
1685,GI-173,2
3768,HD-99,2
1716,GI-227,2
3763,HD-94,2
3760,HD-91,2
156,FJ-184,2
155,FJ-183,2
158,FJ-187,2
3879,HE-82,2
1683,GI-169,2
3886,HE-92,2
6975,JD-131,2
3888,HE-94,2
1001,FZ-172,2
3897,HF-104,2
161,FJ-191,2
162,FJ-192,2
25,FC-157,2
1688,GI-179,2
1411,GE-176,2
1631,GH-178,2
7119,KF-144,2
4502,HJ-87,2
5067,HO-187,2
1556,GG-168,2
7123,KM-143,2
7125,KP-142,2
5098,HP-100,2
6907,IW-166,2
216,FL-155,2
217,FL-163,2
1538,GG-142,2
5187,HP-194,2
5198,HP-206,2
1523,GF-229,2
5,EY-154,2
3,EX-154,2
5055,HO-175,2
223,FL-174,2
5215,HQ-102,2
5221,HQ-108,2
2,EU-157,2
225,FL-178,2
5269,HQ-158,2
5297,HQ-188,2
5304,HQ-196,2
5310,HQ-204,2
5315,HQ-210,2
1485,GF-175,2
229,FL-183,2
232,FL-186,2
234,FL-188,2
5418,HR-198,2
5208,HP-93,2
1628,GH-174,2
4975,HN-90,2
12,FA-157,2
185,FK-175,2
1626,GH-172,2
4598,HK-191,2
4599,HK-192,2
6942,IZ-172,2
4617,HK-210,2
1625,GH-171,2
1601,GG-228,2
1600,GG-227,2
3507,HB-83,2
4625,HK-90,2
4626,HK-91,2
6634,IH-124,2
1595,GG-221,2
4971,HN-244,2
4723,HL-193,2
1565,GG-177,2
6926,IX-85,2
4740,HL-244,2
6925,IX-84,2
1564,GG-176,2
4839,HM-190,2
202,FK-192,2
4851,HM-206,2
204,FK-194,2
7122,KK-143,2
4935,HN-170,2
1449,GF-122,2
1562,GG-174,2
4967,HN-205,2
1443,GE-222,2
29,FD-150,2
1280,GC-207,2
7113,KC-145,2
90,FH-153,2
7030,JI-134,2
92,FH-164,2
2373,GS-229,2
7028,JI-131,2
7027,JH-85,2
2465,GT-223,2
1929,GM-213,2
7026,JH-83,2
1928,GM-212,2
1896,GM-163,2
2470,GT-228,2
1892,GM-147,2
97,FH-176,2
2472,GT-230,2
2533,GU-179,2
2576,GU-224,2
1890,GM-133,2
1885,GL-227,2
2584,GU-234,2
99,FH-179,2
1884,GL-226,2
2586,GU-82,2
100,FH-187,2
101,FH-189,2
2602,GV-100,2
2605,GV-116,2
2606,GV-117,2
2607,GV-124,2
1938,GM-224,2
1882,GL-224,2
7034,JI-91,2
1940,GM-226,2
1993,GN-227,2
1282,GC-216,2
2011,GO-163,2
1285,GC-219,2
2044,GO-214,2
2049,GO-219,2
1286,GC-221,2
1955,GN-177,2
2051,GO-221,2
2053,GO-223,2
1288,GC-223,2
7061,JO-139,2
7059,JN-225,2
2082,GP-176,2
2083,GP-183,2
2117,GP-218,2
2124,GP-226,2
2127,GP-231,2
1952,GN-162,2
76,FG-160,2
1948,GN-153,2
1296,GD-132,2
1231,GC-150,2
7040,JK-133,2
2277,GR-221,2
1944,GN-133,2
7087,JU-142,2
1941,GM-229,2
2328,GS-173,2
7037,JJ-197,2
1879,GL-221,2
2714,GV-236,2
7023,JH-231,2
121,FI-177,2
3119,GY-227,2
3120,GY-229,2
3121,GY-230,2
1114,GA-221,2
41,FE-151,2
125,FI-181,2
7107,KA-143,2
7004,JF-214,2
3247,GZ-214,2
36,FD-159,2
3257,GZ-225,2
1795,GK-185,2
1792,GK-178,2
3268,GZ-87,2
136,FI-195,2
3271,GZ-90,2
35,FD-158,2
6998,JE-88,2
1370,GD-223,2
140,FJ-149,2
1778,GK-162,2
1777,GK-155,2
3384,HA-240,2
3385,HA-81,2
7112,KC-143,2
6982,JD-84,2
6981,JD-196,2
6980,JD-195,2
1829,GK-223,2
1123,GB-127,2
3109,GY-213,2
3045,GY-149,2
6889,IU-83,2
49,FE-189,2
7022,JH-230,2
1160,GB-169,2
1849,GL-180,2
1848,GL-175,2
2852,GW-233,2
110,FI-150,2
48,FE-188,2
2854,GW-81,2
2861,GW-88,2
2862,GW-89,2
1845,GL-171,2
2867,GW-94,2
3506,HB-82,2
1339,GD-184,2
2977,GX-216,2
1342,GD-187,2
47,FE-162,2
112,FI-154,2
7014,JG-90,2
1836,GL-132,2
1833,GK-227,2
1832,GK-226,2
1137,GB-146,2
7008,JG-132,2
2994,GX-81,2
1133,GB-140,2
3004,GX-93,2
118,FI-166,2
2875,GX-102,2
105,FH-193,2
6633,IH-123,2
1478,GF-162,2
6735,IL-129,2
6424,ID-107,2
6742,IL-165,2
6855,IR-192,2
516,FS-150,2
5895,HW-136,2
6744,IL-243,2
330,FO-167,2
5896,HW-138,2
6411,IC-190,2
328,FO-163,2
6386,IC-142,2
529,FS-165,2
268,FM-184,2
530,FS-166,2
5918,HW-167,2
6385,IC-141,2
5933,HW-183,2
6382,IC-138,2
6761,IM-199,2
538,FS-175,2
5829,HV-171,2
500,FS-134,2
6824,IP-174,2
6462,ID-156,2
6540,IE-180,2
6715,IK-129,2
6532,IE-160,2
6529,IE-157,2
6513,IE-141,2
5675,HU-118,2
6511,IE-139,2
5682,HU-127,2
345,FO-198,2
6496,IE-116,2
6377,IC-129,2
6494,IE-114,2
6488,IE-100,2
6483,ID-190,2
483,FR-176,2
6859,IS-125,2
6716,IK-130,2
487,FR-184,2
5772,HV-108,2
5775,HV-112,2
6467,ID-161,2
6729,IL-119,2
6490,IE-110,2
5965,HX-111,2
5968,HX-114,2
6367,IC-110,2
6091,HY-158,2
6831,IQ-126,2
6104,HY-177,2
6247,IA-139,2
6806,IO-83,2
6243,IA-134,2
6112,HY-191,2
6223,IA-114,2
608,FT-188,2
6811,IP-129,2
6253,IA-146,2
6210,IA-100,2
6206,HZ-202,2
6202,HZ-198,2
6195,HZ-189,2
6137,HZ-113,2
6144,HZ-120,2
6159,HZ-135,2
6161,HZ-137,2
6192,HZ-182,2
6189,HZ-179,2
6186,HZ-174,2
6209,HZ-90,2
6712,IK-126,2
281,FN-146,2
6269,IA-166,2
275,FN-140,2
6353,IB-199,2
550,FS-196,2
6336,IB-161,2
6780,IN-170,2
557,FT-134,2
6020,HX-179,2
6327,IB-151,2
6326,IB-149,2
6315,IB-137,2
6080,HY-146,2
6313,IB-134,2
6295,IB-105,2
6294,IB-104,2
6054,HY-117,2
6289,IA-89,2
659,FU-175,2
6073,HY-138,2
6288,IA-84,2
6285,IA-203,2
6284,IA-197,2
6277,IA-185,2
6036,HX-83,2
5658,HU-101,2
288,FN-155,2
6616,IG-152,2
393,FP-201,2
5645,HT-203,2
5632,HT-188,2
6678,II-161,2
6589,IF-181,2
5533,HS-204,2
5634,HT-190,2
397,FP-212,2
5530,HS-199,2
398,FQ-138,2
439,FQ-194,2
253,FM-153,2
401,FQ-142,2
6669,II-126,2
768,FW-145,2
432,FQ-175,2
5526,HS-194,2
6562,IF-124,2
435,FQ-178,2
5629,HT-184,2
5509,HS-173,2
6613,IG-145,2
5523,HS-188,2
6611,IG-143,2
6560,IF-122,2
6628,IG-185,2
5524,HS-189,2
376,FP-164,2
417,FQ-159,2
445,FQ-206,2
6591,IF-185,2
388,FP-179,2
5653,HT-93,2
5534,HS-206,2
418,FQ-160,2
6598,IG-118,2
755,FW-132,2
420,FQ-162,2
6709,IK-123,2
451,FR-137,2
6552,IF-101,2
759,FW-136,2
452,FR-139,2
383,FP-174,2
390,FP-198,2
6644,IH-147,2
6867,IS-190,2
2311,GS-155,3
2572,GU-220,3
6304,IB-120,3
6664,II-101,3
1440,GE-219,3
2483,GT-99,3
2579,GU-227,3
6324,IB-146,3
1624,GH-170,3
1209,GC-128,3
1613,GH-144,3
6599,IG-122,3
6782,IN-189,3
2371,GS-227,3
6329,IB-154,3
555,FT-132,3
2377,GS-233,3
2455,GT-212,3
2368,GS-224,3
6606,IG-129,3
2463,GT-221,3
6779,IN-169,3
2466,GT-224,3
2364,GS-219,3
6608,IG-133,3
1205,GC-122,3
1363,GD-216,3
2583,GU-232,3
9,EZ-157,3
6237,IA-128,3
604,FT-184,3
2870,GW-97,3
1533,GG-132,3
2877,GX-104,3
1525,GG-124,3
1142,GB-151,3
5435,HR-92,3
1521,GF-226,3
2988,GX-230,3
6199,HZ-194,3
1518,GF-223,3
6629,IG-186,3
4,EY-151,3
117,FI-164,3
1513,GF-208,3
377,FP-166,3
6191,HZ-181,3
6241,IA-132,3
576,FT-153,3
6647,IH-158,3
1457,GF-133,3
1566,GG-179,3
1446,GE-225,3
6793,IO-128,3
371,FP-158,3
6794,IO-161,3
6615,IG-148,3
2609,GV-126,3
6268,IA-163,3
6673,II-144,3
2712,GV-232,3
6619,IG-160,3
6264,IA-158,3
1560,GG-172,3
6252,IA-144,3
2726,GV-91,3
2732,GV-97,3
6625,IG-166,3
2739,GW-115,3
7020,JH-227,3
6245,IA-137,3
2310,GS-154,3
6594,IF-84,3
6771,IN-129,3
1889,GM-132,3
1733,GJ-169,3
1891,GM-134,3
6717,IK-131,3
1894,GM-154,3
1895,GM-162,3
30,FD-151,3
1731,GJ-167,3
1899,GM-175,3
1887,GL-229,3
6478,ID-184,3
54,FF-152,3
6474,ID-180,3
7089,JV-141,3
495,FR-205,3
1393,GE-146,3
6460,ID-154,3
6561,IF-123,3
1297,GD-133,3
501,FS-135,3
6726,IK-83,3
1295,GD-131,3
1765,GJ-218,3
1883,GL-225,3
1365,GD-218,3
1820,GK-214,3
1791,GK-177,3
7105,JY-189,3
1826,GK-220,3
6525,IE-153,3
6512,IE-140,3
1781,GK-165,3
1837,GL-133,3
1768,GJ-223,3
6508,IE-136,3
6506,IE-128,3
1341,GD-186,3
1844,GL-169,3
6550,IE-84,3
477,FR-168,3
6492,IE-112,3
1332,GD-169,3
1876,GL-218,3
1772,GJ-229,3
469,FR-160,3
84,FG-192,3
1947,GN-149,3
1950,GN-155,3
7052,JM-177,3
24,FC-156,3
1252,GC-172,3
1251,GC-171,3
6383,IC-139,3
2121,GP-222,3
2122,GP-223,3
6676,II-157,3
1244,GC-163,3
1412,GE-181,3
533,FS-169,3
1796,GK-188,3
1235,GC-154,3
2197,GQ-227,3
542,FS-181,3
7118,KF-143,3
2223,GR-154,3
2251,GR-195,3
1627,GH-173,3
6358,IB-89,3
6380,IC-135,3
6453,ID-147,3
1255,GC-175,3
1259,GC-179,3
1291,GD-122,3
6449,ID-143,3
1715,GI-226,3
6441,ID-129,3
1714,GI-225,3
6434,ID-117,3
7066,JP-140,3
6425,ID-108,3
62,FF-161,3
6686,II-173,3
1713,GI-224,3
1706,GI-205,3
65,FF-189,3
2012,GO-175,3
6414,IC-211,3
1687,GI-176,3
6690,IJ-121,3
6753,IM-161,3
1261,GC-187,3
1682,GI-168,3
1711,GI-222,3
6454,ID-148,3
6884,IU-168,3
5182,HP-189,3
6874,IT-168,3
5932,HW-182,3
5124,HP-127,3
6908,IW-169,3
5899,HW-144,3
5090,HO-91,3
267,FM-183,3
3949,HF-160,3
3998,HF-211,3
212,FL-151,3
5075,HO-199,3
4005,HF-83,3
4015,HF-94,3
4017,HF-96,3
6971,JC-207,3
6914,IX-127,3
986,FZ-157,3
3878,HE-243,3
5886,HW-124,3
159,FJ-188,3
5936,HW-186,3
853,FX-158,3
246,FM-142,3
3629,HC-82,3
5542,HS-89,3
5546,HS-93,3
5549,HS-97,3
5996,HX-149,3
3650,HD-107,3
3735,HD-203,3
3740,HD-210,3
247,FM-146,3
5184,HP-191,3
865,FX-171,3
4705,HL-175,3
3774,HE-107,3
3818,HE-155,3
5168,HP-175,3
157,FJ-185,3
5535,HS-207,3
5638,HT-194,3
5862,HV-86,3
4507,HJ-92,3
4593,HK-185,3
6923,IX-202,3
727,FV-176,3
4824,HM-173,3
4814,HM-163,3
5758,HU-90,3
5756,HU-88,3
5672,HU-115,3
5674,HU-117,3
935,FY-172,3
191,FK-181,3
921,FY-158,3
4627,HK-92,3
6934,IY-193,3
5689,HU-135,3
6929,IY-129,3
201,FK-191,3
5863,HV-90,3
4852,HM-207,3
4856,HM-86,3
4988,HO-103,3
5856,HV-202,3
5848,HV-194,3
4972,HN-85,3
5845,HV-191,3
6870,IS-82,3
4963,HN-201,3
5800,HV-138,3
4962,HN-200,3
4286,HI-118,3
967,FY-210,3
176,FK-161,3
4383,HI-93,3
6947,JA-128,3
6946,IZ-84,3
4857,HM-88,3
5783,HV-120,3
955,FY-193,3
3568,HC-159,3
4718,HL-188,3
3560,HC-149,3
3151,GZ-107,3
235,FL-189,3
5443,HS-101,3
130,FI-188,3
6881,IT-85,3
6105,HY-178,3
243,FL-197,3
6095,HY-165,3
6092,HY-160,3
5213,HP-98,3
5504,HS-168,3
226,FL-179,3
829,FX-134,3
5313,HQ-208,3
3310,HA-139,3
3311,HA-140,3
6079,HY-145,3
1074,GA-169,3
5507,HS-171,3
5411,HR-187,3
3138,GY-91,3
3134,GY-84,3
3133,GY-83,3
5432,HR-89,3
1121,GB-124,3
5438,HR-95,3
5429,HR-86,3
6888,IU-194,3
5423,HR-204,3
7006,JF-89,3
6147,HZ-123,3
1113,GA-220,3
6078,HY-144,3
124,FI-180,3
241,FL-195,3
6123,HY-244,3
6122,HY-201,3
127,FI-183,3
6120,HY-199,3
3129,GY-239,3
6114,HY-193,3
3131,GY-81,3
5415,HR-193,3
3124,GY-233,3
3342,HA-180,3
5503,HS-167,3
5285,HQ-175,3
278,FN-143,3
3492,HB-210,3
3440,HB-150,3
5298,HQ-189,3
146,FJ-162,3
6019,HX-178,3
6037,HX-84,3
5299,HQ-190,3
6025,HX-190,3
6979,JD-175,3
5241,HQ-129,3
6028,HX-193,3
5246,HQ-135,3
1044,GA-132,3
5302,HQ-194,3
3558,HC-144,3
5305,HQ-199,3
3501,HB-219,3
5189,HP-196,4
5660,HU-103,4
1712,GI-223,4
5657,HU-100,4
5188,HP-195,4
6922,IX-194,4
6866,IS-171,4
5556,HT-106,4
1794,GK-180,4
5185,HP-192,4
1675,GI-138,4
6674,II-146,4
6595,IG-100,4
5527,HS-195,4
5238,HQ-125,4
5665,HU-108,4
6528,IE-156,4
5216,HQ-103,4
4741,HL-86,4
1828,GK-222,4
5439,HR-96,4
6520,IE-148,4
5197,HP-205,4
4739,HL-210,4
6604,IG-127,4
7103,JY-143,4
5678,HU-121,4
5214,HQ-100,4
1632,GH-179,4
6711,IK-125,4
6868,IS-191,4
4892,HN-124,4
5566,HT-116,4
1567,GG-181,4
1557,GG-169,4
6559,IF-121,4
5614,HT-169,4
1725,GJ-154,4
1721,GJ-136,4
5074,HO-198,4
5110,HP-112,4
5076,HO-200,4
1703,GI-202,4
5633,HT-189,4
1704,GI-203,4
5306,HQ-200,4
5088,HO-89,4
5641,HT-199,4
1589,GG-206,4
6555,IF-114,4
6895,IV-166,4
6574,IF-151,4
6707,IJ-84,4
5169,HP-176,4
4954,HN-190,4
6688,II-84,4
7115,KD-144,4
5458,HS-116,4
6663,IH-84,4
5330,HR-101,4
4970,HN-209,4
6892,IV-127,4
1767,GJ-220,4
6693,IJ-125,4
5323,HQ-94,4
1743,GJ-179,4
1739,GJ-175,4
5460,HS-118,4
3108,GY-212,4
4376,HI-86,4
6501,IE-123,4
2568,GU-215,4
6030,HX-195,4
6316,IB-138,4
2467,GT-225,4
3496,HB-214,4
3499,HB-217,4
3503,HB-221,4
6010,HX-169,4
3513,HB-89,4
7128,KS-140,4
3612,HC-204,4
3626,HC-219,4
6006,HX-159,4
6351,IB-193,4
6774,IN-162,4
6001,HX-154,4
3636,HC-90,4
6976,JD-132,4
3749,HD-219,4
2274,GR-218,4
5993,HX-146,4
5991,HX-143,4
7043,JK-196,4
3759,HD-90,4
5961,HX-106,4
6374,IC-126,4
5947,HW-198,4
2196,GQ-224,4
3765,HD-96,4
3392,HA-88,4
5937,HW-187,4
6039,HY-100,4
3381,HA-231,4
6175,HZ-154,4
6167,HZ-144,4
3002,GX-91,4
2997,GX-84,4
2995,GX-82,4
6814,IP-164,4
2986,GX-228,4
2975,GX-214,4
3148,GZ-101,4
6225,IA-116,4
3152,GZ-117,4
6107,HY-184,4
3252,GZ-219,4
7019,JH-221,4
2839,GW-218,4
3253,GZ-220,4
3254,GZ-221,4
3259,GZ-235,4
7000,JF-131,4
6833,IQ-128,4
6260,IA-154,4
3272,GZ-91,4
3278,GZ-97,4
3283,HA-103,4
2698,GV-215,4
6280,IA-191,4
2598,GU-96,4
3370,HA-209,4
