,GRID_ID,count
2543,GU-190,246
570,FT-147,246
777,FW-154,247
2152,GQ-162,247
5223,HQ-110,247
5452,HS-110,247
3846,HE-185,248
2325,GS-169,250
1859,GL-197,250
1696,GI-195,250
4171,HH-127,251
4699,HL-168,251
3976,HF-187,251
3417,HB-123,252
4141,HG-96,252
2002,GO-149,252
3903,HF-114,252
647,FU-163,252
3020,GY-124,252
2903,GX-142,252
2067,GP-148,253
4560,HK-152,253
5643,HT-201,253
1862,GL-200,254
1692,GI-191,254
2394,GT-143,254
761,FW-138,255
5982,HX-128,255
4391,HJ-101,255
3050,GY-154,256
691,FV-140,256
3352,HA-190,257
3808,HE-143,257
2920,GX-159,257
709,FV-158,258
3756,HD-87,259
3660,HD-123,259
2621,GV-138,259
4178,HH-134,260
3067,GY-171,260
2969,GX-208,260
1755,GJ-199,261
2320,GS-164,261
3901,HF-112,262
5607,HT-160,262
2780,GW-159,262
2756,GW-135,263
3298,HA-127,263
3030,GY-134,263
2145,GQ-155,263
4074,HG-155,264
2488,GU-131,264
4215,HH-171,264
4281,HI-113,265
2101,GP-201,265
4070,HG-151,266
5031,HO-146,266
2684,GV-201,267
2267,GR-211,267
2654,GV-171,267
2519,GU-162,267
3359,HA-197,267
1583,GG-200,267
3690,HD-157,267
4056,HG-137,268
2214,GR-144,268
4201,HH-157,268
1968,GN-195,269
2818,GW-197,270
95,FH-168,270
799,FW-176,270
3967,HF-178,271
3158,GZ-123,272
3814,HE-151,272
6776,IN-166,272
2771,GW-150,272
3425,HB-131,273
1910,GM-193,273
4315,HI-147,273
2630,GV-147,274
4135,HG-90,274
4332,HI-164,274
3937,HF-148,275
3839,HE-178,275
4210,HH-166,275
5144,HP-147,275
2908,GX-147,275
5979,HX-125,275
4387,HI-97,276
4290,HI-122,276
6118,HY-197,276
3830,HE-169,277
4160,HH-116,277
4067,HG-148,277
3486,HB-203,277
2614,GV-131,278
5004,HO-119,278
1358,GD-203,279
2954,GX-193,279
2651,GV-168,279
4460,HJ-173,280
1966,GN-193,280
3184,GZ-149,280
3350,HA-188,281
5250,HQ-139,281
1757,GJ-201,283
2523,GU-166,283
4896,HN-128,284
4878,HN-110,285
643,FU-158,285
2772,GW-151,286
2894,GX-133,286
2350,GS-203,287
414,FQ-156,287
3684,HD-151,287
1803,GK-195,288
2216,GR-146,288
2182,GQ-207,288
2804,GW-183,289
2007,GO-156,290
2391,GT-140,290
1271,GC-198,291
1865,GL-203,291
4512,HJ-97,292
1728,GJ-164,292
2066,GP-147,292
3182,GZ-147,292
1980,GN-207,293
4037,HG-118,293
3713,HD-181,293
2228,GR-160,294
2803,GW-182,294
2245,GR-189,295
3365,HA-203,295
5988,HX-140,296
3668,HD-131,296
4192,HH-148,297
2398,GT-147,297
3924,HF-135,298
3472,HB-189,298
4533,HK-125,298
1872,GL-210,299
3026,GY-130,300
2544,GU-191,300
2306,GS-149,301
6032,HX-197,302
2393,GT-142,302
2102,GP-202,302
3193,GZ-160,302
1472,GF-152,302
4454,HJ-167,303
1263,GC-190,306
2622,GV-139,306
2891,GX-130,306
4875,HN-107,307
3156,GZ-121,308
3315,HA-146,309
5249,HQ-138,310
2294,GS-137,310
2229,GR-161,310
628,FU-143,310
4487,HJ-201,311
3838,HE-177,311
2939,GX-178,312
3952,HF-163,312
2965,GX-204,312
6337,IB-162,313
3788,HE-123,313
3042,GY-146,313
2833,GW-212,314
4042,HG-123,314
3699,HD-167,314
3103,GY-207,315
2161,GQ-186,315
3588,HC-180,315
3047,GY-151,315
3013,GY-117,316
4053,HG-134,317
4573,HK-165,318
3055,GY-159,318
2149,GQ-159,318
5289,HQ-179,318
2798,GW-177,319
4191,HH-147,319
3056,GY-160,319
5748,HU-197,319
6810,IP-127,319
3349,HA-187,320
4749,HL-95,320
4453,HJ-166,320
4175,HH-131,321
3789,HE-124,321
2821,GW-200,322
3297,HA-126,323
942,FY-179,323
4448,HJ-161,325
2924,GX-163,325
3563,HC-152,326
4548,HK-140,326
774,FW-151,327
3413,HB-119,328
4156,HH-112,328
6864,IS-168,328
4748,HL-94,329
1970,GN-197,331
1575,GG-192,332
2809,GW-188,332
3902,HF-113,333
6818,IP-168,333
4041,HG-122,334
4345,HI-177,334
3194,GZ-161,334
2658,GV-175,335
5698,HU-144,335
5113,HP-115,335
4999,HO-114,336
851,FX-156,336
5601,HT-154,337
4080,HG-161,338
3043,GY-147,339
3049,GY-153,339
4195,HH-151,340
2431,GT-188,340
2507,GU-150,340
3831,HE-170,341
2802,GW-181,342
2491,GU-134,342
2244,GR-188,342
3909,HF-120,343
873,FX-179,345
2779,GW-158,346
1431,GE-202,347
3940,HF-151,347
6338,IB-163,348
4198,HH-154,348
3063,GY-167,349
1646,GH-197,349
4199,HH-155,349
3694,HD-161,350
2439,GT-196,350
4062,HG-143,351
4184,HH-140,352
1500,GF-195,352
2303,GS-146,352
2477,GT-87,353
3864,HE-207,354
3345,HA-183,355
2906,GX-145,356
2080,GP-163,358
580,FT-157,358
4666,HL-134,359
946,FY-183,359
2147,GQ-157,360
2395,GT-144,363
3414,HB-120,363
1471,GF-151,363
3933,HF-144,364
2922,GX-161,364
4452,HJ-165,364
3196,GZ-163,365
2927,GX-166,366
3932,HF-143,366
2409,GT-159,366
1647,GH-198,367
1584,GG-201,368
4459,HJ-172,369
3665,HD-128,369
5339,HR-111,369
4278,HI-110,370
4348,HI-180,370
3926,HF-137,371
5119,HP-121,371
3415,HB-121,372
1864,GL-202,373
2824,GW-203,373
1190,GB-205,373
4270,HI-102,374
2140,GQ-149,374
3906,HF-117,375
2069,GP-150,375
1504,GF-199,376
4148,HH-103,377
4811,HM-159,377
784,FW-161,377
1640,GH-191,377
7084,JS-174,378
4061,HG-142,379
2401,GT-150,379
3190,GZ-156,380
2301,GS-144,381
3057,GY-161,383
5945,HW-196,384
4978,HN-93,384
4900,HN-132,385
2759,GW-138,386
4443,HJ-156,386
3534,HC-120,387
3780,HE-115,387
762,FW-139,387
1858,GL-196,388
2758,GW-137,388
4795,HM-143,388
5889,HW-127,389
3341,HA-179,389
3938,HF-149,389
2165,GQ-190,390
1971,GN-198,390
554,FS-208,391
775,FW-152,392
1808,GK-200,392
4785,HM-133,395
1699,GI-198,395
2799,GW-178,396
3661,HD-124,396
5625,HT-180,397
5512,HS-176,397
2628,GV-145,397
3565,HC-155,397
2961,GX-200,397
3552,HC-138,400
3656,HD-119,400
749,FV-206,400
3205,GZ-172,400
1546,GG-150,402
3358,HA-196,405
4392,HJ-102,406
3165,GZ-130,406
3053,GY-157,406
1574,GG-191,406
4977,HN-92,407
1015,FZ-186,408
3198,GZ-165,408
787,FW-164,411
5733,HU-179,412
4945,HN-180,413
1926,GM-209,413
1644,GH-195,414
1866,GL-204,415
1752,GJ-196,416
4636,HL-101,417
1750,GJ-194,417
1547,GG-151,419
4085,HG-166,419
4084,HG-165,419
2770,GW-149,419
3041,GY-145,419
2263,GR-207,420
4211,HH-167,421
3339,HA-177,422
4273,HI-105,422
2435,GT-192,423
4561,HK-153,425
776,FW-153,426
2356,GS-209,426
2763,GW-142,427
1126,GB-133,427
4117,HG-199,428
3720,HD-188,428
2318,GS-162,429
3016,GY-120,430
3858,HE-197,430
715,FV-164,432
3659,HD-122,432
2397,GT-146,432
1428,GE-199,433
3784,HE-119,433
3729,HD-197,433
5946,HW-197,435
2970,GX-209,435
4564,HK-156,436
2678,GV-195,436
3294,HA-123,437
5604,HT-157,437
2354,GS-207,437
2333,GS-186,438
2392,GT-141,438
4247,HH-205,438
3295,HA-124,439
2801,GW-180,440
3097,GY-201,440
2911,GX-150,441
2761,GW-140,441
5888,HW-126,441
3853,HE-192,444
3038,GY-142,445
5006,HO-121,446
4308,HI-140,447
2300,GS-143,447
1860,GL-198,448
1797,GK-189,449
646,FU-162,450
1494,GF-189,450
2656,GV-173,450
2915,GX-154,451
3051,GY-155,452
4781,HM-129,453
780,FW-157,453
3963,HF-174,456
1751,GJ-195,456
5513,HS-177,459
4180,HH-136,459
2794,GW-173,460
6584,IF-165,460
2353,GS-206,461
1861,GL-199,461
3223,GZ-190,462
687,FV-136,463
3921,HF-132,463
3432,HB-138,464
2419,GT-169,464
2137,GQ-146,465
5854,HV-200,466
2679,GV-196,467
3480,HB-197,467
2504,GU-147,468
5890,HW-128,470
1747,GJ-191,472
3551,HC-137,473
3292,HA-121,475
2953,GX-192,476
2632,GV-149,476
4305,HI-137,477
3826,HE-165,477
3566,HC-156,478
4264,HH-96,478
2860,GW-87,479
3471,HB-188,480
2437,GT-194,480
2418,GT-168,481
4711,HL-181,481
3300,HA-129,481
3186,GZ-151,482
4052,HG-133,482
1347,GD-192,483
1698,GI-197,484
2789,GW-168,485
4209,HH-165,486
3442,HB-156,488
1507,GF-202,489
4279,HI-111,490
1691,GI-190,491
4444,HJ-157,491
2910,GX-149,491
3905,HF-116,491
2178,GQ-203,492
3908,HF-119,492
2142,GQ-151,493
1578,GG-195,493
3711,HD-179,494
1349,GD-194,495
3946,HF-157,496
5715,HU-161,497
5609,HT-162,499
2502,GU-145,500
1856,GL-194,501
3163,GZ-128,502
369,FP-156,503
4044,HG-125,505
4631,HK-96,505
1498,GF-193,506
584,FT-162,508
2402,GT-151,509
2896,GX-135,509
3416,HB-122,510
1638,GH-189,510
2937,GX-176,512
1868,GL-206,512
1506,GF-201,513
3059,GY-163,514
1491,GF-186,516
2539,GU-186,518
3719,HD-187,518
1869,GL-207,518
855,FX-161,518
4394,HJ-104,520
5734,HU-180,521
3601,HC-193,521
4895,HN-127,522
2648,GV-165,522
1801,GK-193,526
3600,HC-192,528
513,FS-147,528
2897,GX-136,529
4032,HG-113,532
2935,GX-174,533
2226,GR-158,534
2808,GW-187,536
416,FQ-158,536
2242,GR-186,537
2291,GS-134,539
2501,GU-144,540
1749,GJ-193,543
6621,IG-162,543
3462,HB-179,543
2500,GU-143,545
2220,GR-150,547
5017,HO-132,547
2411,GT-161,549
2913,GX-152,549
1576,GG-193,549
1348,GD-193,550
2495,GU-138,551
4073,HG-154,552
2260,GR-204,552
2766,GW-145,553
3920,HF-131,555
1700,GI-199,555
3036,GY-140,556
5499,HS-161,556
4152,HH-107,557
2526,GU-169,557
3536,HC-122,560
3800,HE-135,561
4916,HN-148,562
2964,GX-203,562
2792,GW-171,563
3966,HF-177,563
2307,GS-150,564
4310,HI-142,564
4069,HG-150,565
2667,GV-184,566
5600,HT-153,567
4137,HG-92,567
2110,GP-210,567
3018,GY-122,568
413,FQ-155,568
3931,HF-142,568
778,FW-155,569
874,FX-180,569
2414,GT-164,571
3044,GY-148,572
716,FV-165,573
3348,HA-186,576
3343,HA-181,576
3907,HF-118,577
1974,GN-201,577
2319,GS-163,577
2528,GU-171,577
3914,HF-125,577
3064,GY-168,580
2952,GX-191,580
3576,HC-168,580
3183,GZ-148,581
3658,HD-121,581
4314,HI-146,583
3422,HB-128,583
1670,GI-133,584
3054,GY-158,585
2960,GX-199,587
2788,GW-167,588
5145,HP-148,588
3935,HF-146,588
3717,HD-185,590
1754,GJ-198,593
2215,GR-145,597
3787,HE-122,598
2629,GV-146,598
1641,GH-192,599
2317,GS-161,599
4035,HG-116,599
5631,HT-186,600
6797,IO-166,601
2090,GP-190,603
2822,GW-201,605
2355,GS-208,609
2348,GS-201,611
1914,GM-197,613
4486,HJ-200,615
615,FT-208,616
2782,GW-161,621
3578,HC-170,622
4685,HL-153,622
1645,GH-196,623
2925,GX-164,623
2139,GQ-148,627
1648,GH-199,627
5271,HQ-160,628
2967,GX-206,630
2633,GV-150,633
2166,GQ-191,633
3785,HE-120,633
6995,JE-85,634
3962,HF-173,634
6777,IN-167,635
3351,HA-189,635
2184,GQ-209,635
2777,GW-156,638
4269,HI-101,641
5608,HT-161,643
642,FU-157,645
4272,HI-104,646
4558,HK-150,648
2304,GS-147,648
2914,GX-153,649
4786,HM-134,649
4031,HG-112,651
4397,HJ-107,652
2784,GW-163,652
3538,HC-124,655
3019,GY-123,656
1962,GN-189,657
2257,GR-201,658
4554,HK-146,659
2499,GU-142,660
2938,GX-177,660
2958,GX-197,660
4268,HI-100,661
4684,HL-152,663
2231,GR-163,664
3291,HA-120,667
3957,HF-168,667
2631,GV-148,670
3956,HF-167,673
2590,GU-86,674
1642,GH-193,675
2959,GX-198,675
2764,GW-143,677
2497,GU-140,678
2493,GU-136,678
2627,GV-144,679
1916,GM-199,679
719,FV-168,685
3604,HC-196,687
2146,GQ-156,688
2669,GV-186,689
4802,HM-150,690
4329,HI-161,692
2246,GR-190,694
2019,GO-188,694
1419,GE-190,696
3463,HB-180,699
2634,GV-151,702
3602,HC-194,703
1701,GI-200,705
2934,GX-173,705
2723,GV-87,706
1973,GN-200,706
2936,GX-175,709
4265,HH-97,712
3715,HD-183,712
4242,HH-200,712
1429,GE-200,716
3922,HF-133,717
4690,HL-158,717
4181,HH-137,720
2396,GT-145,720
1802,GK-194,723
3162,GZ-127,724
4275,HI-107,728
3355,HA-193,731
2795,GW-174,731
1693,GI-192,736
6151,HZ-127,737
2091,GP-191,738
4458,HJ-171,738
3419,HB-125,741
5033,HO-148,741
622,FU-137,741
4319,HI-151,742
2963,GX-202,744
3799,HE-134,745
461,FR-149,749
3595,HC-187,749
4546,HK-138,750
522,FS-158,751
4311,HI-143,751
4902,HN-134,752
3832,HE-171,756
3943,HF-154,756
2262,GR-206,758
4426,HJ-139,759
2505,GU-148,763
2141,GQ-150,766
2308,GS-151,766
2828,GW-207,766
2783,GW-162,768
1855,GL-193,769
514,FS-148,770
4182,HH-138,770
785,FW-162,773
3923,HF-134,774
4679,HL-147,774
4367,HI-200,779
6749,IM-127,779
2926,GX-165,781
4565,HK-157,782
2506,GU-149,783
3296,HA-125,784
3718,HD-186,785
4158,HH-114,790
3299,HA-128,791
2916,GX-155,792
4149,HH-104,793
4066,HG-147,795
2807,GW-186,795
2768,GW-147,797
1852,GL-190,798
3025,GY-129,799
2438,GT-195,803
4901,HN-133,808
2524,GU-167,808
2786,GW-165,809
4190,HH-146,813
5005,HO-120,814
3968,HF-179,815
3827,HE-166,815
3155,GZ-120,819
3542,HC-128,823
2496,GU-139,823
4282,HI-114,824
648,FU-164,829
3927,HF-138,834
4274,HI-106,837
3293,HA-122,838
2494,GU-137,849
3594,HC-186,849
1277,GC-204,852
2150,GQ-160,856
1753,GJ-197,865
3024,GY-128,867
3689,HD-156,867
1650,GH-201,870
3537,HC-123,873
3354,HA-192,875
4751,HL-97,876
2752,GW-131,884
3093,GY-197,884
2668,GV-185,886
1913,GM-196,888
2767,GW-146,899
2023,GO-192,900
3936,HF-147,903
3065,GY-169,907
2399,GT-148,914
2672,GV-189,916
2548,GU-195,920
4277,HI-109,920
6152,HZ-128,928
5003,HO-118,934
3037,GY-141,937
2444,GT-201,942
3329,HA-167,943
2817,GW-196,944
2918,GX-157,945
5385,HR-160,946
2626,GV-143,946
3231,GZ-198,956
1906,GM-189,956
4553,HK-145,961
3468,HB-185,965
5386,HR-161,968
4915,HN-147,972
1426,GE-197,974
5497,HS-159,979
3160,GZ-125,983
3960,HF-171,996
6128,HZ-104,996
2259,GR-203,998
521,FS-157,999
2164,GQ-189,1002
3919,HF-130,1006
2775,GW-154,1009
460,FR-148,1010
3464,HB-181,1012
3302,HA-131,1018
1867,GL-205,1018
2827,GW-206,1022
4157,HH-113,1030
2202,GR-132,1030
2492,GU-135,1031
2410,GT-160,1036
4862,HM-93,1038
1643,GH-194,1040
2408,GT-158,1048
1798,GK-190,1050
3338,HA-176,1052
2088,GP-188,1056
2400,GT-149,1056
1505,GF-200,1057
3912,HF-123,1058
2445,GT-202,1060
5981,HX-127,1062
1799,GK-191,1062
2264,GR-208,1069
3166,GZ-131,1072
2917,GX-156,1072
3955,HF-166,1073
2309,GS-152,1082
3301,HA-130,1086
4799,HM-147,1089
4334,HI-166,1090
1927,GM-210,1097
3911,HF-122,1097
2258,GR-202,1102
2313,GS-157,1103
3337,HA-175,1110
2138,GQ-147,1111
3590,HC-182,1114
2266,GR-210,1114
2753,GW-132,1119
3061,GY-165,1127
4798,HM-146,1128
3532,HC-118,1136
3591,HC-183,1137
3585,HC-177,1137
2148,GQ-158,1139
4425,HJ-138,1145
2020,GO-189,1150
2525,GU-168,1157
3474,HB-191,1158
2221,GR-151,1163
1014,FZ-185,1165
4545,HK-137,1166
1863,GL-201,1170
3466,HB-183,1180
3027,GY-131,1189
3580,HC-172,1195
2645,GV-162,1200
2909,GX-148,1210
3356,HA-194,1212
2892,GX-131,1215
3333,HA-171,1223
3357,HA-195,1224
4557,HK-149,1231
4320,HI-152,1239
2305,GS-148,1246
2773,GW-152,1258
4830,HM-180,1259
2671,GV-188,1262
2406,GT-156,1267
3460,HB-177,1270
1854,GL-192,1274
4544,HK-136,1275
4263,HH-95,1278
3592,HC-184,1280
3539,HC-125,1282
4196,HH-152,1282
4396,HJ-106,1284
2265,GR-209,1284
3705,HD-173,1293
1702,GI-201,1304
1274,GC-201,1306
1963,GN-190,1312
3954,HF-165,1337
4388,HI-98,1340
3467,HB-184,1353
3792,HE-127,1359
3701,HD-169,1361
990,FZ-161,1369
2247,GR-191,1371
2805,GW-184,1374
5120,HP-122,1377
4886,HN-118,1378
4306,HI-138,1382
2089,GP-189,1385
4997,HO-112,1385
2776,GW-155,1392
2032,GO-201,1396
2893,GX-132,1398
3092,GY-196,1400
3457,HB-174,1412
3487,HB-204,1417
2791,GW-170,1421
3716,HD-184,1425
3028,GY-132,1427
4188,HH-144,1445
1695,GI-194,1457
4750,HL-96,1461
3060,GY-164,1461
5498,HS-160,1465
3603,HC-195,1469
3700,HD-168,1471
4159,HH-115,1471
3334,HA-172,1473
3331,HA-169,1485
3332,HA-170,1487
2644,GV-161,1500
2338,GS-191,1504
4324,HI-156,1508
4427,HJ-140,1509
2962,GX-201,1510
2617,GV-134,1522
3793,HE-128,1527
2769,GW-148,1531
2219,GR-149,1535
3904,HF-115,1537
4071,HG-152,1537
2774,GW-153,1543
2217,GR-147,1545
4559,HK-151,1548
1961,GN-188,1559
4386,HI-96,1560
6064,HY-127,1561
4325,HI-157,1561
3584,HC-176,1562
2517,GU-160,1566
3461,HB-178,1578
3328,HA-166,1580
4439,HJ-152,1589
3597,HC-189,1589
4682,HL-150,1604
3197,GZ-164,1605
3533,HC-119,1620
4689,HL-157,1622
2931,GX-170,1623
2635,GV-152,1633
1853,GL-191,1643
3596,HC-188,1657
4430,HJ-143,1658
3577,HC-169,1678
3829,HE-168,1685
2670,GV-187,1705
4033,HG-114,1714
3418,HB-124,1716
4065,HG-146,1717
4187,HH-143,1737
3593,HC-185,1757
3451,HB-168,1775
3452,HB-169,1787
1964,GN-191,1794
2339,GS-192,1799
2515,GU-158,1803
2616,GV-133,1815
1649,GH-200,1830
1909,GM-192,1838
2512,GU-155,1839
3714,HD-182,1857
4543,HK-135,1858
4147,HH-102,1878
2508,GU-151,1914
2781,GW-160,1923
2218,GR-148,1924
2655,GV-172,1932
3587,HC-179,1943
3479,HB-196,1962
2754,GW-133,1970
3159,GZ-124,1973
3586,HC-178,1979
2646,GV-163,1981
2642,GV-159,2041
4197,HH-153,2078
3828,HE-167,2082
2933,GX-172,2093
2957,GX-196,2095
1694,GI-193,2102
4261,HH-93,2108
3470,HB-187,2113
3456,HB-173,2132
3582,HC-174,2160
3200,GZ-167,2178
2021,GO-190,2205
2436,GT-193,2218
2092,GP-192,2229
3589,HC-181,2258
3453,HB-170,2277
2546,GU-193,2279
3703,HD-171,2307
4683,HL-151,2323
3942,HF-153,2353
3662,HD-125,2377
4072,HG-153,2379
4678,HL-146,2398
3702,HD-170,2436
3579,HC-171,2479
2248,GR-192,2503
3708,HD-176,2570
3455,HB-172,2586
2249,GR-193,2597
1965,GN-192,2603
3199,GZ-166,2629
2022,GO-191,2634
2498,GU-141,2667
2643,GV-160,2680
2403,GT-152,2693
2518,GU-161,2787
3335,HA-173,2851
2636,GV-153,2887
3475,HB-192,2899
3469,HB-186,2905
2404,GT-153,2912
3458,HB-175,2915
3477,HB-194,3024
676,FU-205,3040
3581,HC-173,3053
2167,GQ-192,3115
3353,HA-191,3126
2513,GU-156,3144
3704,HD-172,3151
2516,GU-159,3163
3454,HB-171,3186
2641,GV-158,3208
2312,GS-156,3217
3336,HA-174,3229
2638,GV-155,3268
2511,GU-154,3358
1907,GM-190,3408
4034,HG-115,3445
2514,GU-157,3559
1582,GG-199,3631
3209,GZ-176,3676
3706,HD-174,3869
2407,GT-157,3878
1908,GM-191,4248
2640,GV-157,4376
2637,GV-154,4410
3707,HD-175,4452
3459,HB-176,4470
2509,GU-152,4529
2639,GV-156,4584
5032,HO-147,4760
3583,HC-175,4940
2930,GX-169,5107
3476,HB-193,5114
2816,GW-195,5336
2932,GX-171,6586
3465,HB-182,7868
6875,IT-169,8073
2510,GU-153,9001
3478,HB-195,14703
