GEOID,nonwhite,poor_english,no_bachelors,rent,cost_burdened,severe_cost_burdened,poverty_200, jobs_auto_30 , ln_jobs_auto_30 , jobs_transit_45 ,ln_jobs_transit_45,transit_qt_mile,transit_2025_half,dist_super,dist_pharm,dist_rest,dist_park,dist_school,prox_high_inc,at_risk_du,voting
53033011002,0.91,0.43,0.8,0.44,0.39,0.25,0.54,"757,468",1.4,"345,627",1.3,0,0.04,0.63,0.65,0.57,0.17,0.61,0,0.11,0.4
53033011001,0.87,0.32,0.76,0.65,0.49,0.25,0.66,"749,705",1.4,"358,254",1.3,0.46,0.91,0.27,0.29,0.18,0.07,0.41,0,0.08,0.42
53033011700,0.87,0.27,0.74,0.27,0.36,0.21,0.36,"661,265",1.3,"281,938",1.3,0.14,0.54,0.62,0.68,0.47,0.07,0.35,0,0.03,0.49
53033009100,0.83,0.49,0.72,0.93,0.37,0.11,0.65,"875,286",1.4,"675,841",1.3,1,1,0.08,0.07,0.03,0.02,0.5,0,0.05,0.34
53033011101,0.82,0.32,0.72,0.55,0.39,0.22,0.36,"719,919",1.3,"347,306",1.3,0.44,0.95,0.29,0.3,0.21,0.2,0.3,1,0.02,0.41
53033011800,0.82,0.32,0.74,0.52,0.46,0.26,0.57,"651,816",1.3,"231,901",1.2,0.04,0.15,0.33,0.38,0.26,0.11,0.29,0,0.04,0.47
53033028100,0.82,0.38,0.87,0.65,0.35,0.2,0.47,"563,888",1.3,"172,668",1.2,0.29,0.52,0.46,0.28,0.25,0.43,1.01,0,0.23,0.31
53033010401,0.81,0.4,0.68,0.21,0.31,0.19,0.4,"784,007",1.4,"359,938",1.3,0.16,0.35,0.73,0.43,0.39,0.05,0.25,0,0.07,0.49
53053071704,0.81,0.32,0.91,0.91,0.43,0.21,0.63,"256,258",1.2,"31,439",1,0,0,0.53,0.87,0.64,0.85,1.01,0,0.05,0.24
53033026300,0.79,0.15,0.87,0.35,0.34,0.2,0.29,"639,880",1.3,"35,034",1,0,0,0.7,1.15,0.87,0.09,0.8,0,0.05,0.53
53033026100,0.78,0.25,0.85,0.56,0.35,0.17,0.42,"459,615",1.3,"113,936",1.2,0,0,0.91,1.25,0.58,0.16,0.6,0,0.1,0.46
53033011900,0.78,0.16,0.67,0.33,0.28,0.17,0.36,"543,516",1.3,"59,633",1.1,0,0,1.14,1.36,0.64,0.21,0.54,0,0.01,0.6
53053940006,0.78,0.21,0.89,0.79,0.41,0.19,0.76,"307,241",1.3,"35,567",1,0,0,0.13,0.25,0.28,0,0.09,0,0.47,0.37
53053071805,0.77,0.18,0.91,0.79,0.45,0.29,0.52,"243,995",1.2,"32,448",1,0.14,0.45,0.36,0.49,0.23,0.43,0.24,0,0.56,0.28
53033010402,0.76,0.31,0.66,0.3,0.19,0.07,0.19,"835,995",1.4,"373,209",1.3,0,0,0.68,0.45,0.38,0.08,0.32,0,0.02,0.52
53053071806,0.76,0.18,0.9,0.92,0.54,0.3,0.76,"242,043",1.2,"22,662",1,0,0.29,1.14,0.85,0.39,0.33,0.43,1,0.32,0.25
53033028200,0.75,0.33,0.8,0.72,0.46,0.25,0.49,"563,832",1.3,"170,122",1.2,0.26,0.34,0.5,0.35,0.33,0.33,0.43,0,0.08,0.38
53033026002,0.74,0.17,0.73,0.53,0.42,0.24,0.44,"513,069",1.3,"177,608",1.2,0,0,0.68,0.78,0.44,0.21,0.66,0,0.08,0.44
53033026500,0.74,0.28,0.87,0.68,0.41,0.18,0.5,"627,132",1.3,"88,488",1.1,0,0,0.83,0.79,0.55,0.3,0.57,0,0.06,0.41
53033010702,0.73,0.24,0.71,0.65,0.33,0.18,0.59,"609,513",1.3,"259,994",1.2,0,0,0.22,0.8,0.54,0.04,0.34,0,0.08,0.53
53033029004,0.73,0.27,0.9,0.71,0.48,0.26,0.66,"384,795",1.3,"54,800",1.1,0,0,0.3,0.56,0.31,0.21,0.73,0,0.1,0.29
53033028402,0.72,0.24,0.82,0.58,0.37,0.18,0.45,"467,596",1.3,"119,085",1.2,0.08,0.07,0.48,0.35,0.38,0.38,0.36,0,0.03,0.38
53033028000,0.71,0.26,0.9,0.87,0.35,0.15,0.55,"549,527",1.3,"107,623",1.2,0,0,0.39,0.33,0.32,0.15,1.07,1,0.05,0.32
53033027200,0.7,0.27,0.76,0.43,0.37,0.26,0.39,"649,227",1.3,"90,303",1.1,0,0,0.33,0.79,0.45,0.21,0.63,0,0.12,0.39
53033027300,0.7,0.38,0.82,0.52,0.41,0.17,0.49,"558,916",1.3,"92,043",1.1,0,0,0.36,0.55,0.41,0.21,0.75,0,0.04,0.41
53033009400,0.69,0.29,0.59,0.61,0.38,0.23,0.35,"954,263",1.4,"518,853",1.3,0.08,0.99,0.36,0.47,0.4,0.1,0.34,1,0.13,0.59
53033028802,0.69,0.23,0.75,0.63,0.44,0.15,0.57,"439,338",1.3,"71,007",1.1,0.1,0.27,0.51,0.57,0.48,0.33,0.4,0,0.05,0.39
53033030004,0.69,0.17,0.83,0.69,0.47,0.23,0.47,"368,625",1.3,"53,316",1.1,0,0,0.43,0.43,0.31,0.25,0.45,0,0,0.36
53053063300,0.69,0.22,0.81,0.33,0.34,0.16,0.5,"294,563",1.3,"28,584",1,0,0,0.55,0.53,0.49,0.29,0.44,0,0.11,0.36
53033026400,0.68,0.23,0.84,0.61,0.4,0.23,0.48,"677,020",1.3,"42,329",1.1,0,0,0.56,0.82,0.48,0.28,0.34,0,0.05,0.43
53033025806,0.68,0.15,0.6,0.45,0.21,0.09,0.24,"404,301",1.3,"51,755",1.1,0,0,0.46,0.63,0.58,0.16,0.53,0,0.04,0.51
53033010001,0.67,0.24,0.57,0.47,0.35,0.2,0.34,"881,785",1.4,"421,159",1.3,0.29,0.43,0.39,0.48,0.21,0.08,0.52,1,0.07,0.54
53033029206,0.67,0.18,0.86,0.86,0.53,0.3,0.63,"432,247",1.3,"119,221",1.2,0,0,0.65,0.61,0.53,0.29,0.37,0,0.21,0.3
53053063502,0.67,0.15,0.87,0.47,0.35,0.13,0.41,"249,682",1.2,"33,184",1,0,0,0.5,0.87,0.35,0.33,0.26,0,0.07,0.44
53033023202,0.66,0.33,0.6,0.71,0.37,0.19,0.4,"504,632",1.3,"204,446",1.2,0,0,0.24,0.17,0.09,0.02,0.6,1,0,0.4
53033028902,0.66,0.28,0.86,0.66,0.35,0.13,0.52,"412,838",1.3,"59,880",1.1,0,0,0.41,0.65,0.27,0.08,0.33,0,0.33,0.32
53033010002,0.65,0.28,0.6,0.53,0.29,0.1,0.39,"929,822",1.4,"507,002",1.3,0.44,0.89,0.49,0.35,0.29,0.17,0.4,0,0.05,0.58
53033026801,0.65,0.22,0.84,0.65,0.45,0.26,0.37,"563,239",1.3,"94,035",1.1,0,0,0.84,0.51,0.36,0.16,0.39,0,0.02,0.36
53033026802,0.65,0.25,0.85,0.52,0.43,0.18,0.43,"536,671",1.3,"72,788",1.1,0,0,0.66,0.4,0.43,0.18,0.48,0,0.04,0.52
53033030006,0.65,0.31,0.86,0.84,0.53,0.28,0.5,"378,615",1.3,"70,846",1.1,0,0,0.34,0.17,0.17,0.07,0.46,0,0.06,0.34
53053940007,0.65,0.13,0.89,0.4,0.38,0.19,0.49,"315,720",1.3,"49,981",1.1,0,0,0.24,0.87,0.82,0.11,0.39,1,0.25,0.4
53033022801,0.64,0.24,0.23,0.67,0.2,0.13,0.14,"656,465",1.3,"217,349",1.2,0,0.11,0.8,0.88,0.51,0.05,0.73,0,0,0.36
53033028403,0.64,0.21,0.87,0.57,0.4,0.17,0.5,"456,217",1.3,"102,027",1.2,0,0.27,0.53,0.81,0.33,0.4,0.32,0,0.03,0.35
53033032313,0.64,0.17,0.39,0.56,0.21,0.11,0.2,"378,479",1.3,"68,885",1.1,0,0.13,0.81,0.61,0.54,0.23,1.14,0,0.01,0.36
53033029503,0.64,0.32,0.85,0.76,0.49,0.24,0.56,"338,972",1.3,"42,035",1.1,0,0,0.32,0.3,0.27,0.16,0.51,0,0.02,0.26
53033026001,0.64,0.16,0.67,0.25,0.25,0.17,0.27,"413,368",1.3,"34,232",1,0,0,1.54,1.61,0.53,0.21,0.48,0,0.03,0.6
53033029408,0.64,0.18,0.86,0.54,0.45,0.17,0.43,"325,500",1.3,"26,299",1,0,0,0.75,0.44,0.43,0.25,0.29,0,0.01,0.49
53033009000,0.63,0.22,0.56,0.74,0.41,0.19,0.37,"911,508",1.4,"472,497",1.3,0.31,0.94,0.2,0.45,0.17,0.07,0.34,0,0.06,0.53
53033010100,0.63,0.12,0.54,0.48,0.36,0.19,0.34,"842,344",1.4,"409,531",1.3,0.09,0.15,0.32,0.3,0.23,0.11,0.31,1,0.05,0.68
53033023603,0.63,0.27,0.43,0.74,0.18,0.14,0.24,"592,216",1.3,"199,685",1.2,0,0.12,0.31,0.45,0.34,0.4,0.36,0,0.02,0.34
53033023201,0.63,0.2,0.25,0.7,0.25,0.09,0.15,"549,737",1.3,"221,610",1.2,0,0,0.23,0.25,0.2,0.24,0.44,0,0,0.31
53033011200,0.63,0.24,0.77,0.55,0.48,0.22,0.6,"680,528",1.3,"91,901",1.1,0,0,0.59,0.76,0.57,0.15,0.41,0,0.09,0.49
53033030005,0.63,0.16,0.86,0.38,0.37,0.14,0.5,"353,079",1.3,"37,201",1.1,0,0,0.46,0.39,0.53,0.1,0.38,0,0.02,0.35
53033025601,0.63,0.24,0.69,0.38,0.3,0.13,0.25,"383,833",1.3,"18,132",1,0,0,0.57,0.57,0.59,0.23,0.82,0,0,0.54
53053071601,0.63,0.2,0.87,0.48,0.35,0.19,0.55,"277,168",1.3,"12,953",0.9,0,0,0.66,0.58,0.37,0.49,0.56,0,0.19,0.45
53033011102,0.62,0.2,0.6,0.45,0.3,0.21,0.44,"702,374",1.3,"317,750",1.3,0,0.01,0.55,0.44,0.28,0.27,0.43,0,0.03,0.56
53061041904,0.62,0.23,0.89,0.83,0.57,0.25,0.62,"262,965",1.2,"82,718",1.1,0,0,0.59,0.54,0.33,0.15,0.4,1,0.06,0.34
53033029403,0.62,0.24,0.75,0.33,0.31,0.11,0.31,"353,397",1.3,"30,726",1,0,0,0.49,0.48,0.4,0.41,0.42,0,0.03,0.47
53033023604,0.61,0.25,0.51,0.58,0.27,0.13,0.31,"561,501",1.3,"263,678",1.2,0,0,0.4,0.42,0.39,0.13,0.39,0,0.01,0.44
53033026200,0.61,0.17,0.72,0.7,0.4,0.23,0.28,"518,405",1.3,"235,121",1.2,0,0.14,0.7,0.6,0.5,0.27,0.37,0,0.03,0.45
53033029203,0.61,0.08,0.89,0.8,0.47,0.25,0.47,"390,542",1.3,"170,004",1.2,0.15,0.74,0.3,0.38,0.24,0.1,0.76,0,0.16,0.33
53061041812,0.61,0.3,0.79,0.62,0.31,0.13,0.41,"295,387",1.3,"85,055",1.1,0,0,0.46,0.37,0.27,0.34,0.64,0,0.1,0.36
53053071808,0.61,0.26,0.89,0.57,0.32,0.17,0.61,"251,574",1.2,"42,430",1.1,0,0,0.41,0.42,0.22,0.09,1.01,0,0.14,0.33
53033025400,0.61,0.21,0.76,0.73,0.43,0.18,0.48,"403,732",1.3,"34,095",1,0,0,0.48,0.42,0.37,0.19,0.5,0,0.07,0.38
53033025805,0.61,0.21,0.75,0.47,0.41,0.1,0.32,"381,067",1.3,"29,614",1,0,0,0.51,0.83,0.56,0.52,0.36,0,0.09,0.55
53053071807,0.6,0.1,0.89,0.76,0.38,0.17,0.47,"247,277",1.2,"42,809",1.1,0,0.02,0.38,0.38,0.18,0.41,0.49,0,0.53,0.33
53033026600,0.59,0.2,0.74,0.32,0.33,0.12,0.31,"493,128",1.3,"141,335",1.2,0,0,0.34,0.21,0.29,0.15,0.65,1,0.09,0.49
53053063501,0.59,0.16,0.86,0.45,0.3,0.15,0.35,"257,199",1.2,"47,576",1.1,0,0,0.67,0.55,0.29,0.15,0.34,0,0.06,0.41
53033029601,0.59,0.21,0.82,0.3,0.32,0.17,0.28,"312,042",1.3,"13,417",1,0,0,0.55,0.59,0.43,0.08,0.42,0,0.06,0.54
53033030311,0.59,0.14,0.77,0.26,0.37,0.2,0.31,"297,040",1.3,"26,790",1,0,0,0.54,0.59,0.46,0.2,0.29,0,0,0.49
53033010300,0.58,0.15,0.61,0.51,0.3,0.2,0.39,"779,561",1.4,"382,714",1.3,0.08,0.45,0.32,0.3,0.18,0.17,0.33,1,0.04,0.7
53033029101,0.58,0.12,0.57,0.31,0.23,0.14,0.35,"421,115",1.3,"49,127",1.1,0,0,0.69,0.76,0.49,0.12,0.48,0,0.01,0.52
53033030314,0.58,0.17,0.8,0.62,0.4,0.25,0.41,"329,324",1.3,"36,861",1.1,0,0,0.34,0.41,0.38,0.18,0.65,0,0.07,0.46
53053062300,0.58,0.19,0.82,0.33,0.35,0.23,0.46,"304,672",1.3,"48,086",1.1,0,0,0.43,0.47,0.41,0.19,0.23,0,0.05,0.45
53061051803,0.58,0.2,0.74,0.76,0.55,0.27,0.46,"300,886",1.3,"89,002",1.1,0,0,0.41,0.42,0.25,0.36,0.97,0,0.19,0.43
53053061700,0.58,0.08,0.76,0.4,0.24,0.13,0.35,"281,028",1.3,"87,629",1.1,0,0,0.38,0.48,0.37,0.15,0.31,0,0.29,0.55
53053061800,0.58,0.12,0.86,0.45,0.41,0.32,0.42,"280,088",1.3,"62,291",1.1,0,0,0.31,0.34,0.33,0.17,0.28,0,0.11,0.51
53053063000,0.58,0.12,0.91,0.49,0.3,0.1,0.34,"262,941",1.2,"53,717",1.1,0,0,1.29,0.58,0.33,0.21,0.39,0,0.12,0.43
53033030801,0.58,0.19,0.94,0.43,0.42,0.24,0.58,"258,836",1.2,"26,165",1,0,0.03,0.58,0.76,0.53,0.19,0.45,0,0.01,0.24
53033025803,0.58,0.16,0.78,0.48,0.43,0.15,0.43,"357,911",1.3,"11,536",0.9,0,0,0.4,0.94,0.87,0.25,0.44,0,0.01,0.43
53033024800,0.57,0.25,0.57,0.45,0.33,0.15,0.27,"549,932",1.3,"336,472",1.3,0,0,0.4,0.39,0.36,0.24,0.43,0,0.01,0.51
53033011402,0.57,0.22,0.62,0.57,0.29,0.14,0.39,"535,056",1.3,"225,150",1.2,0,0,0.28,0.3,0.24,0.23,0.38,1,0.06,0.53
53033025500,0.57,0.27,0.7,0.56,0.32,0.18,0.3,"380,969",1.3,"36,899",1.1,0,0,0.34,0.32,0.26,0.22,0.38,0,0.03,0.4
53053071703,0.57,0.21,0.87,0.94,0.5,0.23,0.53,"259,351",1.2,"43,334",1.1,0,0,0.28,1.06,0.49,0.42,0.92,0,0.02,0.24
53053940003,0.57,0.12,0.74,0.62,0.3,0.13,0.32,"341,418",1.3,"9,562",0.9,0,0,0.57,0.85,0.79,0.28,2.09,0,0.16,0.42
53033029406,0.57,0.19,0.66,0.24,0.22,0.13,0.28,"306,288",1.3,"2,867",0.8,0,0,1.34,0.88,0.86,0.17,0.45,0,0.02,0.56
53033022803,0.56,0.17,0.23,0.71,0.23,0.1,0.18,"563,584",1.3,"167,461",1.2,0,0.59,0.77,0.86,0.44,0.15,0.65,0,0.01,0.35
53033029003,0.56,0.15,0.84,0.63,0.31,0.15,0.38,"380,003",1.3,"54,469",1.1,0,0,0.36,0.69,0.4,0.11,0.61,0,0.01,0.43
53033029407,0.56,0.28,0.81,0.51,0.35,0.18,0.37,"337,797",1.3,"47,251",1.1,0,0,0.64,0.4,0.38,0.22,0.36,0,0.01,0.34
53061041809,0.56,0.27,0.75,0.66,0.36,0.22,0.44,"286,203",1.3,"74,539",1.1,0,0,0.34,0.32,0.3,0.77,0.62,0,0.21,0.46
53061041806,0.56,0.17,0.83,0.63,0.41,0.17,0.39,"273,122",1.3,"40,551",1.1,0,0,0.42,0.41,0.34,0.38,0.58,0,0.19,0.38
53033005302,0.55,0.09,0.45,0.97,0.55,0.47,0.67,"914,968",1.4,"614,402",1.3,0,0.33,0.14,0.23,0.12,0.11,0.38,0,0,0.01
53033005301,0.55,0.19,0.49,0.97,0.6,0.49,0.77,"912,138",1.4,"595,968",1.3,0,1,0.14,0.13,0.08,0.2,0.54,1,0.17,0.22
53033011401,0.55,0.19,0.73,0.54,0.32,0.14,0.33,"603,442",1.3,"290,011",1.3,0,0,0.53,0.54,0.35,0.16,0.59,0,0.03,0.55
53033028300,0.55,0.12,0.68,0.23,0.23,0.14,0.17,"451,273",1.3,"63,994",1.1,0,0.01,0.69,0.7,0.61,0.24,0.65,0,0.03,0.55
53033027600,0.55,0.19,0.65,0.51,0.36,0.16,0.46,"408,757",1.3,"39,456",1.1,0,0,0.56,0.89,0.39,0.06,0.44,0,0.01,0.5
53061051701,0.55,0.19,0.72,0.55,0.36,0.18,0.34,"286,565",1.3,"75,914",1.1,0,0.01,0.24,0.24,0.18,0.24,0.38,0,0.02,0.45
53033029303,0.55,0.12,0.62,0.43,0.24,0.11,0.19,"376,578",1.3,"32,397",1,0,0,0.44,0.49,0.48,0.53,0.82,0,0.08,0.55
53033025804,0.55,0.16,0.68,0.2,0.23,0.06,0.26,"335,845",1.3,"7,714",0.9,0,0,0.62,1.12,1.02,0.13,0.41,0,0.01,0.59
53033009300,0.54,0.17,0.58,0.51,0.28,0.17,0.29,"895,663",1.4,"510,780",1.3,0.29,0.4,0.4,0.51,0.35,0.13,0.39,0,0.01,0.61
53033029204,0.54,0.15,0.74,0.53,0.33,0.1,0.24,"374,900",1.3,"68,087",1.1,0.01,0.08,0.62,0.58,0.6,0.23,0.68,0,0.03,0.42
53033030003,0.54,0.13,0.73,0.39,0.29,0.2,0.44,"365,691",1.3,"48,711",1.1,0,0,0.45,0.55,0.4,0.3,0.43,0,0.02,0.48
53053073126,0.53,0.14,0.73,0.31,0.19,0.08,0.3,"75,716",1.1,0,0,0,0,0.57,0.64,0.63,1.85,0.24,0,0.01,0.52
53033023803,0.53,0.14,0.21,0.86,0.16,0.13,0.16,"650,186",1.3,"500,719",1.3,0,0.75,0.18,0.1,0.05,0.12,1.07,0,0.07,0.45
53033027100,0.53,0.13,0.83,0.62,0.4,0.21,0.48,"617,647",1.3,"82,354",1.1,0,0,0.56,0.97,0.47,0.21,0.38,0,0.05,0.5
53033029102,0.53,0.11,0.8,0.3,0.29,0.15,0.32,"409,944",1.3,"43,277",1.1,0,0,0.72,0.62,0.62,0.18,0.93,0,0.01,0.55
53061051804,0.53,0.14,0.64,0.3,0.19,0.06,0.16,"299,337",1.3,"67,025",1.1,0,0,0.7,0.89,0.49,0.16,0.25,0,0.43,0.46
53053060200,0.53,0.26,0.63,0.6,0.22,0.12,0.52,"290,402",1.3,"65,598",1.1,0,0.07,0.61,0.56,0.4,0.22,0.78,0,0.01,0.3
53033030310,0.53,0.17,0.65,0.45,0.33,0.24,0.27,"334,155",1.3,"23,790",1,0,0,0.65,0.47,0.5,0.17,0.2,0,0.01,0.57
53053062801,0.53,0.08,0.85,0.84,0.46,0.31,0.51,"248,367",1.2,"35,885",1,0,0,0.85,0.57,0.42,0.27,0.85,1,0.13,0.35
53033010701,0.52,0.13,0.64,0.58,0.38,0.23,0.44,"629,555",1.3,"325,256",1.3,0,0,0.33,0.89,0.49,0.07,0.42,0,0.06,0.67
53033011300,0.52,0.13,0.74,0.57,0.46,0.25,0.32,"567,934",1.3,"146,707",1.2,0,0,0.67,0.73,0.47,0.14,0.39,0,0.04,0.57
53033025302,0.52,0.12,0.68,0.88,0.41,0.2,0.46,"472,178",1.3,"167,380",1.2,0,0,0.7,0.79,0.27,0.25,0.61,0,0.1,0.41
53033027000,0.52,0.18,0.79,0.32,0.27,0.13,0.35,"609,206",1.3,"73,114",1.1,0,0,0.86,0.73,0.46,0.25,0.58,0,0.16,0.49
53033025102,0.52,0.13,0.51,0.28,0.18,0.11,0.15,"383,350",1.3,"14,843",1,0,0,0.44,0.41,0.37,0.26,0.43,0,0.02,0.61
53053072901,0.52,0.03,0.73,1,0.47,0.15,0.44,"161,689",1.2,"6,304",0.9,0,0,1.15,0.86,0.4,0.35,0.45,1,0,0.2
53033009200,0.51,0.19,0.65,0.96,0.35,0.15,0.51,"888,060",1.4,"687,348",1.3,1,1,0.13,0.24,0.08,0.06,0.64,1,0,0.52
53033023601,0.51,0.19,0.36,0.48,0.27,0.18,0.17,"630,016",1.3,"238,343",1.2,0,0.3,0.54,0.57,0.5,0.2,0.7,0,0.05,0.59
53033027400,0.51,0.16,0.81,0.28,0.35,0.19,0.27,"575,925",1.3,"98,135",1.1,0,0,0.56,0.47,0.47,0.21,0.53,0,0.1,0.54
53033029504,0.51,0.23,0.82,0.68,0.49,0.22,0.41,"331,067",1.3,"47,492",1.1,0,0,0.42,0.28,0.26,0.22,0.36,0,0.02,0.34
53061051802,0.51,0.17,0.64,0.34,0.28,0.15,0.23,"305,671",1.3,"66,674",1.1,0,0,0.46,0.47,0.34,0.23,0.54,0,0.05,0.61
53053061300,0.51,0.09,0.74,0.59,0.42,0.25,0.52,"269,290",1.3,"79,824",1.1,0,0,0.29,0.4,0.33,0.18,0.3,1,0.11,0.57
53053071705,0.51,0.11,0.88,0.5,0.36,0.21,0.49,"260,122",1.2,"43,387",1.1,0,0,0.61,0.5,0.39,1.06,0.51,0,0.13,0.41
53053063400,0.51,0.14,0.85,0.5,0.42,0.18,0.49,"258,792",1.2,"67,712",1.1,0,0,0.37,0.43,0.29,0.13,0.4,0,0.23,0.45
53033030802,0.51,0.2,0.91,0.51,0.29,0.13,0.46,"252,412",1.2,"26,602",1,0,0,0.62,1.06,0.66,0.13,0.37,0,0.03,0.43
53053062802,0.51,0.06,0.82,0.36,0.24,0.14,0.24,"246,273",1.2,"27,668",1,0,0.06,0.92,0.64,0.48,0.28,0.44,0,0.06,0.44
53033023804,0.5,0.17,0.23,0.73,0.23,0.13,0.14,"645,792",1.3,"535,145",1.3,0,0.75,0.24,0.35,0.17,0.19,1.3,0,0.01,0.44
53033010800,0.5,0.07,0.53,0.34,0.29,0.16,0.28,"642,167",1.3,"269,707",1.3,0,0,0.56,1.04,0.4,0.07,0.43,0,0.07,0.6
53033029205,0.5,0.15,0.71,0.41,0.29,0.15,0.32,"428,714",1.3,"109,027",1.2,0,0,0.66,0.6,0.5,0.28,0.22,0,0,0.46
53033027500,0.5,0.16,0.79,0.44,0.33,0.18,0.37,"505,339",1.3,"85,746",1.1,0,0,0.3,0.33,0.37,0.17,0.45,0,0.03,0.51
53033024901,0.5,0.14,0.3,0.07,0.09,0.08,0.09,"413,910",1.3,"51,561",1.1,0,0,1.04,0.72,0.66,0.14,0.35,0,0.01,0.74
53033030202,0.5,0.12,0.77,0.42,0.41,0.23,0.38,"358,212",1.3,"43,100",1.1,0,0,0.46,0.49,0.44,0.32,0.44,0,0.01,0.49
53033030313,0.5,0.16,0.85,0.58,0.45,0.24,0.43,"382,821",1.3,"31,572",1,0,0,0.44,0.21,0.2,0.24,0.93,0,0.04,0.4
53033030309,0.5,0.11,0.72,0.64,0.3,0.13,0.28,"326,463",1.3,"25,544",1,0,0,0.59,0.75,0.43,0.07,0.51,0,0,0.43
53033008500,0.49,0.11,0.69,0.9,0.4,0.22,0.48,"973,814",1.4,"552,522",1.3,0.68,1,0.05,0.22,0.17,0.11,0.59,0,0.13,0.28
53033008900,0.49,0.03,0.45,0.56,0.26,0.14,0.34,"919,724",1.4,"417,842",1.3,0,0.06,0.38,0.86,0.48,0.09,0.34,0,0.12,0.71
53033023401,0.49,0.14,0.34,0.39,0.24,0.13,0.21,"452,626",1.3,"339,596",1.3,0,0,0.52,0.54,0.4,0.14,0.74,0,0.01,0.54
53033032309,0.49,0.14,0.23,0.82,0.16,0.1,0.15,"454,066",1.3,"194,823",1.2,0,0.33,0.31,0.27,0.21,0.12,0.55,0,0.06,0.42
53033022605,0.49,0.19,0.48,0.63,0.31,0.15,0.17,"450,120",1.3,"126,295",1.2,0,0,0.46,0.76,0.41,0.18,1.01,0,0.02,0.44
53033028801,0.49,0.15,0.81,0.47,0.38,0.18,0.43,"429,573",1.3,"47,174",1.1,0,0.26,0.93,0.67,0.53,0.11,0.55,0,0.04,0.33
53053063100,0.49,0.09,0.84,0.34,0.34,0.19,0.36,"263,009",1.2,"57,840",1.1,0,0,0.51,0.39,0.33,0.27,0.55,0,0.06,0.52
53053061400,0.49,0.05,0.9,0.95,0.47,0.29,0.72,"261,821",1.2,"91,904",1.1,0,0,0.13,0.26,0.17,0.1,0.27,0,0.69,0.16
53033025701,0.49,0.16,0.69,0.68,0.39,0.17,0.32,"399,323",1.3,"34,513",1,0,0,0.71,1.07,0.89,0.19,0.61,0,0.11,0.56
53033030308,0.49,0.12,0.69,0.47,0.37,0.17,0.35,"312,832",1.3,"31,020",1,0,0,0.48,0.75,0.42,0.01,0.36,0,0,0.43
53033029502,0.49,0.21,0.72,0.21,0.27,0.17,0.26,"309,527",1.3,"16,678",1,0,0,0.93,0.71,0.5,0.12,0.52,0,0.03,0.56
53061051925,0.49,0.11,0.45,0.32,0.18,0.09,0.08,"304,698",1.3,"22,818",1,0,0,0.77,1.23,0.7,0.5,0.51,0,0.1,0.59
53033030201,0.49,0.13,0.76,0.4,0.39,0.19,0.36,"300,107",1.3,"23,674",1,0,0,0.89,1.29,1.16,0.15,0.37,0,0.01,0.48
53061041701,0.49,0.1,0.72,0.5,0.37,0.17,0.33,"283,536",1.3,"19,774",1,0,0,0.44,0.47,0.3,0.18,0.64,1,0.32,0.5
53053071706,0.49,0.04,0.81,0.71,0.39,0.2,0.53,"251,136",1.2,"31,772",1,0,0,0.81,0.71,0.37,0.77,0.47,0,0.01,0.29
53053072112,0.49,0.07,0.82,0.41,0.27,0.15,0.23,"140,773",1.2,"5,728",0.9,0,0,1.16,1.92,0.89,0.23,0.94,0,0.06,0.61
53033032329,0.48,0.07,0.2,0.31,0.15,0.11,0.05,"211,457",1.2,0,0,0,0,1.05,1.05,0.76,0.47,0.63,0,0,0.56
53033005200,0.48,0.12,0.3,0.8,0.48,0.37,0.53,"919,994",1.4,"554,258",1.3,0,0.42,0.21,0.3,0.14,0.11,0.24,0,0.06,0.42
53033023801,0.48,0.15,0.32,0.52,0.3,0.16,0.16,"608,122",1.3,"360,421",1.3,0,0.41,0.62,0.73,0.62,0.16,0.81,0,0.23,0.66
53033029801,0.48,0.11,0.71,0.54,0.31,0.18,0.33,"423,641",1.3,"34,421",1,0,0,0.82,0.85,0.85,0.18,0.46,0,0.02,0.43
53033020700,0.47,0.22,0.69,0.5,0.38,0.22,0.33,"379,263",1.3,"311,414",1.3,0,0,0.28,0.25,0.25,0.16,0.54,0,0.29,0.59
53053062000,0.47,0.09,0.84,0.51,0.4,0.19,0.43,"307,493",1.3,"59,343",1.1,0,0.06,0.56,0.38,0.29,0.21,0.55,1,0.24,0.43
53061051400,0.47,0.17,0.75,0.64,0.46,0.23,0.46,"295,958",1.3,"73,839",1.1,0,0.32,0.23,0.32,0.24,0.17,0.51,1,0.06,0.41
53061041810,0.47,0.14,0.83,0.79,0.41,0.19,0.39,"285,964",1.3,"81,616",1.1,0,0,0.38,0.38,0.27,0.62,0.6,0,0.41,0.36
53061041905,0.47,0.14,0.77,0.73,0.34,0.16,0.36,"283,702",1.3,"56,806",1.1,0,0,0.4,0.4,0.26,0.6,0.75,0,0.45,0.34
53053062900,0.47,0.13,0.84,0.6,0.36,0.22,0.35,"260,060",1.2,"63,122",1.1,0.03,0.32,0.99,0.62,0.29,0.21,0.53,0,0.4,0.43
53033030503,0.47,0.09,0.82,0.58,0.44,0.21,0.42,"356,996",1.3,"34,549",1,0,0,0.46,0.81,0.38,0.21,1.17,0,0.01,0.43
53033024903,0.47,0.18,0.28,0.09,0.06,0.05,0.06,"369,726",1.3,"1,797",0.7,0,0,0.73,1.4,0.64,0.05,0.93,0,0,0.75
