GEOID,nonwhite,poor_english,no_bachelors,rent,cost_burdened,severe_cost_burdened,poverty_200, jobs_auto_30 , ln_jobs_auto_30 , jobs_transit_45 ,ln_jobs_transit_45,transit_qt_mile,transit_2025_half,dist_super,dist_pharm,dist_rest,dist_park,dist_school,prox_high_inc,at_risk_du,voting
53053070203,0.15,0.01,0.78,0.13,0.19,0.07,0.17,"81,562",1.1,0,0,0,0,1.19,1.21,1.12,0.56,1.54,0,0.07,0.79
53053070403,0.15,0.03,0.86,0.26,0.17,0.08,0.28,"76,670",1.1,0,0,0,0,0.66,0.66,0.59,0.49,1.05,0,0.05,0.59
53035092701,0.15,0,0.74,0.15,0.17,0.09,0.15,"28,305",1,0,0,0,0,2.37,2.6,1.97,0.65,1.45,0,0,0.76
53033031501,0.15,0.05,0.78,0.28,0.15,0.1,0.13,"26,758",1,0,0,0,0,4.71,4.61,3.68,0.9,5.72,0,0,0.68
53035940000,0.15,0.01,0.65,0.24,0.25,0.14,0.26,"21,629",1,0,0,0,0,3.61,3.34,1.33,0.69,2.6,0,0,0.68
53053073006,0.15,0.02,0.88,0.16,0.24,0.07,0.24,"6,447",0.9,0,0,0,0,4.82,5.76,3.65,2.56,NA,0,0,0.64
53033004900,0.15,0.02,0.23,0.81,0.2,0.07,0.18,"847,031",1.4,"473,700",1.3,0,0,0.6,0.19,0.14,0.14,0.35,0,0.08,0.71
53033002000,0.15,0.03,0.36,0.4,0.25,0.2,0.19,"839,977",1.4,"420,611",1.3,0,0,0.62,0.75,0.23,0.17,0.4,0,0,0.77
53033006800,0.15,0.03,0.18,0.54,0.18,0.11,0.11,"785,203",1.4,"432,643",1.3,0,0,0.13,0.13,0.16,0.01,0.33,0,0.02,0.81
53033000500,0.15,0.03,0.32,0.06,0.16,0.13,0.1,"506,944",1.3,"241,383",1.2,0,0,1.01,1,0.59,0.18,0.75,0,0.02,0.96
53033032319,0.15,0.01,0.46,0.63,0.29,0.11,0.15,"329,055",1.3,"44,938",1.1,0,0,0.4,0.47,0.37,0.23,0.49,0,0.08,0.64
53061050200,0.15,0.05,0.49,0.06,0.14,0.08,0.05,"264,139",1.2,"16,804",1,0,0,1.26,1.27,0.91,0.12,0.64,0,0.02,0.81
53061053509,0.15,0.04,0.93,0.46,0.3,0.16,0.34,"67,965",1.1,"11,187",0.9,0,0,0.85,0.94,0.58,0.38,1.52,0,0.1,0.55
53061052203,0.15,0.02,0.65,0.12,0.14,0.08,0.14,"54,455",1.1,"5,570",0.9,0,0,0.64,0.55,0.6,0.54,1.59,0,0.09,0.82
53033032311,0.15,0.04,0.44,0.07,0.08,0.06,0.17,"170,429",1.2,"2,850",0.8,0,0,1.76,1.84,1.75,0.38,1,0,0,0.83
53033032006,0.15,0.03,0.66,0.18,0.21,0.12,0.19,"134,687",1.2,"2,473",0.8,0,0,1.26,1.53,0.69,0.52,0.85,0,0.02,0.73
53035080700,0.15,0.01,0.73,0.28,0.25,0.15,0.25,"86,180",1.1,"3,427",0.8,0,0,0.83,0.94,0.73,0.56,0.64,0,0.07,0.51
53035090501,0.15,0.03,0.73,0.5,0.33,0.13,0.34,"76,600",1.1,"3,109",0.8,0,0,0.38,0.36,0.25,0.33,1.12,0,0.03,0.61
53033032704,0.15,0.04,0.65,0.29,0.27,0.2,0.27,"61,178",1.1,"4,209",0.8,0,0,0.34,0.34,0.31,0.25,0.69,0,0.1,0.77
53035091000,0.15,0.01,0.29,0.13,0.11,0.09,0.1,"18,824",1,"2,714",0.8,0,0.02,1.96,1.22,0.9,0.13,1.15,0,0,0.91
53033032007,0.15,0,0.66,0.16,0.16,0.08,0.14,"177,870",1.2,"1,430",0.7,0,0,1.09,1.17,0.69,0.29,0.9,0,0.03,0.64
53061053505,0.14,0.03,0.81,0.11,0.2,0.1,0.18,"37,923",1.1,0,0,0,0,2.69,2.82,2.78,1.77,2.87,0,0.01,0.71
53053073118,0.14,0.02,0.76,0.09,0.15,0.07,0.1,"31,928",1,0,0,0,0,2.82,2.93,2.67,1.93,3.04,0,0,0.74
53053072601,0.14,0.01,0.79,0.19,0.23,0.13,0.24,"25,938",1,0,0,0,0,3.87,2.44,2.39,1.13,1.8,0,0,0.6
53053073005,0.14,0.04,0.88,0.13,0.28,0.16,0.34,"17,569",1,0,0,0,0,5.33,5.39,2.25,3.13,3.97,0,0,0.67
53033006400,0.14,0.01,0.17,0.24,0.09,0.04,0.07,"929,536",1.4,"513,180",1.3,0,0,0.52,0.56,0.31,0.14,0.34,0,0,0.94
53033011600,0.14,0.02,0.39,0.28,0.2,0.13,0.12,"431,393",1.3,"159,439",1.2,0.13,0.4,0.91,0.92,0.39,0.14,0.62,0,0.01,0.8
53053060600,0.14,0.02,0.45,0.52,0.23,0.15,0.2,"247,875",1.2,"50,942",1.1,0,0,0.43,0.4,0.28,0.14,0.33,0,0.04,0.73
53053060400,0.14,0.01,0.49,0.2,0.15,0.14,0.13,"198,417",1.2,"15,763",1,0,0,0.75,0.52,0.46,0.19,0.36,0,0.02,0.74
53053060300,0.14,0.02,0.6,0.42,0.23,0.15,0.26,"189,556",1.2,"8,391",0.9,0,0.03,1.12,0.82,0.35,0.12,0.74,0,0.03,0.83
53061052402,0.14,0.03,0.75,0.6,0.39,0.2,0.33,"188,547",1.2,"13,139",0.9,0,0,0.34,0.22,0.18,0.21,0.31,1,0.21,0.62
53061052605,0.14,0.03,0.81,0.25,0.18,0.11,0.13,"75,447",1.1,"4,808",0.8,0,0,2.02,1.97,0.59,0.19,0.45,0,0.07,0.69
53061053504,0.14,0.01,0.79,0.44,0.32,0.15,0.24,"51,691",1.1,"2,992",0.8,0,0,0.46,0.41,0.36,0.46,0.44,0,0.09,0.6
53035090900,0.14,0.01,0.34,0.36,0.19,0.12,0.15,"23,476",1,"3,931",0.8,0.05,0.17,0.32,0.33,0.33,0.27,0.61,0,0.01,0.86
53053070401,0.14,0.05,0.84,0.18,0.2,0.09,0.25,"163,224",1.2,81,0.4,0,0,1.53,1.36,1.52,0.36,0.78,0,0.02,0.58
53035092901,0.13,0.01,0.81,0.15,0.23,0.18,0.29,"31,865",1,0,0,0,0,2.86,3.95,1.96,1.25,3.01,0,0,0.66
53035092000,0.13,0,0.76,0.16,0.23,0.16,0.19,"22,076",1,0,0,0,0,6.99,6.78,2.49,1.25,3.86,0,0,0.67
53033002500,0.13,0.01,0.32,0.3,0.19,0.11,0.17,"851,359",1.4,"402,694",1.3,0,0.03,0.58,0.58,0.24,0.12,0.55,0,0.01,0.86
53033006900,0.13,0.01,0.26,0.45,0.22,0.12,0.15,"765,907",1.4,"428,112",1.3,0,0,0.43,0.37,0.35,0.05,0.39,0,0.04,0.78
53033003400,0.13,0.01,0.25,0.36,0.16,0.1,0.08,"752,943",1.4,"422,781",1.3,0,0,0.78,0.51,0.14,0.28,0.34,0,0.01,0.85
53033003100,0.13,0.02,0.35,0.21,0.15,0.07,0.14,"552,178",1.3,"361,538",1.3,0,0,0.77,0.6,0.48,0.21,0.32,0,0,0.94
53033005600,0.13,0.02,0.22,0.06,0.11,0.1,0.05,"572,673",1.3,"132,177",1.2,0,0,0.48,0.5,0.49,0.11,0.54,0,0,0.94
53035090700,0.13,0.01,0.3,0.15,0.16,0.1,0.12,"27,000",1,"3,437",0.8,0,0,3.16,3.26,1.64,0.26,1.13,0,0,0.88
53035092500,0.13,0.03,0.73,0.28,0.31,0.2,0.31,"22,940",1,"3,421",0.8,0.06,0.08,0.79,0.75,0.67,0.45,0.96,0,0.05,0.71
53061053301,0.13,0.02,0.77,0.39,0.28,0.14,0.35,"33,963",1,"1,755",0.7,0,0,0.5,0.49,0.5,0.42,0.82,0,0.06,0.69
53033031204,0.12,0.02,0.68,0.18,0.18,0.11,0.11,"186,911",1.2,0,0,0,0,3,3.11,2.25,1.05,1.19,0,0,0.66
53053070309,0.12,0,0.76,0.21,0.16,0.09,0.21,"112,035",1.2,0,0,0,0,1.12,1.15,1.09,0.3,1.13,0,0.08,0.67
53053072409,0.12,0.01,0.52,0.21,0.14,0.05,0.1,"103,489",1.2,0,0,0,0,2.21,2.36,2.26,0.55,0.88,0,0,0.8
53053072405,0.12,0.03,0.47,0.16,0.07,0.06,0.09,"66,438",1.1,0,0,0,0,3.48,3.71,3.63,0.56,1.15,0,0,0.86
53035092803,0.12,0,0.7,0.09,0.26,0.12,0.33,"50,809",1.1,0,0,0,0,3.88,4.1,3.72,1.16,1.31,0,0,0.69
53033006300,0.12,0.02,0.19,0.36,0.11,0.09,0.06,"876,790",1.4,"348,135",1.3,0,0,0.29,1.6,0.27,0.19,0.32,0,0,0.88
53033004600,0.12,0.02,0.23,0.4,0.16,0.11,0.12,"864,912",1.4,"379,043",1.3,0,0,0.48,0.53,0.2,0.1,0.36,0,0,0.82
53033002800,0.12,0.01,0.24,0.42,0.21,0.1,0.17,"762,095",1.4,"443,796",1.3,0,0,0.58,0.27,0.19,0.29,0.37,0,0.01,0.82
53053073404,0.12,0.02,0.79,0.29,0.2,0.07,0.27,"271,239",1.3,"21,861",1,0.02,0.1,0.49,0.64,0.45,0.31,0.47,0,0.16,0.63
53033032320,0.12,0.03,0.4,0.08,0.08,0.05,0.03,"270,585",1.3,"5,963",0.9,0,0,1.39,1.71,0.84,0.49,0.57,0,0.01,0.85
53053072408,0.12,0.01,0.51,0.19,0.22,0.13,0.19,"190,993",1.2,"3,097",0.8,0,0,1.08,1.7,0.98,0.39,1.29,0,0,0.87
53061052504,0.12,0.02,0.82,0.21,0.26,0.09,0.18,"152,106",1.2,"2,986",0.8,0,0,1.06,0.79,0.83,1.06,1.29,0,0.12,0.74
53033032703,0.12,0.04,0.64,0.37,0.22,0.05,0.12,"69,745",1.1,"1,864",0.8,0,0,0.32,0.35,0.25,0.29,0.85,0,0.01,0.64
53061053508,0.12,0.04,0.84,0.29,0.23,0.1,0.27,"54,752",1.1,"3,822",0.8,0,0,0.77,0.72,0.49,0.36,1.11,0,0.07,0.57
53053072505,0.12,0.03,0.58,0.18,0.21,0.11,0.06,"109,165",1.2,739,0.7,0,0,1.06,1.14,0.92,0.86,1.39,0,0.04,0.89
53061052302,0.12,0.03,0.73,0.14,0.23,0.13,0.21,"102,855",1.2,872,0.7,0,0,1.54,1.74,1.49,1.46,1.24,0,0,0.74
53061051912,0.12,0.01,0.68,0.06,0.19,0.12,0.17,"205,867",1.2,619,0.6,0,0,1.72,2.33,1.15,0.11,1.19,0,0,0.82
53053073111,0.12,0.02,0.83,0.24,0.18,0.08,0.22,"124,217",1.2,395,0.6,0,0,0.63,0.88,0.63,0.79,0.65,0,0.12,0.63
53053070314,0.12,0,0.58,0.09,0.19,0.07,0.09,"189,692",1.2,174,0.5,0,0,1.14,0.93,0.81,0.81,2.19,0,0.03,0.75
53053070308,0.12,0.01,0.78,0.26,0.17,0.1,0.16,"152,683",1.2,125,0.5,0,0,0.73,0.91,0.46,0.11,0.12,0,0.16,0.65
53061052301,0.12,0.03,0.76,0.07,0.17,0.1,0.17,"62,677",1.1,116,0.5,0,0,2.85,2.66,2.57,0.72,2.44,0,0,0.72
53033032702,0.12,0.01,0.64,0.21,0.1,0.07,0.09,"48,994",1.1,227,0.5,0,0,2.83,0.84,0.56,0.35,2.02,0,0.01,0.78
53035091100,0.12,0,0.67,0.22,0.15,0.08,0.2,"75,843",1.1,10,0.2,0,0,1.9,2.47,1.16,1.15,1.34,0,0,0.71
53033032327,0.11,0.03,0.34,0.04,0.16,0.09,0.09,"209,966",1.2,0,0,0,0,1.25,1.18,1.09,0.34,1.14,0,0,0.94
53035091301,0.11,0.02,0.73,0.11,0.17,0.08,0.1,"41,716",1.1,0,0,0,0,5.88,2.98,1.64,0.76,1.88,0,0,0.7
53061053302,0.11,0,0.79,0.09,0.2,0.12,0.11,"35,197",1,0,0,0,0,1.71,1.58,1.3,0.98,1.81,0,0.02,0.74
53035092802,0.11,0,0.74,0.13,0.22,0.13,0.23,"34,661",1,0,0,0,0,4.06,4.04,4,1.37,0.91,0,0,0.76
53061052206,0.11,0.03,0.64,0.07,0.1,0.07,0.05,"26,114",1,0,0,0,0,3.58,3.62,3.67,1.42,2.8,0,0,0.78
53053070100,0.11,0.01,0.74,0.2,0.23,0.14,0.31,"24,242",1,0,0,0,0,3,2.38,2.23,1.28,4.03,0,0.01,0.58
53033002900,0.11,0.01,0.27,0.36,0.21,0.1,0.12,"685,755",1.3,"413,488",1.3,0,0,0.46,0.27,0.16,0.24,0.27,0,0.03,0.92
53061041500,0.11,0.05,0.77,0.28,0.24,0.09,0.35,"235,028",1.2,"13,589",1,0,0,0.79,0.55,0.69,0.21,0.69,0,0.16,0.55
53033032307,0.11,0.02,0.44,0.11,0.13,0.09,0.05,"235,406",1.2,"6,969",0.9,0,0,0.96,0.98,0.96,0.35,0.68,0,0,0.81
53033031502,0.11,0.02,0.76,0.17,0.19,0.1,0.19,"30,329",1,949,0.7,0,0,1.63,1.64,1.07,0.69,3.29,0,0.05,0.62
53033027701,0.11,0.03,0.46,0.32,0.25,0.13,0.22,"3,336",0.8,58,0.4,0.01,0.02,1.13,1.08,0.89,0.14,1.83,0,0.03,0.94
53061053602,0.11,0.04,0.84,0.33,0.22,0.12,0.27,"18,198",1,24,0.3,0,0,2.43,2.43,2.17,0.85,5.87,0,0.04,0.61
53053070313,0.11,0,0.78,0.2,0.18,0.09,0.24,"162,233",1.2,7,0.2,0,0,1.38,0.99,0.97,0.6,0.7,0,0.11,0.66
53033032002,0.1,0,0.72,0.18,0.18,0.15,0.11,"153,653",1.2,0,0,0,0,1.96,1.97,1.72,0.37,1.8,0,0,0.67
53053072506,0.1,0.03,0.53,0.14,0.25,0.18,0.19,"77,200",1.1,0,0,0,0,2.22,1.93,1.89,0.63,2.53,0,0.01,0.87
53053073117,0.1,0,0.83,0.2,0.19,0.13,0.29,"25,109",1,0,0,0,0,5,5.08,2.11,2.26,1.76,0,0,0.67
53061053801,0.1,0.02,0.8,0.17,0.25,0.11,0.2,"14,550",1,0,0,0,0,4.92,2.3,2.23,2.48,6.11,0,0,0.61
53053073001,0.1,0.01,0.82,0.23,0.21,0.14,0.27,"7,956",0.9,0,0,0,0,4.04,2.7,1.78,1.33,NA,0,0.04,0.62
53053072603,0.1,0.02,0.78,0.15,0.34,0.17,0.4,"3,611",0.8,0,0,0,0,8.78,7.35,2.32,0.79,1.47,0,0,0.67
53061053700,0.1,0.03,0.87,0.29,0.29,0.14,0.38, -   ,0,0,0,0,0,2.43,2.49,1.14,1.42,9.66,0,0.07,0.56
53053060800,0.1,0.02,0.65,0.25,0.16,0.11,0.14,"210,592",1.2,"52,148",1.1,0,0,0.48,0.52,0.4,0.33,0.48,0,0.02,0.72
53033027800,0.1,0.01,0.45,0.09,0.17,0.1,0.07,"391,223",1.3,"17,576",1,0,0,0.8,1.33,0.81,0.33,0.43,0,0.02,0.88
53033031302,0.1,0.01,0.79,0.34,0.28,0.14,0.35,"45,926",1.1,"3,007",0.8,0,0,0.52,0.43,0.63,0.37,0.44,0,0.02,0.74
53061053803,0.1,0.01,0.82,0.23,0.29,0.15,0.27,"7,811",0.9,"1,006",0.7,0,0,1.89,1.05,0.88,0.59,4.96,0,0.08,0.6
53061053102,0.1,0.01,0.8,0.18,0.26,0.13,0.2,"50,908",1.1,397,0.6,0,0,2.46,2.46,1.11,0.55,1.63,0,0.1,0.66
53035090201,0.1,0.03,0.6,0.12,0.11,0.07,0.08,"57,072",1.1,22,0.3,0,0,2.07,2.03,1.29,1.45,1.78,0,0.01,0.79
53061053201,0.1,0.01,0.73,0.17,0.29,0.17,0.17,"39,023",1.1,22,0.3,0,0,3.38,3.05,2.49,1.23,2.96,0,0,0.75
53053070307,0.09,0.01,0.55,0.15,0.09,0.07,0.07,"111,377",1.2,0,0,0,0,2.5,2.62,1.17,0.94,1.47,0,0,0.75
53061052113,0.09,0.01,0.6,0.04,0.16,0.11,0.05,"87,867",1.1,0,0,0,0,3.41,3.41,3.4,1.85,3.78,0,0,0.83
53061053202,0.09,0.01,0.75,0.15,0.19,0.1,0.11,"39,780",1.1,0,0,0,0,5.75,6.01,2.55,0.21,5.21,0,0,0.72
53061053400,0.09,0.01,0.81,0.15,0.14,0.1,0.17,"35,025",1,0,0,0,0,4.24,4.16,2.19,1.51,5.02,0,0.02,0.73
53035092704,0.09,0,0.72,0.2,0.12,0.06,0.13,"25,921",1,0,0,0.03,0.04,3.72,4.31,3.69,0.34,1.74,0,0,0.69
53053072410,0.09,0,0.46,0.06,0.12,0.08,0.16,"24,492",1,0,0,0,0,3.64,3.79,3.3,0.62,3.28,0,0,0.89
53053073200,0.09,0.02,0.82,0.24,0.24,0.12,0.25,"7,006",0.9,0,0,0,0,3.62,3.69,2.93,1.91,3.5,0,0.11,0.74
53061053603,0.09,0.01,0.76,0.16,0.19,0.05,0.11,"48,506",1.1,30,0.3,0,0,2.83,3.03,2.61,1.47,2.74,0,0.01,0.72
53061052207,0.09,0.01,0.77,0.12,0.15,0.09,0.16,"24,210",1,1,0.1,0,0,1.95,1.85,1.79,1.67,3.39,0,0.01,0.69
53061052108,0.08,0.01,0.62,0.13,0.18,0.12,0.18,"211,441",1.2,0,0,0,0,1.54,1.55,0.88,0.87,1.52,0,0.01,0.72
53061052701,0.08,0,0.82,0.1,0.17,0.09,0.16,"58,557",1.1,0,0,0,0,3.13,2.46,2.74,0.85,2.9,0,0.04,0.63
53033032401,0.08,0.04,0.55,0.17,0.18,0.14,0.14,"49,332",1.1,0,0,0,0,1.11,1.24,1.04,0.89,1,0,0.03,0.82
53033001500,0.08,0.01,0.31,0.22,0.1,0.07,0.07,"477,485",1.3,"276,618",1.3,0,0,0.87,0.9,0.66,0.09,0.42,0,0.01,0.93
53061052105,0.08,0.01,0.6,0.09,0.23,0.12,0.11,"134,220",1.2,922,0.7,0,0,2.41,2.87,2.05,0.33,2.74,0,0,0.82
53061053604,0.08,0.04,0.8,0.2,0.25,0.08,0.18,"47,231",1.1,210,0.5,0,0,1.27,1.37,1.25,0.94,1.9,0,0.18,0.51
53053072406,0.08,0.01,0.64,0.25,0.12,0.08,0.16,"131,054",1.2,88,0.4,0,0,2.15,2.06,1.89,0.81,1.03,0,0.02,0.91
53033032003,0.08,0.01,0.66,0.07,0.17,0.11,0.12,"97,051",1.1,43,0.4,0,0,1.57,1.55,1.46,0.36,2.25,0,0,0.79
53061052502,0.07,0.02,0.75,0.2,0.24,0.11,0.17,"167,531",1.2,"6,994",0.9,0,0,0.67,0.65,0.62,0.53,0.64,0,0.16,0.75
53035090800,0.07,0,0.28,0.2,0.14,0.08,0.09,"25,400",1,986,0.7,0,0,2.52,2.56,1.21,0.17,1.48,0,0,0.87
53033027702,0.07,0.01,0.46,0.12,0.21,0.1,0.1,"3,764",0.8,13,0.3,0.02,0.01,2.83,2.81,1.3,0.33,2.27,0,0,0.93
53033032601,0.06,0.03,0.63,0.31,0.25,0.13,0.15,"83,412",1.1,0,0,0,0,2.63,0.97,0.89,0.77,1.4,0,0.05,0.73
53053070207,0.06,0,0.84,0.29,0.28,0.13,0.32,"55,541",1.1,0,0,0,0,0.4,0.6,0.33,0.78,0.84,0,0.27,0.6
53053070206,0.06,0,0.85,0.11,0.17,0.12,0.19,"28,770",1,0,0,0,0,3.86,3.85,1.63,0.76,2.68,0,0.02,0.65
53033032800,0.06,0,0.58,0.14,0.21,0.13,0.12,"27,464",1,0,0,0,0,7.51,1.68,1.22,0.31,4,0,0.01,0.87
53053073119,0.05,0,0.9,0.06,0.1,0.05,0.2,"26,397",1,0,0,0,0,3.88,3.52,3.28,2.37,3.73,0,0,0.62
53053072602,0.05,0.01,0.72,0.17,0.24,0.14,0.24,"13,768",1,0,0,0,0,6.2,2.73,1.24,1.13,2.12,0,0.01,0.74
53061053506,0.04,0.01,0.8,0.13,0.27,0.11,0.21,"18,424",1,0,0,0,0,2.6,2.65,2.06,1.34,8.3,0,0.01,0.66
53033032102,0.04,0.02,0.49,0.1,0.18,0.09,0.15,"81,836",1.1,137,0.5,0,0,4.21,4.57,3.58,0.69,3.84,0,0,0.8
